,img_file,raw_text,clean_text,transcription_data,justification_category,justification_J_Denial,justification_J_Development-Unity,justification_J_Emergency-Policy,justification_J_Intelligence,justification_J_Intl-Domestic_Precedent,justification_J_Last-resort,justification_J_Law-and-order,justification_J_Legal_Procedure,justification_J_Misc,justification_J_Political-Strategic,justification_J_Terrorism,justification_J_Utilitarian-Deterrence
277,IMG_6754_PREM_15_1002,"Recognizing the political impasse, and feeling of community 
alienation, resulting from internment, but also recogizing that the needs of justice demand that witnesses and jurors should be free from physical fear we recommend the follwing:- 
That a Special Court should be set up to try offences under the undermentioned Acts: (i) Explosive substances Act 1893 S2,3,4, & 5. (11) Firearms Act (N.I.) 1969 S14,15,16,18 18(1), 19. (111) Explosive substances Act 1875 S4, & 5. (lv) Protection of Persons and Property Act (N.I.) 1969 S1,2,3. (v) 
Public Order (Amendment) Act (N.I.) S7.8.(if on indictment) Any person charged under the above provisions shall be tried at the 
Special Court. No bail shall be allowed on any of these charges unless there are special humanitarian reasons.
",recognizing the political impasse and feeling of community  alienation resulting from internment but also recogizing that the needs of justice demand that witnesses and jurors should be free from physical fear we recommend the follwing  that a special court should be set up to try offences under the undermentioned acts i explosive substances act 1893 s234  5 11 firearms act ni 1969 s14151618 181 19 111 explosive substances act 1875 s4  5 lv protection of persons and property act ni 1969 s123 v  public order amendment act ni s78if on indictment any person charged under the above provisions shall be tried at the  special court no bail shall be allowed on any of these charges unless there are special humanitarian reasons ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
278,IMG_6754_PREM_15_1002,"Police should attend the Court in person, but with the right to remain anonymous. Identities to be disclosed only to the bench.
",police should attend the court in person but with the right to remain anonymous identities to be disclosed only to the bench ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
279,IMG_6754_PREM_15_1002,"CIVILIAN WITNESSES: 
- Witnesses who are members of the Security Forces or th - Would have the right if they so wished to giv 
evidence on affidavit only, and to be anonymous. Identities to be disclosed only to the Bench.",civilian witnesses   witnesses who are members of the security forces or th  would have the right if they so wished to giv  evidence on affidavit only and to be anonymous identities to be disclosed only to the bench,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
280,IMG_6755_PREM_15_1002,"There shall be no right of appeal from the Special Court, and the 
Court, subject to the discretion of the Bench, should be closed to the Public but open to Members of the Press.",there shall be no right of appeal from the special court and the  court subject to the discretion of the bench should be closed to the public but open to members of the press,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
281,IMG_6772_PREM_15_1002,"N VIEW OF SPECULATION ABOUT THE POSSIBILITY OF MODIFYING THE INTERNMENT PROCESS AS PART OF A POLITICAL REQUIREMENT, THERE IS A NEED TO SET OUT THE SECURITY IMPLICATIONS OF A RELEASE OF INTERNEES, OTHER THAN THROUGH THE EXISTING MACHINERY.
",n view of speculation about the possibility of modifying the internment process as part of a political requirement there is a need to set out the security implications of a release of internees other than through the existing machinery ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
282,IMG_6772_PREM_15_1002,"TO RESTRICT ARRESTS FOR DETENTION TO LEADING IRA MEMBERS ONLY MAY BE POSSIBLE IN THOSE AREAS WHERE THE SECURITY FORCES ALREADY DOMINATE THE TWO IRA FACTIONS BUT SUCH A DECISION WOULD INHIBIT SECURITY FORCE ACTION IN AREAS WHERE THE IRA IS STILL OPERATING EFFECTIVELY.
",to restrict arrests for detention to leading ira members only may be possible in those areas where the security forces already dominate the two ira factions but such a decision would inhibit security force action in areas where the ira is still operating effectively ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
283,IMG_6772_PREM_15_1002,"IT IS IMPORTANT TO NOTE THAT, IN SPITE OF CAREFUL EXAMINATION, IT IS NOT POSSIBLE IN PRESENT CONDITIONS (EG INTIMIDATION) TO BRING PRESENT INTERNEES TO TRIAL.",it is important to note that in spite of careful examination it is not possible in present conditions eg intimidation to bring present internees to trial,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
284,IMG_6773_PREM_15_1002,"MY IMMEDIATELY FOLLOWING TELEGRAM CONTAINS THE TEXT OF A PAPER ON THE SECURITY IMPLICATIONS OF THE RELEASE OF INTERNEES TABLED AT THE JOINT SECURITY COMMITTEE MEETING THISMORNING.
",my immediately following telegram contains the text of a paper on the security implications of the release of internees tabled at the joint security committee meeting thismorning ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
285,IMG_6773_PREM_15_1002,"GENERAL TUZO SAID THAT THE PAPER SIMPLY REPRESENTED THE VIEWS OF THE ARMY AND THE RUC ON THE SECURITY ASPECT.
",general tuzo said that the paper simply represented the views of the army and the ruc on the security aspect ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
286,IMG_6773_PREM_15_1002,HE WONDERED WHETHER IT WOULD BE USEFUL TO DEVISE A PROGRAMME FOR RELEASE OF INTERNEES WHICH COULD BE STARTED ONCE VIOLENCE HAD BEEN BROUGHT UNDER CONTROL.,he wondered whether it would be useful to devise a programme for release of internees which could be started once violence had been brought under control,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
287,IMG_6778_PREM_15_1002,"We quite apreciate that the political impact 
would be greater if it could be announced that, along with accelerating the release of those already interned, there would be no further internment orders: but there are important security reasons for not doing this.",we quite apreciate that the political impact  would be greater if it could be announced that along with accelerating the release of those already interned there would be no further internment orders but there are important security reasons for not doing this,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
288,IMG_6779_PREM_15_1002,"Further, the Army’s willingness to see a larger 
number of the present internees released rests on the assumption that it will still be possible to re-arrest any who are found to be engaging in violence again.",further the armys willingness to see a larger  number of the present internees released rests on the assumption that it will still be possible to rearrest any who are found to be engaging in violence again,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
289,IMG_6893_PREM_15_1003,"A gradual phasing-out of internment (which would probably stop short of the hard core internees until it was reasonably clear that the IRA campaign was at an end), possibly coupled with the institution of some form of quasi-judicial procedure in special courts.",a gradual phasingout of internment which would probably stop short of the hard core internees until it was reasonably clear that the ira campaign was at an end possibly coupled with the institution of some form of quasijudicial procedure in special courts,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
290,IMG_6903_PREM_15_1003,"’""CERTAINLY MR WILSON IS RIGHT TO SUGGEST THAT RESPONSIBILITY FOR SECURITY CANNOT REMAIN WITH STORMONT AND THAT INTERNMENT WITHOUT TRIAL SHOULD BE WOUND DOWN AND REPLACED IN APROPRIATE CASES WITH ACTIVATION OF THE ORDINARY RULES OF LAW.",certainly mr wilson is right to suggest that responsibility for security cannot remain with stormont and that internment without trial should be wound down and replaced in apropriate cases with activation of the ordinary rules of law,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
291,IMG_6915_PREM_15_1003,"t is clear that no agreement will be 
possible unless the package includes measures for a progressive ending of internment, defined in terms of imprisonment without trial or preferred charges. Press reports indicate that this is bein considered by the Government, and that once the releases begin, their number and timing will depend upon the scaling down of violence.",t is clear that no agreement will be  possible unless the package includes measures for a progressive ending of internment defined in terms of imprisonment without trial or preferred charges press reports indicate that this is bein considered by the government and that once the releases begin their number and timing will depend upon the scaling down of violence,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
292,IMG_6925_PREM_15_1003,"AT ALL TIMES IT HAS BEEN CUR AIM TC 
ET ALICE ANY CCNEICERASTICNS CF PCLITICS CR PCPULAkITY, AND IT VAE EY THAT SINGLE CFITERION THAT WE CECIDED IN 
. Het’ EyTfACRCI""AFY IT IS TAT, EVEN IN CERTAIN 
TC PUT FIFET THE SAFETY CF THIS CCUNTRY AND ALL VHO LIVE IN IT. 
AUGUET LAST THAT THE TERRCRST CCNSPIRACY MUST BE .ChECKED, A1D TAT 1C: UE FCR THAT PURPCEE THE ORDINARY MACHINERY OF IHE Lh- AVCULD PE TC EYPCE TCC MANY PECPLF. TO INTIMIDATlCN A`L CLAT",at all times it has been cur aim tc  et alice any ccneicerasticns cf pclitics cr pcpulakity and it vae ey that single cfiterion that we cecided in   het eytfacrciafy it is tat even in certain  tc put fifet the safety cf this ccuntry and all vho live in it  auguet last that the terrcrst ccnspiracy must be checked a1d tat 1c ue fcr that purpcee the ordinary machinery of ihe lh avculd pe tc eypce tcc many pecplf to intimidatlcn al clat,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
293,IMG_6926_PREM_15_1003,"PEOPLE THROUGHOUT THE UNITED KINGDOM ARE BEGINNING TO APPRECIATE THAT DEMOCRACY IS AT STAKE.
",people throughout the united kingdom are beginning to appreciate that democracy is at stake ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
294,IMG_6926_PREM_15_1003,"A VICTORY FOR TERRORISM IN ANY PART OF THE UNITED KINGDOM WOULD BE A SIGNAL TO EVERY ANTI-DEMOCRATIC ELEMENT IN THE NATION THAT THE FABRIC OF DEMOCRATIC SOCIETY IS WIDE OPEN TO ATTACK. THE MAIN LINE OF BATTLE MAY, AT THE MOMENT, LIE THROUGH ULSTER, BUT IT IS TRULY A NATIONAL STRUGGLE AND THE WHOLE BRITISH PEOPLE MUST, IN A FULL REALISATION OF WHAT IS AT STAKE, BE DETERMINED TO WIN IT. AND IF THE IRA SEE THAT DETERMINATION - SEE IT MANIFEST IN PUBLIC OPINION, IN THE EXPRESSIONS OF ELECTED REPRESENTATIVES, IN THE ACTION OF THE GOVERNMENT 
- THEN THEY WILL COME QUICKLY TO THE REALISATION 
THAT IT IS POINTLESS TO CONTINUE.",a victory for terrorism in any part of the united kingdom would be a signal to every antidemocratic element in the nation that the fabric of democratic society is wide open to attack the main line of battle may at the moment lie through ulster but it is truly a national struggle and the whole british people must in a full realisation of what is at stake be determined to win it and if the ira see that determination  see it manifest in public opinion in the expressions of elected representatives in the action of the government   then they will come quickly to the realisation  that it is pointless to continue,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
295,IMG_6955_PREM_15_1003,"I have received on this issue the clearest possible advice from the Army and Police, which is embodied in the attached Memorandum to the Cabinet here. My colleagus fully share my view that, even to secure some form of political or negotiating advantage, it would be quite wrong to take action which would be contrary to the clear security advice.
",i have received on this issue the clearest possible advice from the army and police which is embodied in the attached memorandum to the cabinet here my colleagus fully share my view that even to secure some form of political or negotiating advantage it would be quite wrong to take action which would be contrary to the clear security advice ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
296,IMG_6955_PREM_15_1003,"As you know, and as paragraph 10(4) of my Memorandum points out, I am attracted to the idea of introducing at an early date a form of legislation to replace the Special Powers, which would come into effect on an appointed day after violence had ended, and would inter alia then place the power of internment in suspense, to be subsequently invoked only on the declaration of a State of Emergency.",as you know and as paragraph 104 of my memorandum points out i am attracted to the idea of introducing at an early date a form of legislation to replace the special powers which would come into effect on an appointed day after violence had ended and would inter alia then place the power of internment in suspense to be subsequently invoked only on the declaration of a state of emergency,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
297,IMG_6957_PREM_15_1003,"I replied that I 
shared the view of the Army that it was vital to get on top of the IRA before making any move in this direction
",i replied that i  shared the view of the army that it was vital to get on top of the ira before making any move in this direction ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
298,IMG_6957_PREM_15_1003,"It must be added that these are capable of inflicting casualties 
on the security forces and of maintaining limited attacks on civilian targets for some time to come, especially outside Belfast.
",it must be added that these are capable of inflicting casualties  on the security forces and of maintaining limited attacks on civilian targets for some time to come especially outside belfast ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
299,IMG_6957_PREM_15_1003,"The first is the fact, already noted, that the IRA presence has been removed from certain areas and that this is continuing; though it is unfortunately true that those who have most to fear from the IRA are least articulate in pointing to the comparative freedom from intimidation which they are beginning to enjoy.",the first is the fact already noted that the ira presence has been removed from certain areas and that this is continuing though it is unfortunately true that those who have most to fear from the ira are least articulate in pointing to the comparative freedom from intimidation which they are beginning to enjoy,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
300,IMG_6958_PREM_15_1003,The Joint Security Committee have noted these conclusions and have accepted,the joint security committee have noted these conclusions and have accepted,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
301,IMG_6968_PREM_15_1003,"that security grounds rule out any releases other than through the machinery of the Advisory Committee.
",that security grounds rule out any releases other than through the machinery of the advisory committee ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
302,IMG_6968_PREM_15_1003,"It is difficult to visualize any solid advantages which might outweigh 
these security objections.
",it is difficult to visualize any solid advantages which might outweigh  these security objections ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
303,IMG_6968_PREM_15_1003,"As indicated in a separate memorandum, legislation is under consideration 
which would have the effect of putting the Special Powers Acts into suspense on termination of the present emergency.",as indicated in a separate memorandum legislation is under consideration  which would have the effect of putting the special powers acts into suspense on termination of the present emergency,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
304,IMG_6982_PREM_15_1003,"The GOC said that, at the time of the initial pick-up 
on 9-11 August, the army was obliged to do many things which would normally have fallen to the RUC but this had not occurred subsequently.",the goc said that at the time of the initial pickup  on 911 august the army was obliged to do many things which would normally have fallen to the ruc but this had not occurred subsequently,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
305,IMG_7004_PREM_15_1003,"OUR THOUGHTFUL LETTER SHOWED THAT YOU UNDERSTAND WHY IT IS NOT POSSIBLE FOR US, IN PRESENT CIRCUMSTANCES, TO ACCEDE TO THEIR DEMAND THAT INTERNMENT SHOULD FIRST BE COMPLETELY ENDED. IT WOULD NOT HELP THE CAUSE OF PEACE, IF A LARGE NUMBER OF GUNMEN WERE RELEASED.",our thoughtful letter showed that you understand why it is not possible for us in present circumstances to accede to their demand that internment should first be completely ended it would not help the cause of peace if a large number of gunmen were released,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
306,IMG_7053_PREM_15_1004,"Specifically rejected are:(a) any place in Government for representatives of the minority community as of right; 
(b) the transfer of ""law and order"" powers to Westminster; (c) any change, while the violence continues, in the policy of internment; 
(d) the transfer to the Republic of any part of Northern Ireland.",specifically rejected area any place in government for representatives of the minority community as of right  b the transfer of law and order powers to westminster c any change while the violence continues in the policy of internment  d the transfer to the republic of any part of northern ireland,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
307,IMG_7056_PREM_15_1004,"Both the memorandum and the letter rely heavily on the joint paper which the army and the police submitted to the Northern Ireland Joint Security Committee 
No modification to the 
operation of the internment policy until violence has ended except for some improvements in the conditions of the internment camps.",both the memorandum and the letter rely heavily on the joint paper which the army and the police submitted to the northern ireland joint security committee  no modification to the  operation of the internment policy until violence has ended except for some improvements in the conditions of the internment camps,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
308,IMG_7119_PREM_15_1004,"It seems likely that among the ingredients of any 
political initiative should be the appointment of a new Secretary of State in the British Government, to take over from the Home Secretary his present responsibility for Northern Ireland affairs, some indication that the policy of internment is being wound down (so that there is a prospect of increasing releases as and when violence dies down), and probably the transfer of responsibility for law and order from Stormont to Westminster.",it seems likely that among the ingredients of any  political initiative should be the appointment of a new secretary of state in the british government to take over from the home secretary his present responsibility for northern ireland affairs some indication that the policy of internment is being wound down so that there is a prospect of increasing releases as and when violence dies down and probably the transfer of responsibility for law and order from stormont to westminster,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
309,IMG_7160_PREM_15_1005,"That there should be a gradual reduction in 
internment, beginning with those internees who could be released without unacceptable risks.",that there should be a gradual reduction in  internment beginning with those internees who could be released without unacceptable risks,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
310,IMG_7164_PREM_15_1005,But I can say that the decision which I have just announced in relation to interment is fully endorsed by the Government’s professional military advisors.,but i can say that the decision which i have just announced in relation to interment is fully endorsed by the governments professional military advisors,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
311,IMG_7179_PREM_15_1005,"Second, that there should be a gradual reduction in internment beginning 
with those internees who could be released without unacceptable risks.",second that there should be a gradual reduction in internment beginning  with those internees who could be released without unacceptable risks,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
312,IMG_7209_PREM_15_1005,"AFTER RESPONSIBILITY HAS BEEN TRANSFERRED, WE WILL RELEASE AS SOON AS POSSIBLE THOSE INTERNEES WHOSE FREEDOM IS NOT NOW CONSIDERED TO INVOLVE ANY UNREASONABLE RISK TO SECURITY.",after responsibility has been transferred we will release as soon as possible those internees whose freedom is not now considered to involve any unreasonable risk to security,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
313,IMG_7214_PREM_15_1005,"As soon as responsibility has been transferred an immediate review 
will be put in hand by this Government of all internment orders with a view to revoking as many of them as possible consistent with public safety.
",as soon as responsibility has been transferred an immediate review  will be put in hand by this government of all internment orders with a view to revoking as many of them as possible consistent with public safety ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
314,IMG_7214_PREM_15_1005,"The Government have taken this decision after consultation with their military advisers.
",the government have taken this decision after consultation with their military advisers ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
315,IMG_7214_PREM_15_1005,"It is Her Majesty’s Government’s intention to release as soon as 
possible those internees about whom there is a reasonable degree of doubt as to the danger to security that their release would pose. Their release will be conditional on an undertaking not to take part in or encourage violence or illegal action.
",it is her majestys governments intention to release as soon as  possible those internees about whom there is a reasonable degree of doubt as to the danger to security that their release would pose their release will be conditional on an undertaking not to take part in or encourage violence or illegal action ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
316,IMG_7214_PREM_15_1005,"If the measures which Her Majesty’s Government have taken lead, 
as is hopedthey will, to a reduction in terrorist activity, it will be possible to consider further releases; but this must of course depend on a clearly established improvement in the security situation.",if the measures which her majestys government have taken lead  as is hopedthey will to a reduction in terrorist activity it will be possible to consider further releases but this must of course depend on a clearly established improvement in the security situation,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
317,IMG_7218_PREM_15_1005,"Joint control by British and Northern Ireland Governments of internment policies and individual decisions, with veto tc each side. 
Periodical referenda on Border. 
Phasing out of Special Powers Act and replacement by less objectionable legislation, making use of internment dependent on declaration of emergency.",joint control by british and northern ireland governments of internment policies and individual decisions with veto tc each side  periodical referenda on border  phasing out of special powers act and replacement by less objectionable legislation making use of internment dependent on declaration of emergency,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
318,IMG_7219_PREM_15_1005,"Each would be accompanied by announcement 
of early release of low-risk internees and of progress in further releases dependent on de-escalation of violence.",each would be accompanied by announcement  of early release of lowrisk internees and of progress in further releases dependent on deescalation of violence,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
319,IMG_7226_PREM_15_1005,"Internment. 
It is agreed that a beginning 
should be made with a phasing out of internment, which would continue subject to a satisfactory diminution of violence.
",internment  it is agreed that a beginning  should be made with a phasing out of internment which would continue subject to a satisfactory diminution of violence ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
320,IMG_7226_PREM_15_1005,"The Special Powers Act will be replaced by fresh legislation enacted at Stormont providing that in future emergency measures, including internment, may not be instituted except after the proclamation of an Emergency which will require the approval of the United Kingdom Secretary of State. This legislation could be introduced now; but it would not take effect until the current emergency is over.",the special powers act will be replaced by fresh legislation enacted at stormont providing that in future emergency measures including internment may not be instituted except after the proclamation of an emergency which will require the approval of the united kingdom secretary of state this legislation could be introduced now but it would not take effect until the current emergency is over,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
321,IMG_7231_PREM_15_1005,"As soon as responsibility has been trans- 
ferred an immediate review will be put in hand by this Government of all internment orders with a view to revoking as many of them as possible consistent with public safety. 
The Government have taken 
this decision after consultation with their military advisors. 
Some .... are to be immediately, 
released and in the category of those who should in the near future be released there are some more names. 
The pace of releases will depend on 
the state of public security and the effect upon it e: of the release of particular internees whose cases are under review.",as soon as responsibility has been trans  ferred an immediate review will be put in hand by this government of all internment orders with a view to revoking as many of them as possible consistent with public safety  the government have taken  this decision after consultation with their military advisors  some  are to be immediately  released and in the category of those who should in the near future be released there are some more names  the pace of releases will depend on  the state of public security and the effect upon it e of the release of particular internees whose cases are under review,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
322,IMG_7236_PREM_15_1005,"out of Special Powers Act and replacement by less objectionable legislation, making use of internment dependent on declaration of emergency. 
Periodical referenda on Border. after violence ends",out of special powers act and replacement by less objectionable legislation making use of internment dependent on declaration of emergency  periodical referenda on border after violence ends,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
323,IMG_7237_PREM_15_1005,"Each would be accompanied by announcement 
of early release of low-risk internees and of progress in further releases dependent on de-escalation of violence.",each would be accompanied by announcement  of early release of lowrisk internees and of progress in further releases dependent on deescalation of violence,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
324,IMG_7239_PREM_15_1005,"As soon as responsibility has been transferred an immediate 
review will be put in hand by this Government of all internment orders with a view to revoking as many of them as possible consistent with public safety. The Government have taken this decision after consultation with their military advisors.
",as soon as responsibility has been transferred an immediate  review will be put in hand by this government of all internment orders with a view to revoking as many of them as possible consistent with public safety the government have taken this decision after consultation with their military advisors ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
325,IMG_7239_PREM_15_1005,The pace of releases will depend on the state of public security and the effect upon it of the release of particular internees whose cases are under review.,the pace of releases will depend on the state of public security and the effect upon it of the release of particular internees whose cases are under review,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
326,IMG_7244_PREM_15_1005,"The Cabinet must now decide whether they regard these counter proposals as:- 
(a) 
adequate in substancebearing in mind that internment and security would be only joint functions, with no certainty that the will of the United Kingdom Government would prevail; and that the ""further constitutional changes"" which the Northern Ireland Government envisage would not in fact guarantee the minority an effective share in the government and administration of the Province as of right",the cabinet must now decide whether they regard these counter proposals as  a  adequate in substancebearing in mind that internment and security would be only joint functions with no certainty that the will of the united kingdom government would prevail and that the further constitutional changes which the northern ireland government envisage would not in fact guarantee the minority an effective share in the government and administration of the province as of right,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
327,IMG_7246_PREM_15_1005,"The Advisory Committee on Internment have been reviewing internment cases and recommending release where, because of a change in attitude, there is considered to be no appreciable degree of risk.
",the advisory committee on internment have been reviewing internment cases and recommending release where because of a change in attitude there is considered to be no appreciable degree of risk ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
328,IMG_7246_PREM_15_1005,"The two Governments have now agreed that, from amongst those of the internees whose release has not been recommended, but who are recognised by the security forces as constituting a lesser degree of risk [x] should forthwith be released as an earnest of the desire to reverse the entire cycle of violence and the counter-measures taken to deal with it.
",the two governments have now agreed that from amongst those of the internees whose release has not been recommended but who are recognised by the security forces as constituting a lesser degree of risk x should forthwith be released as an earnest of the desire to reverse the entire cycle of violence and the countermeasures taken to deal with it ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
329,IMG_7246_PREM_15_1005,"It will of course be the intention when violence 
has clearly come to an end to wind down any remaining internment as rapidly as this can safely be done.",it will of course be the intention when violence  has clearly come to an end to wind down any remaining internment as rapidly as this can safely be done,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
330,IMG_7249_PREM_15_1005,"If that is agreed, it is important 
not to lose sight of the fact that neither releases from internment nor internment orders themselves are pure acts of policy. 
If an internment order depends on the 
individual concerned being a danger to public security, then his release must imply that that danger is no longer present. 
some new situation arises, ie that he himself re-engages in illegal activity or that the general situation has deteriorated.
",if that is agreed it is important  not to lose sight of the fact that neither releases from internment nor internment orders themselves are pure acts of policy  if an internment order depends on the  individual concerned being a danger to public security then his release must imply that that danger is no longer present  some new situation arises ie that he himself reengages in illegal activity or that the general situation has deteriorated ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
331,IMG_7249_PREM_15_1005,"This means that he cannot be reinterned unless
",this means that he cannot be reinterned unless ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
332,IMG_7249_PREM_15_1005,"If in fact the 
category C. internees are all about equal from the point of view of danger to the public safety, then the moment some of them are released the continued detention of the others in category C. is called into question. 
This 
seems to mean that the matter will have to be dealt with on a strictly individual basis, and it also means that only general conditions can be applied to the continued rundown of internment.",if in fact the  category c internees are all about equal from the point of view of danger to the public safety then the moment some of them are released the continued detention of the others in category c is called into question  this  seems to mean that the matter will have to be dealt with on a strictly individual basis and it also means that only general conditions can be applied to the continued rundown of internment,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
333,IMG_7251_PREM_15_1005,"Secondly, that if in fact 
they do so, the case for re-interning them is very much stronger.
",secondly that if in fact  they do so the case for reinterning them is very much stronger ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
334,IMG_7251_PREM_15_1005,"But if under the 
existing Regulation internment were converted to a residence and reporting condition in the case of individuals it would seem to carry the advantage that the individuals would not cease to be persons judged to be a danger to public safety.",but if under the  existing regulation internment were converted to a residence and reporting condition in the case of individuals it would seem to carry the advantage that the individuals would not cease to be persons judged to be a danger to public safety,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
335,IMG_7253_PREM_15_1005,"It is HMG’s intention to release as soon as possible 
those internees about whom there is a reasonable degree of doubt as to the danger to security that their release would pose. 
Their release will be conditional on an undertaking 
not to take part in or encourage violence or illegal action.",it is hmgs intention to release as soon as possible  those internees about whom there is a reasonable degree of doubt as to the danger to security that their release would pose  their release will be conditional on an undertaking  not to take part in or encourage violence or illegal action,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
336,IMG_7290_PREM_15_1006,"Without doubt a key issue is internment. Let no-one be under any illusion. The people who are behind the wire were put there because of the dangerous situation confronting this community in the recent past.
",without doubt a key issue is internment let noone be under any illusion the people who are behind the wire were put there because of the dangerous situation confronting this community in the recent past ,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
337,IMG_7290_PREM_15_1006,Initially I have looked at those cases which the security authorities have advised might be considered for early release and last night I signed Orders authorising the release of 47 internees.,initially i have looked at those cases which the security authorities have advised might be considered for early release and last night i signed orders authorising the release of 47 internees,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
338,IMG_7292_PREM_15_1006,"But I now believe that the great majority of those who share my wish to see internment phased-out, also share my concern that violence should cease.",but i now believe that the great majority of those who share my wish to see internment phasedout also share my concern that violence should cease,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
339,IMG_7407_PREM_15_1007,"He was considering the difficult problem of the ""hard core"" of internees and would welcome advice on how these people, some of whom had been involved in considerable violence, might best be treated.",he was considering the difficult problem of the hard core of internees and would welcome advice on how these people some of whom had been involved in considerable violence might best be treated,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
340,IMG_7595_PREM_15_1008,"The Secretary of State for Northern Ireland might report on progress 
with the release of internees, with particular reference to the possibility (which he is considering) of a measure of accelerated release. There will still, however, remain the problem of the ""hard core"".",the secretary of state for northern ireland might report on progress  with the release of internees with particular reference to the possibility which he is considering of a measure of accelerated release there will still however remain the problem of the hard core,0,J_Emergency-Policy,0,0,1,0,0,0,0,0,0,0,0,0
