,img_file,raw_text,clean_text
5727,IMG_9159_PREM_15_1693,"Elections to the Northern Ireland Assembly

(GEN 79(73) 16)
In this report the Secretary of State briefly reviews the terrorist
situation;

comments on the results of the local elections;

possible outcomes of the elections to the Assembly;

reflects on

and refers to the

timetable of Northern Ireland legislation at present before Parliament.
Terrorism

2.

The IRA are considerably weakened but still capable of spasmodic

violence.

The Secretary of State will report on the recent increase in

Protestant terrorist activity.

You may wish to ask him whether this is

likely to affect the chances of the one or two UDA men (e.g. Mr. Herron)
who are standing in the Assembly elections,

and whether Mr. Craig will be

successful in preventing some of the obloquy from brushing off on his Party.
The memorandum also refers to a campaign, already beginning, for the
release of prisoners from the Maze.

The Secretary of State is probably

right in saying that ""We cannot go on indefinitely increasing the number of
people held"".

But what alternative does he suggest?

And, more generally,

does he see any real end to sectarian terrorism in the foreseeable future?
If not, what are the chances that the new constitutional arrangements will
even get off the ground?
The Elections
3.

The Secretary of State is surely right in warning his colleagues that

the results of the local elections should not be taken as a reliable guide to
the outcome of the elections to the Assembly.

The recent JIC report on

""The Irish Situation"" (JIC(A)(73)(SA)(IR) 31 of 6th June) provides a very
useful commentary on this subject.

Perhaps its most significant sentence

is the statement that ""The vote as a whole, however, particularly among
Protestants, demonstrated once again the defensive and sectarian nature
of Northern Ireland politics"".
therefore,

The Secretary of State may well be right,

in predicting that, because many Protestant voters cast their

second votes in favour of more extreme candidates, the Catholics (many of
whom appear to have given their first vote to the Alliance Party, while many
of those who voted for the SDLP did not give their second votes to Catholic
extremists) may now follow the Protestant example and move outwards

",elections to the northern ireland assembly  gen 7973 16 in this report the secretary of state briefly reviews the terrorist situation  comments on the results of the local elections  possible outcomes of the elections to the assembly  reflects on  and refers to the  timetable of northern ireland legislation at present before parliament terrorism  2  the ira are considerably weakened but still capable of spasmodic  violence  the secretary of state will report on the recent increase in  protestant terrorist activity  you may wish to ask him whether this is  likely to affect the chances of the one or two uda men eg mr herron who are standing in the assembly elections  and whether mr craig will be  successful in preventing some of the obloquy from brushing off on his party the memorandum also refers to a campaign already beginning for the release of prisoners from the maze  the secretary of state is probably  right in saying that we cannot go on indefinitely increasing the number of people held  but what alternative does he suggest  and more generally  does he see any real end to sectarian terrorism in the foreseeable future if not what are the chances that the new constitutional arrangements will even get off the ground the elections 3  the secretary of state is surely right in warning his colleagues that  the results of the local elections should not be taken as a reliable guide to the outcome of the elections to the assembly  the recent jic report on  the irish situation jica73sair 31 of 6th june provides a very useful commentary on this subject  perhaps its most significant sentence  is the statement that the vote as a whole however particularly among protestants demonstrated once again the defensive and sectarian nature of northern ireland politics therefore  the secretary of state may well be right  in predicting that because many protestant voters cast their  second votes in favour of more extreme candidates the catholics many of whom appear to have given their first vote to the alliance party while many of those who voted for the sdlp did not give their second votes to catholic extremists may now follow the protestant example and move outwards  
5859,IMG_9291_PREM_15_1692,"NORTHERN IRELAND SITUATION REPORT FROM 160700 HRS TO 170700 HRS APRIL 1973
GENERAL
shooting incidents
A very quiet day throughout the Province with only
1.
(Belfast 8/8, Londonderry -/-, Border -/-, and Rural 1/1), and 2 explosions
(Belfast and G'ilford). 2 soldiers received minor GSW in Belfast, but the gunman
was subsequently arrested and charged. There was stoning and barricade building
in the Brandywell area of the Bogside, but this was stopped by local citizens when
In the Republic, John Stephenson was released from
it began to get out of hand.
Curragh military prison having completed his sentence for being a member of the
IRA.
BELFAST
2.
There were 8 shooting incidents, all involving the SF. Two soldiers received
minor GSW when a single shot was fired at a foot patrol in the Beechmont area.
A RC youth was later arrested and charged with attempted murder. There were no
other casualties or hits claimed. The only bomb incident occurred in a supermarket
in Royal Avenue. A ten minute warning was given and there were no casualties,
but extensive damage was caused. Following a robot telephone call, a Protestant
owned house in E Belfast was searched and a pistol, ammunition and UDA uniforms
Included in the eight other arrests was a
were found. The owner was arrested.
Provisional Officer and two volunteers.
LONDONDERRY
3.
There were no shooting incidents. Stoning incidents by groups of youths
(said to be from Creggan) began in the Brandywell area in the early evenings
Barricades were then built and removed by the SF. By 2130 hrs the local Bogsiders
became angry with the youths and managed to persuade them to return home. Three
men were arrested at a VCP in the enclave, one of whom was the brother f Joe Cahill.
BORDER AND RURAL AREAS
There was only one shooting incident, causing no casualties. 3 armed men
stole a pistol from a garage near Gilford and then planted a bomb which caused
severe damage. The owner is a member of the UDR and this was the third time his
Some bomb making equipment including 10 lb of explosives
premises has been attacked
were found in Newry, and there were some other minor finds in rural areas.

4.

",northern ireland situation report from 160700 hrs to 170700 hrs april 1973 general shooting incidents a very quiet day throughout the province with only 1 belfast 88 londonderry  border  and rural 11 and 2 explosions belfast and gilford 2 soldiers received minor gsw in belfast but the gunman was subsequently arrested and charged there was stoning and barricade building in the brandywell area of the bogside but this was stopped by local citizens when in the republic john stephenson was released from it began to get out of hand curragh military prison having completed his sentence for being a member of the ira belfast 2 there were 8 shooting incidents all involving the sf two soldiers received minor gsw when a single shot was fired at a foot patrol in the beechmont area a rc youth was later arrested and charged with attempted murder there were no other casualties or hits claimed the only bomb incident occurred in a supermarket in royal avenue a ten minute warning was given and there were no casualties but extensive damage was caused following a robot telephone call a protestant owned house in e belfast was searched and a pistol ammunition and uda uniforms included in the eight other arrests was a were found the owner was arrested provisional officer and two volunteers londonderry 3 there were no shooting incidents stoning incidents by groups of youths said to be from creggan began in the brandywell area in the early evenings barricades were then built and removed by the sf by 2130 hrs the local bogsiders became angry with the youths and managed to persuade them to return home three men were arrested at a vcp in the enclave one of whom was the brother f joe cahill border and rural areas there was only one shooting incident causing no casualties 3 armed men stole a pistol from a garage near gilford and then planted a bomb which caused severe damage the owner is a member of the udr and this was the third time his some bomb making equipment including 10 lb of explosives premises has been attacked were found in newry and there were some other minor finds in rural areas  4  
5884,IMG_9316_PREM_15_1692,"Message to the Pope on Internment
The Foreign and Commonwealth Secretary and the Secretary of
State for Northern Ireland agree (as does Tom Bridges) that it will
be helpful for you to send a further message to the Pope explaining
-

the present position on ""internment"" - as he persists in calling it

and expressing the hope that the Pope will be able to make a public
and welcoming reference to the White Paper.
When Mr. Whitelaw lunched today with Cardinal Heenan he
discovered that the Cardinal had very little idea of the new
procedures for detention.

Cardinal Heenan said that he did not

believe that the changes we have made were understood in Rome.
In the light of this conversation and of the Cardinal's favourable
reaction to what he was told, Mr. Whitelaw thinks that there is
all the stronger case for sending a further message to the Pope.
I attach the following documents:A draft introductory telegram to our Minister
to the Holy See (Flag A')
A draft message from you to the Pope (Flag 'B)
A memorandum which the Minister would deliver
with your message (Flag 'C')
The Pope's message of 5 April (Flag 'D')

12 April 1973

",message to the pope on internment the foreign and commonwealth secretary and the secretary of state for northern ireland agree as does tom bridges that it will be helpful for you to send a further message to the pope explaining   the present position on internment  as he persists in calling it  and expressing the hope that the pope will be able to make a public and welcoming reference to the white paper when mr whitelaw lunched today with cardinal heenan he discovered that the cardinal had very little idea of the new procedures for detention  cardinal heenan said that he did not  believe that the changes we have made were understood in rome in the light of this conversation and of the cardinals favourable reaction to what he was told mr whitelaw thinks that there is all the stronger case for sending a further message to the pope i attach the following documentsa draft introductory telegram to our minister to the holy see flag a a draft message from you to the pope flag b a memorandum which the minister would deliver with your message flag c the popes message of 5 april flag d  12 april 1973  
5885,IMG_9317_PREM_15_1692,"ROUTINE

DUBLIN

AND

Your telegrams Nos. 18 and 19:

UKREP BELFAST

Northern Ireland.

I agree that the Pope's reference to internment was a
disappointing feature of his message.

The message suggests

a possible misunderstanding of the situation.

The Prime

Minister, bearing in mind the Pope's apparent appreciati
of the earlier personal message, wishes to send a further
message.

MIFT contains the text, which you should ensure

reaches the Pope in good time before Easter.

My second

",routine  dublin  and  your telegrams nos 18 and 19  ukrep belfast  northern ireland  i agree that the popes reference to internment was a disappointing feature of his message  the message suggests  a possible misunderstanding of the situation  the prime  minister bearing in mind the popes apparent appreciati of the earlier personal message wishes to send a further message  mift contains the text which you should ensure  reaches the pope in good time before easter  my second  
5887,IMG_9319_PREM_15_1692,"MY TWO IPTs:

NORTHERN IRELAND

Following is the text of the memorandum:
BEGINS

""When HMG assumed direct responsibility for affairs
in Northern Ireland in March 1972, the Prime Minister
stated

the government's intention to make a start in the

process of bringing internment to an end.

The Secretary

of State for Northern Ireland reviewed personally the
cases of all those who had been interned, and,

the Prime

Minister said during his conversation with His Holiness

in October, the great majority were released.

",my two ipts  northern ireland  following is the text of the memorandum begins  when hmg assumed direct responsibility for affairs in northern ireland in march 1972 the prime minister stated  the governments intention to make a start in the  process of bringing internment to an end  the secretary  of state for northern ireland reviewed personally the cases of all those who had been interned and  the prime  minister said during his conversation with his holiness  in october the great majority were released  
5888,IMG_9320_PREM_15_1692,"2.

The procedures for internment which HMG had

inherited were far from satisfactory, and there was
the general question whether any special procedures
for detention were necessary at all.

The Government

therefore appointed a Commission, composed of
distinguished laymen and lawyers, and chaired by a
most eminent judge of the House of Lords, Lord Diplock.
The Commission was asked to find out whether terrorist
activity could be dealt with by the criminal courts.
In December 1972 they reported that, because
witnesses were intimidated or afraid to give evidence,
no criminal procedure which satisfied the requirements
of Article 6 of the European Convention of Human Rights
could effectively bring terrorists to justice.

3.

While the Commission was deliberating, the

Government proposed, and Parliament in Westminster
approved, the abolition of internment by the
Executive as it had been practised

Northern

Ireland law, and the enactment, as an interim measure
pending the Commission's Report, procedures for
detention.

4.

Specific safeguards were incorporated, which have

been in operation since 7 November 1972, as follows:

",2  the procedures for internment which hmg had  inherited were far from satisfactory and there was the general question whether any special procedures for detention were necessary at all  the government  therefore appointed a commission composed of distinguished laymen and lawyers and chaired by a most eminent judge of the house of lords lord diplock the commission was asked to find out whether terrorist activity could be dealt with by the criminal courts in december 1972 they reported that because witnesses were intimidated or afraid to give evidence no criminal procedure which satisfied the requirements of article 6 of the european convention of human rights could effectively bring terrorists to justice  3  while the commission was deliberating the  government proposed and parliament in westminster approved the abolition of internment by the executive as it had been practised  northern  ireland law and the enactment as an interim measure pending the commissions report procedures for detention  4  specific safeguards were incorporated which have  been in operation since 7 november 1972 as follows  
5889,IMG_9321_PREM_15_1692,"(a)

no-one may be detained for more than 28 days
without his case being referred for adjudication
to an independent, legally-qualified commissioner;

(b)

the commissioner must enquire into any case
referred to him to see whether the person has been
concerned in terrorism, and, if so, whether his
detention is necessary for the protection of the
public;

(c)

a person detained by order of a commissioner has
a right of appeal to an independent tribunal;

(d)

a person appearing before a commissioner is given
in advance a statement of the terrorist
activities he is alleged to have engaged in;

(e)

such a person may give evidence and be legally
represented.

This is a far cry from internment.

Where these

procedures contain departures from the normal judicial
process

the commissioners' inquiries are in private,

for example, and the person who is the subject of the
enquiry may be excluded from parts of it) these are
necessary because, as the Commission reported,
witnesses will not give evidence in the ordinary

courts.

The procedures contain all possible safeguards

against injustice.

",a  noone may be detained for more than 28 days without his case being referred for adjudication to an independent legallyqualified commissioner  b  the commissioner must enquire into any case referred to him to see whether the person has been concerned in terrorism and if so whether his detention is necessary for the protection of the public  c  a person detained by order of a commissioner has a right of appeal to an independent tribunal  d  a person appearing before a commissioner is given in advance a statement of the terrorist activities he is alleged to have engaged in  e  such a person may give evidence and be legally represented  this is a far cry from internment  where these  procedures contain departures from the normal judicial process  the commissioners inquiries are in private  for example and the person who is the subject of the enquiry may be excluded from parts of it these are necessary because as the commission reported witnesses will not give evidence in the ordinary  courts  the procedures contain all possible safeguards  against injustice  
5890,IMG_9322_PREM_15_1692,"5.

No-one is now detained except under these

procedures and those detained have been found by an
independent commissioner with legal training and
experience to have been involved in terrorism and to
be someone from whom the public need to be protected.
The Government would greatly prefer it if the
ordinary criminal procedures were effective in bringing
these people to justice, but the findings of the
Diplock Commission

that they are not

and cannot be so effective

6.

HMG therefore propose, in legislation which is

now before Parliament, to confirm the new detention
procedures, but to provide for them to lapse after
12 months unless they are renewed for a further period
by Parliament.

It will become clear(once the Bill

is passed) that detention procedures are temporary
and that, given an end to the appalling conditions
which make them necessary, they will be allowed to
lapse.

H.M. Government have no intention of keeping

these provisions in force a moment longer than is
necessary.

",5  noone is now detained except under these  procedures and those detained have been found by an independent commissioner with legal training and experience to have been involved in terrorism and to be someone from whom the public need to be protected the government would greatly prefer it if the ordinary criminal procedures were effective in bringing these people to justice but the findings of the diplock commission  that they are not  and cannot be so effective  6  hmg therefore propose in legislation which is  now before parliament to confirm the new detention procedures but to provide for them to lapse after 12 months unless they are renewed for a further period by parliament  it will become clearonce the bill  is passed that detention procedures are temporary and that given an end to the appalling conditions which make them necessary they will be allowed to lapse  hm government have no intention of keeping  these provisions in force a moment longer than is necessary  
5893,IMG_9325_PREM_15_1692,"12 April, 1973

White Paper on Northern Ireland:

Exchange of

Messages with the Pope
Thank you for your letters of 9 and 10 April.
While believing that the Pope's attitude hitherto
hardly suggests he will give a forthright lead, the
Foreign and Commonwealth Secretary agrees with the
Prime Minister that it would be helpful to send a
further message explaining the present position on
""internment"" (as the Pope persists in calling it), and
expressing the hope that the Pope will be able to make
a public and welcoming reference to the White Paper.
Self-explanatory draft telegrams are enclosed.
These have been prepared in consultation with the
Northern Ireland Office, and have been seen and
approved by Mr. Whitelaw.
I am sending a copy of this letter to Platt in
the Northern Ireland Office.

C. W. Roberts, Esq.,
10 Downing Street,
S.W.1.

",12 april 1973  white paper on northern ireland  exchange of  messages with the pope thank you for your letters of 9 and 10 april while believing that the popes attitude hitherto hardly suggests he will give a forthright lead the foreign and commonwealth secretary agrees with the prime minister that it would be helpful to send a further message explaining the present position on internment as the pope persists in calling it and expressing the hope that the pope will be able to make a public and welcoming reference to the white paper selfexplanatory draft telegrams are enclosed these have been prepared in consultation with the northern ireland office and have been seen and approved by mr whitelaw i am sending a copy of this letter to platt in the northern ireland office  c w roberts esq 10 downing street sw1  
5898,IMG_9330_PREM_15_1692,"10 April, 1973

I wrote to you yesterday about the possibility of

the Prime Minister sending a further message to the Pope
about Northern Ireland.
The Prime Minister has now seen Holy See telegram
He is not convinced by the argument
No. 19 of 6 April.
in paragraph 3 against a further message dealing specifically
with internment since he feels that a personal explanation
from himself will mate much more of an impact on Pope Paul
than discussions with Vatican officials.
Subject tc the views of the Secretary of State for
Northern Ireland, the Prime Minister sees considerable
attracticn in a fairly open statement of support by the
Pope for the White Paper proposals; and Pope Paul may
be more willing to speak out if he can be persuaded that
Extreme
we have taken positive steps on internment.
Protestants in Northern Ireland would no doubt be critical
of any comment made by the Pope: but the Prime Minister is
inclined to think than the Pope's support for the White
Paper would be helpful with Catholics both north and south
of the Border, especially at a time when Catholic support
for the Provisional IRA appears to be declining.
The Prime Minister will not take a firm decision in
the case for a further message until he has your advice,
but it may be helpful for you to have this account of his
first reactions.
I am sending a copy of this letter to Platt (Northern

Ireland Office).

M. O'D. B. Alexander, Esq.,
Foreign and Commonwealth Office.

",10 april 1973  i wrote to you yesterday about the possibility of  the prime minister sending a further message to the pope about northern ireland the prime minister has now seen holy see telegram he is not convinced by the argument no 19 of 6 april in paragraph 3 against a further message dealing specifically with internment since he feels that a personal explanation from himself will mate much more of an impact on pope paul than discussions with vatican officials subject tc the views of the secretary of state for northern ireland the prime minister sees considerable attracticn in a fairly open statement of support by the pope for the white paper proposals and pope paul may be more willing to speak out if he can be persuaded that extreme we have taken positive steps on internment protestants in northern ireland would no doubt be critical of any comment made by the pope but the prime minister is inclined to think than the popes support for the white paper would be helpful with catholics both north and south of the border especially at a time when catholic support for the provisional ira appears to be declining the prime minister will not take a firm decision in the case for a further message until he has your advice but it may be helpful for you to have this account of his first reactions i am sending a copy of this letter to platt northern  ireland office  m od b alexander esq foreign and commonwealth office  
5902,IMG_9334_PREM_15_1692,"PRIME

MINISTER

Below is a telegram from the Minister to the Holy See
commenting on the Pope's message to you.
I am not convinced by Mr. Crawley's argument against
your sending a further message.

A personal explanation

from you of what we have done on internment will make much
more of an impact on the Pope than Mr. Crawley's discussions
with Vatican officials.

Subject to Mr. Whitelaw's views,

there is considerable attraction in a fairly open statement
of support by the Pope for the White Paper proposals;

and

he may be more willing to speak out if he can be persuaded
that we have taken positive steps on internment.

Extreme

Protestants in Northern Ireland would no doubt be critical
of any comment made by the Pope:

but the Pope's support for

the White Paper would be helpful with Catholics both North
and South of the Border, especially at a time when Catholic
support for the IRA appears to be declining.
I have asked the Departments for urgent advice, so that
if you decide to send a further message it will arrive in time
to be taken into account in public statements the Pope will be
making over Easter.

9 April 1973

",prime  minister  below is a telegram from the minister to the holy see commenting on the popes message to you i am not convinced by mr crawleys argument against your sending a further message  a personal explanation  from you of what we have done on internment will make much more of an impact on the pope than mr crawleys discussions with vatican officials  subject to mr whitelaws views  there is considerable attraction in a fairly open statement of support by the pope for the white paper proposals  and  he may be more willing to speak out if he can be persuaded that we have taken positive steps on internment  extreme  protestants in northern ireland would no doubt be critical of any comment made by the pope  but the popes support for  the white paper would be helpful with catholics both north and south of the border especially at a time when catholic support for the ira appears to be declining i have asked the departments for urgent advice so that if you decide to send a further message it will arrive in time to be taken into account in public statements the pope will be making over easter  9 april 1973  
5903,IMG_9335_PREM_15_1692,"6 APRIL 1973

THE PRIME MINISTER'S MESSAGE TO THE POPE WAS DELIVERED ON
THE AFTERNOON OF 20 MARCH ITSELF. APART FROM THE POINT RAISED
AGAIN ABOUT INTERNMENT (MENTIONED FURTHER IN PARAGRAPH 3 BELOW)
THE POPE'S REPLY SEEMS UNEXCEPTIONABLE.

I HAVE DISCUSSED THE WHITE PAPER TWICE WITH ARCHBISHOP
2.
CASAROLE SINCE 20 MARCH. DELAY IN SENDING A REPLY HAS BEEN MAINLY
DUE TO CAUTION ON THE PART OF THE POPE'S ADVISERS WHO WERE,
PERHAPS UNDERSTANDABLY ENOUGH, MORE INTERESTED IN THE REACTIONS
TO THE WHITE PAPER OF ALL PARTIES CONCERNED THAN IN THE SUBSTANCE
OF THE PAPER ITSELF. THEY WERE ANXIOUS THAT THE POPE SHOULD NOT
BE ADVISED TO LEND SUPPORT, EVEN IF PRIVATELY AND IN CONFIDENCE,
TO AN INITIATIVE WHICH WAS GOING TO BE OPPOSED BY ANY MAIN
SECTION OF OPINION OTHER THAN THE ROMAN CATHOLIC AND PROTESTANT
EXTREMISTS THEMSELVES. BEFORE COMPOSING A FIRST DRAFT OF THE
POPE'S REPLY, THEY APPARENTLY SATISFIED THEMSELVES, FOR EXAMPLE,
THAT THE GOVERNMENT IN DUBLIN, AS WELL AS MODERATES ON BOTH SIDES

IN NORTHERN IRELAND WERE, GENERALLY SPEAKING, IN SUPPORT OF THE
PROPOSALS CONTAINED

IN THE WHITE PAPER.

3.
AS SEEN FROM HERE, THE ONE RATHER DISAPPOINTING POINT RAISED
ONCE MORE INTHE POPE'S REPLY IS HIS RENEWED PLEA FOR THE
PRACTICE OF INTERNMENT WITHOUT TRIAL TO BE ENDED, THIS WAS SOMEWHAT UNEXPECTED AS PARAGRAPHS 58TO 60 OF THE WHITE PAPER DEALT
WITH THIS POINT AND WE HAD SENT THE VATICAN THE TEXT OF MR
WHITELAW'S STATEMENT MADE IN THE HOUSE OF COMMONS ON 20 DECEMBER
LAST ON THE REPORT OF THE DIPLOCK COMMISSION. WE HAD ALSO SENT
THE TEXT OF THE PRIME MINISTER'S SIMILAR STATEMENT ON 28 MARCH
WHICH AGAIN DEALS WITH INTERNMENT. MOREOVER, THE PRIME MINISTER.
HIMSELF HAD EXPLAINED TO THE POPE OUR DIFFICULTIES ABOUT INTERNMENT

",6 april 1973  the prime ministers message to the pope was delivered on the afternoon of 20 march itself apart from the point raised again about internment mentioned further in paragraph 3 below the popes reply seems unexceptionable  i have discussed the white paper twice with archbishop 2 casarole since 20 march delay in sending a reply has been mainly due to caution on the part of the popes advisers who were perhaps understandably enough more interested in the reactions to the white paper of all parties concerned than in the substance of the paper itself they were anxious that the pope should not be advised to lend support even if privately and in confidence to an initiative which was going to be opposed by any main section of opinion other than the roman catholic and protestant extremists themselves before composing a first draft of the popes reply they apparently satisfied themselves for example that the government in dublin as well as moderates on both sides  in northern ireland were generally speaking in support of the proposals contained  in the white paper  3 as seen from here the one rather disappointing point raised once more inthe popes reply is his renewed plea for the practice of internment without trial to be ended this was somewhat unexpected as paragraphs 58to 60 of the white paper dealt with this point and we had sent the vatican the text of mr whitelaws statement made in the house of commons on 20 december last on the report of the diplock commission we had also sent the text of the prime ministers similar statement on 28 march which again deals with internment moreover the prime minister himself had explained to the pope our difficulties about internment  
5904,IMG_9336_PREM_15_1692,"DURING THEIR MEETING LAST OCTOBER, INFORMING HIM THAT, SINCE THE
INTRODUCTION OF DIRECT RULE, THE NUMBER OF INTERNEES HAD BEEN
REDUCED FROM OVER 1,000 TO SOME 171 AND THAT MORE WOULD SOON BE
RELEASED. AT THE OFFICIAL LEVEL I HAVE NOW COME OVER THE WHOLE
GROUND AGAIN, AND I WOULD SUGGEST THAT WE DO NOT NOW AT THIS STAGE
GET INTO A FURTHER HIGH LEVEL ARGUMENT ABOUTINTERNEES.
I UNDERSTAND THAT POPE PAUL HIMSELF MUCH APPRECIATED
RECEIVING THE PRIME MINISTER'S PERSONAL MESSAGE AND THAT HE IS

4.

NOW ALSO PREPARED, IN THE CONTEXT OF PARAGRAPH 2 ABOVE, TO GIVE
US SOME DEGREE OF INEI RECT SUPPORT IN PUBLIC. HE WAS HIMSELF
CONSIDERING AT ONE TIME THAT HE MIGHT DECLARE HIS SUPPORT FOR THE
WHITE PAPER MORE OR LESS IN SPECIFIC TERMS. HIS ADVISERS HOWEVER
ARE OF THE VIEW (POSSIBLY RIGHTLY) THAT OPEN SUPPORT MIGHT ONLY
RESULT IN ULSTER PROTESTANTS SUSPECTING THAT THE PAPER'S PROPOSALS
WERE AFTER ALL SOMETHING OF A POPISH PLOT WEIGHTED AGAINST THEIR
OWN INTERESTS, AND THAT THEREFORE ANY SUCH DECLARATION OF PAPAL SUPPORT
MIGHT BE COUNTER-PRODUCTIVE. THE POPE I S THEREFORE MORE LIKELY,
THOUGH THIS IS STILL NOT FINALLY DECIDED, TO SPEAK MORE GENERALLY
BUT ALSO MORE BRIEFLY, AND NO DOUBT IN LESS FORTHRIGHT TERMS, ALONG

THE SORT OF LNES ADOPTED BY CARDINAL HEENAN IN HIS SERMON ON
18 MARCH AS REPORTED BY BBC TV NEWS-READER PETER WOODS.
I UNDERSTAND THAT IF THE POPE SO DECIDES HE WILL PROBABLY CHOOSE
AN OCCASION DURING L EASTER TO MAKE SOME SUCH PUBLIC REFERENCE.

CRAWLEY.

RID

",during their meeting last october informing him that since the introduction of direct rule the number of internees had been reduced from over 1000 to some 171 and that more would soon be released at the official level i have now come over the whole ground again and i would suggest that we do not now at this stage get into a further high level argument aboutinternees i understand that pope paul himself much appreciated receiving the prime ministers personal message and that he is  4  now also prepared in the context of paragraph 2 above to give us some degree of inei rect support in public he was himself considering at one time that he might declare his support for the white paper more or less in specific terms his advisers however are of the view possibly rightly that open support might only result in ulster protestants suspecting that the papers proposals were after all something of a popish plot weighted against their own interests and that therefore any such declaration of papal support might be counterproductive the pope i s therefore more likely though this is still not finally decided to speak more generally but also more briefly and no doubt in less forthright terms along  the sort of lnes adopted by cardinal heenan in his sermon on 18 march as reported by bbc tv newsreader peter woods i understand that if the pope so decides he will probably choose an occasion during l easter to make some such public reference  crawley  rid  
5921,IMG_9353_PREM_15_1692,"9 April 1973

White Paper on Northern Ireland:

Exchange

of Messages with the Pope
The Prime Minister has seen the Pope's reply set out
He has noted in particular
in Holy See telegram No. 18.
the request in paragraph 4 that internment should be ended,
and would be grateful for your advice on whether he should
send a further message to the Pope explaining what action
Such a message might
has been taken over internment.
explain the new procedures for detention and the legislative
action now being taken in the light of theDiplock Report.
If your advice is that the Prime Minister should send a
further message to the Pope on these lines I should be
grateful for a draft by Thursday 12 April so that it can
be handed to the Pope in good time beforeEaster.
The Prime Minister has not yet seen Holy See telegram
No. 19 containing Mr. Crawley's comments on the Pope's reply.
I will show this telegram to the Prime Mi n i ster: but I am
not convinced that he will accept Mr. Crawley's argument
against a further approach.
He may feel that a personal
approach from himself may produce a more positive result
than discussions with Vatican officials.
I am sending a copy of this letter to Platt (Northern
Ireland Office).

Michael Alexander Esq.
Foreign and Commonwealth Office

",9 april 1973  white paper on northern ireland  exchange  of messages with the pope the prime minister has seen the popes reply set out he has noted in particular in holy see telegram no 18 the request in paragraph 4 that internment should be ended and would be grateful for your advice on whether he should send a further message to the pope explaining what action such a message might has been taken over internment explain the new procedures for detention and the legislative action now being taken in the light of thediplock report if your advice is that the prime minister should send a further message to the pope on these lines i should be grateful for a draft by thursday 12 april so that it can be handed to the pope in good time beforeeaster the prime minister has not yet seen holy see telegram no 19 containing mr crawleys comments on the popes reply i will show this telegram to the prime mi n i ster but i am not convinced that he will accept mr crawleys argument against a further approach he may feel that a personal approach from himself may produce a more positive result than discussions with vatican officials i am sending a copy of this letter to platt northern ireland office  michael alexander esq foreign and commonwealth office  
