text,strlabel,labels
"As you know, and as paragraph 10(4) of my Memorandum points out, I am attracted to the idea of introducing at an early date a form of legislation to replace the Special Powers, which would come into effect on an appointed day after violence had ended, and would inter alia then place the power of internment in suspense, to be subsequently invoked only on the declaration of a State of Emergency.",J_Emergency-Policy,8
"I have received on this issue the clearest possible advice from the Army and Police, which is embodied in the attached Memorandum to the Cabinet here. My colleagus fully share my view that, even to secure some form of political or negotiating advantage, it would be quite wrong to take action which would be contrary to the clear security advice.
",J_Emergency-Policy,8
"Moreover, serious though the effect of internment has undoubtedly been in hardening Catholic opinion, there are very real signs 
- in the view of those, like",J_Misc,4
"And it is not much good arguing that intimidation exists only in our imagination, when only two weeks ago a bus driver who was about to give evidence for the Crown in an important case - 
Mr. Sidney Agnew - was murdered by 
masked gunmen in front of his family.
",J_Emergency-Policy,8
So how can one possibly bring internment to a sudden end against that background? No responsible government could take such an unjustifiable risk with the lives of soldiers and policemen and loyal citizens generally.,J_Terrorism,0
"And this was by no means an isolated example; there have been frequent reports to show what the IRA do to people who talk. What further evidence can one possibly need of intimidation?
",J_Terrorism,0
"And it is not much good arguing that intimidation exists only in our imagination, when only two weeks ago a bus driver who was about to give evidence for the Crown in an important case - 
Mr. Sidney Agnew - was murdered by 
masked gunmen in front of his family.",J_Law-and-order,9
"What one can however do is to keep the policy of internment under review, so that those internees who are considered no longer to be a threat to security are released without delay, and so that - whenever witnesses are brave enough to come forward 
- the internee in question can be prosecuted.",J_Legal_Procedure,7
"And this was by no means an isolated example; there have been frequent reports to show what the IRA do to people who talk. What further evidence can one possibly need of intimidation?
",J_Emergency-Policy,8
"What one can however do is to keep the policy of internment under review, so that those internees who are considered no longer to be a threat to security are released without delay, and so that - whenever witnesses are brave enough to come forward 
- the internee in question can be prosecuted.",J_Emergency-Policy,8
"So how can one possibly bring internment to a sudden end against that background? No responsible government could take such an unjustifiable risk with the lives of soldiers and policemen and loyal citizens generally.
",J_Emergency-Policy,8
"taken should not discriminate as between the different sections of the community, except as the facts of the situation make inevitable. 
We hve however made clear our view that the measures",J_Denial,3
"We hve however made clear our view that the measures The marches due in Derry on 
12 August and in Belfast at the end of the month will not now take place.",J_Political-Strategic,5
"An advisory committee will be set up, to which any one who is interned will have the right to make representations.",J_Denial,3
"There will be many 
who will call for violent action in response to these measures; a reminder from you that violence serves no purpose, and that internment is aimed against particular individuals who are avowedly working for a breakdown of law and order, would be invaluable.",J_Law-and-order,9
"Our hope is that these measures can be strictly temporary, will serve to re-establish a situation in which the many social and other reforms that have been introduced and are still to come are recognised at their true value,",J_Development-Unity,6
"I regret no less than you that these new measures have
",J_Misc,4
"Our hope is that these measures can be strictly temporary, will serve to re-establish a situation in which the many social and other reforms that have been introduced and are still to come are recognised at their true value,",J_Misc,4
"that there was no prospect of that, and I could not therefore hold out this possibility as an inducement to Faulkner to hold his hand.
",J_Misc,4
"been found necessary.
",J_Misc,4
I do not for one moment confuse your community with the IRA or I imagine that these acts of terror have been committed in your name or with your approval.,J_Terrorism,0
Over the last couple of year we have taken many steps to make it clear that we want (following word underlined) all the people of Northern Ireland to play a part in administering and developing the country. But neither changes in law nor changes in administrative structures can unite his community until we,J_Development-Unity,6
"I appeal to you to come out and join us in building this community up again: not to restore it simply to what it was, for many of us in the past have failed each other, but to build it on better, sounder and stronger lines. Unless you take the place in our community which awaits you, all of us will be the losers.
",J_Development-Unity,6
"The action we have now taken does not indicate any policy of repression. We are acting not to suppress freedom, but to allow the overwhelming mass of our people to enjoy freedom",J_Denial,3
We are now acting to remove the shadow of fear which hangs over too many of you.,J_Emergency-Policy,8
"I am sorry that this decision will inevitably interfere 
with rights and tradition cherished by many people, but I must ask all concerned to accept it as truly necessary in the vital interests of the country.
",J_Emergency-Policy,8
"The action we have now taken does not indicate any policy of repression. We are acting not to suppress freedom, but to allow the overwhelming mass of our people to enjoy freedom including freedom from fear of the gunman, of the nightly explosion, of fire-raising, of kangaroo courts and all the apparatus of terrorism. The rest of us cannot truly be free while people determined to commit such outrages are at large.
",J_Terrorism,0
"e are, quite simply, at war with the terrorist, and in a state of war many sacrifices have to be made, and made in a co-operative and understanding spirit.
",J_Terrorism,0
declarations of their intention to continue and even escalate that campaign have made it impossible for him to [] the pressures on him for more drastic action to arrest the deterioration of morale and the undermining of economic and social stability in Northern Ireland. ,J_Development-Unity,6
Faulkner's judgment was that the consequences of that for the community would be worse than the consequences of what is now proposed.,J_Utilitarian-Deterrence,10
to [] the pressures on him for more drastic action to arrest the deterioration of morale and the undermining of economic and social stability in Northern Ireland.,J_Political-Strategic,5
declarations of their intention to continue and even escalate that campaign have made it impossible for him,J_Development-Unity,6
declarations of their intention to continue and even escalate that campaign have made it impossible for him to [] the pressures on him for more drastic action to arrest the deterioration of morale and the undermining of economic and social stability in Northern Ireland. ,J_Terrorism,0
"In purely military terms, seeking to contain the situation by the means employed hitherto would have meant at best a long haul.",J_Last-resort,11
declarations of their intention to continue and even escalate that campaign have made it impossible for him,J_Terrorism,0
"TM NORTHERN IRELAND LEADER Q19 THEY WERE ""ENGAGOD 
:N A DEADLY STRUGGLE AGAINST AN ARMED CONSPIRACY WHOSE ItriEDTE e-URPOSE kT TS TO DESTROY THE PEAJET STABILITY AND SECURI’1Y uF TH4-S PART OF THE UrKp ’ITS ULTMATE A:M VAS TO OERTHROW THE DEMOCRATIMALLY 
ACCFPT VWISHES OF THE AJ(RITY C? PFPLE IN ULSTE RI - ’:ITIER 
THE ;IReAr NOR INDEE MY OTHER OCRANUISATtIN 
WI:LL E. ALLOWED TO ACHIEVE ThS BY FORCE OF ARMSy’* }i DECIAREDQ
",J_Terrorism,0
"THE ANNOUNCEMENT CAE SHORTL AFTER ANOTER 24 HOURS 
OF IlrRTAw TERROR IN ULSTER’S TROUBLED CtT’IES WHICH LEFT TWO SOLDIERS AND A CIVILIAN EAD AND FIVE SOLDIERS WOUNDED, THREE SERIOUSLY9",J_Terrorism,0
"TM NORTHERN IRELAND LEADER Q19 THEY WERE ""ENGAGOD 
:N A DEADLY STRUGGLE AGAINST AN ARMED CONSPIRACY WHOSE ItriEDTE e-URPOSE kT TS TO DESTROY THE PEAJET STABILITY AND SECURI’1Y uF TH4-S PART OF THE UrKp ’ITS ULTMATE A:M VAS TO OERTHROW THE DEMOCRATIMALLY 
ACCFPT VWISHES OF THE AJ(RITY C? PFPLE IN ULSTE RI - ’:ITIER 
THE ;IReAr NOR INDEE MY OTHER OCRANUISATtIN 
WI:LL E. ALLOWED TO ACHIEVE ThS BY FORCE OF ARMSy’* }i DECIAREDQ",J_Emergency-Policy,8
"As regards the Directive on Interrogation you asked that the Ministers 
concerned should specifically consider whether they regarded it as suitable for publication if, in extreme circumstances, we felt that we had no alternative but to publish it. 
In so far as considerations of security 
are involved, the JIG have reaffirmed their view that there would be no ultimate objection to publication; and Ministers have been so advised individually.",J_Emergency-Policy,8
that there should not at present be any question of a statutory indemnity for members of the security forces.,J_Denial,3
"If so, the new Directive should be issued without further delay; and in the case of Northern Ireland it should be accompanied, as the Attorney General has suggested, by a specific reminder about the domestic law on the subject in the Six Counties.",J_Legal_Procedure,7
To-morrow’s meeting will provide a convenient opportunity to check whether they endorse this view in political terms.,J_Political-Strategic,5
"Progress was not, however, possible while violence reigned. It was the duty of both Governments to deal with gunmen. The United Kingdom was determined that violence should be dealt with impartially from whatever quarter it might come. Because the violence had reached a level threatening the life of the community, the United Kingdom Government had been reluctantly convinced that internment was necessary.",J_Development-Unity,6
"Progress was not, however, possible while violence reigned. It was the duty of both Governments to deal with gunmen. The United Kingdom was determined that violence should be dealt with impartially from whatever quarter it might come. Because the violence had reached a level threatening the life of the community, the United Kingdom Government had been reluctantly convinced that internment was necessary.",J_Terrorism,0
"OU WILL BY NOW BE AWARE OF THE STATEMENT ISSUED LAST 
NIGHT BY THE SECRETARY OF STATE FOR NORTHERN IRELAND ON SECURITY POLICY, OF WHICH I ATTACH A COPY.",J_Emergency-Policy,8
Intelligence is the. key to successful operations,J_Terrorism,0
Intelligence is the. key to successful operations,J_Intelligence,2
(These rules follow the broad principles for the treatment of persons under arrest or detention during civil disturbances as laid down in Article 3 of the Geneva Convention relative to the Treatment of Prisoners of War (1949)).,J_Denial,3
"The general rules governing the custody of detainees and the 
processes of interrogation have been reviewed from time to time by the Government Departments and agencies concerned in the light of experience gained in the various internal security operations in which HMG have been involved since the last war.",J_Intl-Domestic_Precedent,1
"I should add the warning that so long as the present situation 
prevails it will be necessary for the protection of decent people that the present policy be pursued.
",J_Utilitarian-Deterrence,10
"This means that the relentless pursuit 
of those members of the I.R.A. still on the wanted list will continue.
",J_Terrorism,0
"The return to normal conditions 
will mean not only the release of internees but also the restoration to the community at large of the right to a quiet and peaceful life which the campaign of the terrorists is denying them.",J_Law-and-order,9
"How long anyone will be interned 
will depend on two factors; namely, the credibility of any undertaking an individual may give as to his future behaviour if he were to be released in advance of any general release, and in the other cases, the restoration of normal law and order in the community.
",J_Law-and-order,9
"It is not the Government’s intention that anyone should be kept in a day longer than is necessary.
",J_Misc,4
"The return to normal conditions 
will mean not only the release of internees but also the restoration to the community at large of the right to a quiet and peaceful life which the campaign of the terrorists is denying them.",J_Terrorism,0
"The Government has introduced internment solely for the protection 
of the citizens of Northern Ireland.",J_Utilitarian-Deterrence,10
"How long anyone will be interned 
will depend on two factors; namely, the credibility of any undertaking an individual may give as to his future behaviour if he were to be released in advance of any general release, and in the other cases, the restoration of normal law and order in the community.
",J_Utilitarian-Deterrence,10
"I hope, therefore, that those who, 
for reasons which I respect, are opposed to internment whatever the circumstances will also use their influence to bring to an end the conditions which have made internment necessary. 
The return to normal conditions",J_Misc,4
"In addition to being satisfied that the statement had been taken under the judges’ rules, the Courts showed",J_Legal_Procedure,7
"Lord Windlesham explained that in the Secretary of State’s absence he was being invited to sign a Detention Order for a prisoner whom the RUC thought should be interrogated for longer than the 48-hour period which they would otherwise have been limited to. Because of the strong recommendation made to him, Lord Windlesham intended to sign this Detention Order, but before doing so asked that Mr Johnston should explain to him the process of interrogation which the man was now likely to face.",J_Misc,4
"When an admission was made during the course of interrogation, Special Branch called on the CID, would remove the prisoner to a Police Station and treat him there in strict accordance with the judges’ rules: statements would be taken, etc.",J_Intelligence,2
"When an admission was made during the course of interrogation, Special Branch called on the CID, would remove the prisoner to a Police Station and treat him there in strict accordance with the judges’ rules: statements would be taken, etc.",J_Denial,3
"Lord Windlesham explained that in the Secretary of State’s absence he was being invited to sign a Detention Order for a prisoner whom the RUC thought should be interrogated for longer than the 48-hour period which they would otherwise have been limited to. Because of the strong recommendation made to him, Lord Windlesham intended to sign this Detention Order, but before doing so asked that Mr Johnston should explain to him the process of interrogation which the man was now likely to face.
",J_Intelligence,2
"THE LATEST SERIES OF ACTS OF TERRORISM BY THE IRA AND THEIR RECENT DECLARATIONS OF THEIR INTENTION TO CONTINUE AND EVEN ESCALATE THAT CAMPAIGN HAVE MADE IT ESSENTIAL TO TAKE THIS ACTION HOWEVER ABHORRENT, IN ORDER TO PREVENT",J_Terrorism,0
THE SECURITY FORCES ARE ACCORDINGLY ARRESTING AND DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR COMMITTING OR ABETTING ACTS OF TERRORISM AND OTHER BREACHES OF THE PEACE DESIGNED TO LEAD TO A BREAKDOWN OF LAW AND ORDER IN NORTHERN IRELAND.,J_Law-and-order,9
"THE SECURITY FORCES ARE ACCORDINGLY ARRESTING AND DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR COMMITTING OR ABETTING ACTS OF TERRORISM AND OTHER BREACHES OF THE PEACE DESIGNED TO LEAD TO A BREAKDOWN OF LAW AND ORDER IN NORTHERN IRELAND.
",J_Terrorism,0
"I AM SENDING YOU THIS MESSAGE TO LET YOU KNOW THAT THE PRIME MINISTER OF NORTHERN IRELAND WILL VERY SHORTLY BE ANNOUNCING THAT, IN THE LIGHT OF THE LATEST ASSESSMENT OF THE SECURITY SITUATION IN NORTHERN IRELAND AND ALL OTHER RELEVANT FACTORS, AND AFTER CONSULTATION WITH THE BRITISH GOVERNMENT, THE NORTHERN IRELAND GOVERNMENT HAS DECIDED TO ACTIVATE ITS POWERS OF INTERNMENT.",J_Legal_Procedure,7
"I AM SENDING YOU THIS MESSAGE TO LET YOU KNOW THAT THE PRIME MINISTER OF NORTHERN IRELAND WILL VERY SHORTLY BE ANNOUNCING THAT, IN THE LIGHT OF THE LATEST ASSESSMENT OF THE SECURITY SITUATION IN NORTHERN IRELAND AND ALL OTHER RELEVANT FACTORS, AND AFTER CONSULTATION WITH THE BRITISH GOVERNMENT, THE NORTHERN IRELAND GOVERNMENT HAS DECIDED TO ACTIVATE ITS POWERS OF INTERNMENT.",J_Emergency-Policy,8
"HE WILL AT THE SAME TIME ANNOUNCE THAT ALL MARCHES AND PARADES ARE BANNED UNTIL FURTHER NOTICE.
",J_Political-Strategic,5
"THERE WILL BE A SEPARATE ANNOUNCEMENT THAT ALL OUTSTANDING APPLICATIONS TO START RIFLE CLUBS ARE BEING REFUSED, AND THAT NO NEW APPLICATIONS WILL BE CONSIDERED.",J_Political-Strategic,5
"WHEN FAULKNER CAME TO LONDON LAST WEEK, HE TOLD US THAT HE HAD COME TO THE CONCLUSION THAT INTERNMENT WAS NOW THE RIGHT AND INDEED INEVITABLE COURSE.",J_Misc,4
"I AM SENDING YOU THIS MESSAGE TO LET YOU KNOW THAT THE PRIME MINISTER OF NORTHERN IRELAND WILL VERY SHORTLY BE ANNOUNCING THAT, IN THE LIGHT OF THE LATEST ASSESSMENT OF THE SECURITY SITUATION IN NORTHERN IRELAND AND ALL OTHER RELEVANT FACTORS, AND AFTER CONSULTATION WITH THE BRITISH GOVERNMENT, THE NORTHERN IRELAND GOVERNMENT HAS DECIDED TO ACTIVATE ITS POWERS OF INTERNMENT.
",J_Misc,4
"THE LATEST SERIES OF ACTS OF TERRORISM BY THE IRA AND THEIR RECENT DECLARATIONS OF THEIR INTENTION TO CONTINUE AND EVEN ESCALATE THAT CAMPAIGN HAVE MADE IT ESSENTIAL TO TAKE THIS ACTION HOWEVER ABHORRENT, IN ORDER TO PREVENT",J_Development-Unity,6
You have yourself recognised on occasion that it is a necessary means to an end in certain circumstances.,J_Intl-Domestic_Precedent,1
"that your remarks have made much 
more difficult the task of all of us who want to see people of both communities in Northern Ireland sharing the benefits and undertaking some of the responsibilities of an ordered society, and can only strengthen the hand of the extremists.",J_Terrorism,0
"We must bring violence to an end, and internment has been introduced only as a means of achieving this.",J_Emergency-Policy,8
"that your remarks have made much 
more difficult the task of all of us who want to see people of both communities in Northern Ireland sharing the benefits and undertaking some of the responsibilities of an ordered society, and can only strengthen the hand of the extremists.",J_Law-and-order,9
"The decision is, of course, Faulkner’s, since the 
powers under which these measures are taken are powers of the Northern Ireland Government.",J_Misc,4
"The decision is, of course, Faulkner’s, since the 
powers under which these measures are taken are powers of the Northern Ireland Government.",J_Legal_Procedure,7
"If thi smove enables us to reduce the number of troops commited to Northern Ireland earlier than we would otherwise have done, that will be a welcome consequence of it.",J_Misc,4
"we have made it clear that there could be no question of our accepting internment, and instructing our forces to help to implement it, if it was not accompanied.by a complete ban on marches and parades of all kinds; and we have made clear our present view that that ban will need to remain in force 
nt although the extension after six months remains formally open for discussion.",J_Political-Strategic,5
"The latest complete figures for those arrested in Northern Ireland under the Special Powers Acts are as follows. They are correct up to 7 February. Arrested: 2,364. Released without detention order: 1,408. Released after detention order: 113. Escaped from detentions: 10. Released after consideration by Advisory Committee: 31. Released from internment on recommendation of RUC: 2. 1,564. 800. Held under Regulation 10: 42. Held under detention order: 160. Interned: 598. 800. Statistics of proceedings before the Advisory Committee as at 31 January are as follows: Cases reviewed: 383. internees refused to appear: 291. Continued internment recommended: 345. Release recommended: 35. Refused to give undertaking not to indulge in violence or encourage others to do so and therefore still interned: 4. Cases adjourned: 3.",J_Legal_Procedure,7
"Ireland under the Special Powers Act are as follows. 
correct up to 7 February. arrested released without detention order released after detention order escaped from detentions 
released after consideration by Advisory Committee 
released from internment on recommendation of RUC 
The latest complete figures for those arrested in Northern They are 
2364 
1408 113 10 31 2 
1564 800 
held under Regulation 10 held under detention order interned 
42 
160 598 800 
31 January are as follows: cases reviewed 
Statistics of proceedings before the Advisory Committee as at 383 Internees refused to appear 
continued interment recommended release recommended 
refused to give undertaking not to indulge 
in violence or encourage others to do so and therfore still interned 
cases adjourned 
4 3 
291 345 35",J_Legal_Procedure,7
The provision would apply to conduct involving complicity in any degree with terrorism generally; it,J_Terrorism,0
"It will be possible to charge some with criminal offences under the ordinary law; but others and perhaps the most important of them are beyond the reach of the criminal law partly because witnesses cannot be expected to come forward to give oral evidence in the ordinary way, and partly because the evidence available to connect accused persons with specific offences as opposed to general complicity in terrorism is sometimes tenuous,particularly in the case of the most important provisional IRA leaders.",J_Emergency-Policy,8
"The most promising possibility is to create a system 
of special courts whose function would not be to convict accused persons of criminal offences, but to judge whether they were guilty of certain specified conduct and commit them to ""preventive detention"" if they were. The Act making this provision (as to the necessity of an Act see below) could be of 6 months duration renewable by Order in Council.
",J_Legal_Procedure,7
"Any action we take must be such as not to alienate the minority community as a whole: a consideration which must rule out the further use of internment in the arbitrary form which it now takes under the Special Powers Act.
",J_Legal_Procedure,7
"The capacity of the Provisional IRA (or of any other 
terrorist orgaisation) to engage in terrorism will not be effectively destroyed until all its important members are removed.
",J_Terrorism,0
The provision would apply to conduct involving complicity in any degree with terrorism generally; it,J_Legal_Procedure,7
"It will be possible to charge some with criminal offences under the ordinary law; but others and perhaps the most important of them are beyond the reach of the criminal law partly because witnesses cannot be expected to come forward to give oral evidence in the ordinary way, and partly because the evidence available to connect accused persons with specific offences as opposed to general complicity in terrorism is sometimes tenuous,particularly in the case of the most important provisional IRA leaders.
",J_Terrorism,0
"MI .vt -ad =rth a ’. 
re""amd wi tt detention order reamwd ,aer- at etion order -a fr:m eteti am 
ree 4 ete-r cnsideation by 
eem relesedfr= itaeran.t ed from intermet 
i e 2yrte firm for top rrrested in Northern 1 Pzwers ct are as 1o.los. ’Ty are correct up to 
eas moder z + 10 he’A =- 
d-e Mc order",J_Legal_Procedure,7
"The latest complete figures for those arrested in Northern Ireland under the Special Powers Acts are as follows. They are correct up to 14th February. Arrested: 2,447. Released without detention order: 1,474. Released after detention order: 115. Escaped from detention: 10. Released after consideration by Advisory Committee: 31. Others released from internment: 4. Escaped from internment: 1. 1,635. 812. Held under Regulation 10: 37. Held under detention order: 124. Interned: 651. 812.",J_Legal_Procedure,7
"are suspected of having committed an offence against Regulation 24 A made under the Civil Authorities (Special Powers) Act (Northern Ireland) 1922. 
to this order and their detention Those named in the Annex referred to above Under Regulation 11 made under that Act any member of Her Majesty’s 
forces on duty when the occasion for the arrest arises may arrest without warrant any person who is suspected of having committed an offence against the Regulations.
",J_Legal_Procedure,7
"Any member of Her Majesty’s Forces on duty may also, where it is 
necessary for the purpose of effecting an arrest in respect of any crime or any offence under the Regulations made under the Civil Authorities (Special Powers) Act Northern Ireland, 1922, exercise, by virtue of that Act, the like powers as may be exercised by a police constable in effecting arrest in a case where an arrestable offence has been committed. 
Under 
Section 2 (4) of the Act, a person shall be deemed to be guilty of an offence against the Regulations if he does any act of such nature as to be calculated to be prejudicial to the preservation of the peace or maintenance of order in Northern Ireland and not specifically provided for in the Regulations.",J_Emergency-Policy,8
"units are to arrange that the 
soldier making the arrest brings him to the appropriate Police Office and hands him over to a police officer or police constable notifying him of the full circumstances of the arrest in accordance with the procedure laid down in Annex B to Part 3 Section 3 of Northern Ireland Standing Security Instruction 1971",J_Legal_Procedure,7
"are suspected of having committed an offence against Regulation 24 A made under the Civil Authorities (Special Powers) Act (Northern Ireland) 1922. 
to this order and their detention Those named in the Annex referred to above Under Regulation 11 made under that Act any member of Her Majesty’s 
forces on duty when the occasion for the arrest arises may arrest without warrant any person who is suspected of having committed an offence against the Regulations.
",J_Emergency-Policy,8
"When arresting a person under this order the soldier making the 
arrest is to say ""I am arresting you under the powers conferred by the Civil Authorities (Special Powers) Act(orthern Irelad) 1922"". If the person arrested questions the authority for the arrest eg by asking what offence he has committed or under what Regulation he is arrested the soldier making the arrest is to. say ""I am not required to give any further explanation. 
I warn you that if you resist arrest you may be 
committing an offence"".
",J_Legal_Procedure,7
"The current complete and a collapse was inevitable. 
We should stop social benefits and essential services in the No-Go areas and re-impose internment. 
This is the first example of urban gourilla 
warfare in the United Kingdom and unless it is defeated can only spread.",J_Emergency-Policy,8
"Michael McNair Wilson 
IRA to London. do so. 
If we do not protect 
It was insulting toour Servicemen to bring the Ulster loyalists 
will, Are we the Government of Northern Ireland or not? We have 
frittered our chances away and the Loyalists have no respect left for Westminster. We must restore law and order now. 
We must not flinch 
from this again.",J_Law-and-order,9
archeongoo,J_Intelligence,2
"It is considered, therefore that $ pp1 Ws stmwU ##s 4
",J_Intelligence,2
archeongoo,J_Terrorism,0
"Carrying out selective arrests d intelligence,
",J_Terrorism,0
"Whether or not this was agreed to and implemented, 
, itisclearthat 
the total prison population would be unlkely to be sigificantly less, a and probably ould be appreciably ore tha today; precise figures would depend on the timing of the putbrea of ’olece, the nbers releared by 51I, the numbers of PRA detai orImprionedbeforetre
",J_Terrorism,0
"It is considered, therefore that $ pp1 Ws stmwU ##s 4
",J_Terrorism,0
"Carrying out selective arrests d intelligence,
",J_Intelligence,2
"Of course you 
deplore all that has happened over the weekend and since in acts of terrorism and senseless killing of innocent persons. Your hope is that by removing the terrorist elements from the active political scene, it will be possible for the communities of Northern Ireland to get a sense of nerspective and balance.",J_Misc,4
"Of course you 
deplore all that has happened over the weekend and since in acts of terrorism and senseless killing of innocent persons. Your hope is that by removing the terrorist elements from the active political scene, it will be possible for the communities of Northern Ireland to get a sense of nerspective and balance.",J_Terrorism,0
"Of course you 
deplore all that has happened over the weekend and since in acts of terrorism and senseless killing of innocent persons. Your hope is that by removing the terrorist elements from the active political scene, it will be possible for the communities of Northern Ireland to get a sense of nerspective and balance.",J_Development-Unity,6
"The Security Forces would continue to take action against those who break the law or who engage in terrorist activities. In fact for the Army it would be ""business as usual"" at least until there were real signs of the intention of a ceasefire being translated into fact.",J_Terrorism,0
"The Security Forces would continue to take action against those who break the law or who engage in terrorist activities. In fact for the Army it would be ""business as usual"" at least until there were real signs of the intention of a ceasefire being translated into fact.",J_Emergency-Policy,8
"It should be noted that since the introduction of the ""Detention of Terrorists"" (Northern Ireland) Order 1972 on 7 November 1972 there have been 265 arrests with a view to possible detention.",J_Legal_Procedure,7
"It should be noted that since the introduction of the ""Detention of Terrorists"" (Northern Ireland) Order 1972 on 7 November 1972 there have been 265 arrests with a view to possible detention.
",J_Terrorism,0
"By 29 December the Commissioners had reviewed the cases of 167 men who had 
been interned and ordered the release of 63. The following remain interned/ detained as at 31 December 1972: 
10 interned under the previous powers whose cases have not yet 
been reviewed by the Commissioners. b. 
teen reviewed by the Commissioners. c. 
d. 106 detained under the previous powers whose cases have not yet 104 who were previously interned and whose cases have been 
reviewed by the Commissioners who have ordered that they should be detained. 
72 detained since the introduction of the Commission and held under interim custody orders until their cases are heard by the Commissioners.
",J_Legal_Procedure,7
"You will see that emphsis has been put on the 
security arguments for the introduction of internment.",J_Emergency-Policy,8
You will wish to consider particularly reference to the value of internment as a contribution to averting a move to direct rule,J_Misc,4
Fact is of course that there is very strong pressure within the Unionist Party in the North upon Mr. Faulkner to take this further step and this is factor in situation.,J_Political-Strategic,5
"They asked ""those engaged in the campaign of 
violence to cease immediately in order to enable us to bring internment to a speedy end"" and for ""an immediate cessation of political arrests and offensive activity by the British Army and the RUC"".",J_Misc,4
"In order to avoid the impression that there is any unnecessary 
delay in the review of the cases of internees the Home Office is considering whether the review body should be moved to make a further statement on the results of their activities.",J_Legal_Procedure,7
"15. 
Immediate tactical interrogation following arrest is still 
continuing as before and is producing good results.
",J_Misc,4
"There are hints in recent intelligence assessments that IRA 
morale may be beginning to crack slightly as arrests and casualties continue at their present level.",J_Misc,4
"That was the main point, and indeed O’Sullivan came back several 
times to the possibility of internment in the South",J_Intl-Domestic_Precedent,1
"would be for it.""
",J_Intl-Domestic_Precedent,1
"We have however [] made clear our view that the measures taken should not discriminate as between the different sections of the community, except as the facts of the situation make inevitable. ",J_Terrorism,0
"We have however that the measures not discriminate as between the different 
sections of the community, except as the facts of the situation make inevitable.",J_Denial,3
to hold his hand.,J_Misc,4
"We have however [] made clear our view that the measures taken should not discriminate as between the different sections of the community, except as the facts of the situation make inevitable. ",J_Denial,3
"ALL INTERNEES ARE MEMBERS OF THE IRA AND THEIR PREMATURE RELEASE AS A POLITICAL GESTURE WOULD SERIOUSLY AFFECT THE GENERAL SECURITY SITUATION, PARTICULARLY IN THE FIELD OF INTELLIGENCE, VITAL IN ANY COUNTER-GUERRILLA CAMPAIGN.",J_Terrorism,0
"AT THE SAME TIME, PROGRESS IN THE CAMPAIGN AGAINST THE IRA IS LEADING TO A GRADUAL DECREASE IN THE NUMBERS BEING INTERNED, AND AN INCREASE IN THE NUMBER BEING CHARGED.",J_Misc,4
"ALL INTERNEES ARE MEMBERS OF THE IRA AND THEIR PREMATURE RELEASE AS A POLITICAL GESTURE WOULD SERIOUSLY AFFECT THE GENERAL SECURITY SITUATION, PARTICULARLY IN THE FIELD OF INTELLIGENCE, VITAL IN ANY COUNTER-GUERRILLA CAMPAIGN.
",J_Misc,4
The meeting may therefore be prepared to accept the advice of officials backed by the Attorney General; but Ministers will no doubt wish to ask the Attorney to keep under close review the number of private prosecutions and civil actions lest a situation should arise so exceptional as to call for special measures on the lines indicated by the report.,J_Emergency-Policy,8
"Officials point out that the question of 
indemnity only arises when the wide powers conferred under the Special Powers Acts are exceeded; that there are obvious objections to the enactment of a general indemnity before order has been restored and all detainees released; and that any form of indemnity which appreciably abridges existing domestic remedies in respect of the breaches of the Human Rights Convention alleged by the Government of the Republic would undermine our case against the admissibility of the allegations before the Commission at Strasbourg",J_Political-Strategic,5
"Officials point out that the question of 
indemnity only arises when the wide powers conferred under the Special Powers Acts are exceeded; that there are obvious objections to the enactment of a general indemnity before order has been restored and all detainees released; and that any form of indemnity which appreciably abridges existing domestic remedies in respect of the breaches of the Human Rights Convention alleged by the Government of the Republic would undermine our case against the admissibility of the allegations before the Commission at Strasbourg",J_Legal_Procedure,7
"Officials point out that the question of 
indemnity only arises when the wide powers conferred under the Special Powers Acts are exceeded; that there are obvious objections to the enactment of a general indemnity before order has been restored and all detainees released; and that any form of indemnity which appreciably abridges existing domestic remedies in respect of the breaches of the Human Rights Convention alleged by the Government of the Republic would undermine our case against the admissibility of the allegations before the Commission at Strasbourg",J_Misc,4
"Intelligence is the key to successful operations against 
terrorists, and the key to intelligence is information regarding their operations, their dispositions and their plans.
",J_Intelligence,2
"In the present circumstances of Northern Ireland, as described in 
paragraphs 3-5 of this note, it is imperative to obtain all available intelligence in order to save the lives of civilians and members of the security forces; and it is therefore essential to interrogate suspects who are believed to have essential information.",J_Emergency-Policy,8
"Intelligence is the key to successful operations against 
terrorists, and the key to intelligence is information regarding their operations, their dispositions and their plans.",J_Terrorism,0
"In the present circumstances of Northern Ireland, as described in 
paragraphs 3-5 of this note, it is imperative to obtain all available intelligence in order to save the lives of civilians and members of the security forces; and it is therefore essential to interrogate suspects who are believed to have essential information.",J_Intelligence,2
"The rules now in force, as summarised in paragraph 46 of the report, were issued in 1965 and were revised in 1967 in the light of",J_Intl-Domestic_Precedent,1
"If this were acceptable in terms 
of security, it would represent a more definite move in the right direction and a more constructive earnest of the Government’s intentions than the essentially negative presentation adopted by the draft statement, particularly in the sentence at the end of the third paragraph.",J_Political-Strategic,5
"And in any case could not that sentence be phrased the other way round 
as these difficulties are removed the Government will be able to begin 9. 
- i. e. ""As soon",J_Misc,4
