text,strlabel,labels,source_handcoded_sent,perplexity
The Chief Constable suggested that if it happened that Protestant extremists suspected of murder or other terrorist crime had to be let go after interrogation by the CID they should be re-arrested under Regulation 11 and interrogated by the Special Branch.,Positive,1,The Chief Constable suggested that if it happened that Protestant extremists suspected of murder or other terrorist crime had to be let go after interrogation by the CID they should be re-arrested under Regulation 11 and interrogated by the Special Branch.,45.806236267089844
"5. The second decision was taken at the morning meeting on 3 January, when 
arrest policy was formally considered on the basis of Army papers 113G of 9 December and 12 December. The decision was that the present arrest instructions are amended with immediate effect by the introduction of a",Negative,0,,72.63459777832031
"4 January 1973 
J T Williams Esq Northern Ireland Office Great George Street London SW1 
Arrest Policy: Protestants Two important decisions have been taken here at Stormont Castle in the last two days.",Negative,0,,130.98245239257812
"In principle there is nothing new in this, since the Secretary of State has always said that he would be prepared to detain some Protestant extremists if a proper case were made out.",Positive,1,"In principle there is nothing new in this, since the Secretary of State has always said that he would be prepared to detain some Protestant extremists if a proper case were made out.",26.197528839111328
(It does not follow that orders will in fact be made.),Negative,0,,56.38481521606445
"3. 
and as not in itself constituting any formal change of arrest policy, since any interim custody orders would be incidental to action taken 
The Secretary of State evidently regarded this decision as a first step against 
suspected murderers and terrorists.",Positive,1,"and as not in itself constituting any formal change of arrest policy, since any interim custody orders would be incidental to action taken 
The Secretary of State evidently regarded this decision as a first step against 
suspected murderers and terrorists.",116.57728576660156
The new element is that some orders for the custody of Protestants are likely now soon to be made.,Negative,0,,184.94314575195312
The Secretary of State agreed that this should happen and said that if the Special Branch interrogation pointed to the preparation of submissions for interim custody orders he would be quite prepared for this.,Negative,0,,76.10041046142578
"4. The Secretary of State said that he would also look again at the five 
specimen cases recently submitted to him of Protestant extremists who might be made the subject of interim custody orders.",Negative,0,,95.44005584716797
2. At the morning meeting on 2 January the Secretary of State expressed anxiety to take some visible effective action to deal with the assassinations.,Negative,0,,63.680091857910156
What he had in mind was that if it were possible to put two or three bad men inside as a result of investigations into their being suspected of murder or other terrorist crime he might at the same time make orders on another two or three Protestant extremists on the basis of information about their activities not necessarily related to specific criminal incidents.,Positive,1,What he had in mind was that if it were possible to put two or three bad men inside as a result of investigations into their being suspected of murder or other terrorist crime he might at the same time make orders on another two or three Protestant extremists on the basis of information about their activities not necessarily related to specific criminal incidents.,40.089134216308594
THERE WOULD BE A WARNING OF OUR RESOLUTION TO PUT DOWN VIOLENCE FROM WHICHEVER QUARTER IT COMES.,Negative,0,,28.582752227783203
FOLLOWING FOR WOODFIELD.,Negative,0,,165.07493591308594
3. THE CONCLUSION I DRAW FROM THIS IS THAT THE PROPOSED ACTION IN LONDONDERRY SHOULD BE ACCOMPANIED BY AN INCREASE IN ARMY STRENGTH ELSEWHERE IN THE PROVINCE AS WELL.,Negative,0,,17.946470260620117
"I THINK YOU SHOULD HAVE MY PRELIMINARY VIEWS NOW, ALTHOUGH I HAVE NOT YET HAD AN OPPORT UNITY OF DISCUSSING THE PROPOSAL WITH TUZO.",Negative,0,,26.035982131958008
"TO HOME OFFICE 
UKREP BELFAST TELNO 72 OF 5 OCTOBER TO HOME OFFICE.",Negative,0,,305.2056884765625
"2. I THINK THAT LOW PROFILE EFFORTS TO BRING ORDER TO LONDONDERRY HAVING FAILED, AND THE CREDIBILITY OF OUR MILITARY EFFORT THERE HAVING TAKEN A KNOCK, IT IS NOW TIME TO PUT IN THE FORCES NECESSARY TO RESTORE ORDER ON THE STREETS AND, HOPEFULLY TO CAPTURE THE GUNMEN OR FRIGHTETEN THEM AWAY.",Negative,0,,23.654232025146484
I ALSO CONSIDER THAT THIS SHOULD BE ACCOMPANIED BY POLITICAL DRIVE LED FROM THE UK.,Negative,0,,48.595367431640625
"1. THE ARMY HAVE SHOWN ME A BRIEF FOR GENERAL TUZO, FOR USE IN TOMORROW’S TALKS, CONTAINING A RECOMMENDATION THAT A DETERMINED EFFORT BE MADE TO RESTORE ORDER IN LONDONDERRY.",Negative,0,,36.07316207885742
"INITIALLY, AT ANY RATE, CATHOLICS EVERYWHERE WILL BE DRIVEN FURTHER INTO THEIR STRAITJACKET OF OPPOSITION AND PROTEST.",Negative,0,,28.5095272064209
I THINK WE MUST REALISE HOWEVER THAT ACTION IN LONDONDERRY WILL HAVE NEGATIVE AS WELL AS POSITIVE CONSEQUENCES ELSEWHERE IN THE PROVINCE.,Negative,0,,20.053449630737305
"PROTESTANT SATISFACTION AT STRONG ACTION IN LONDONDERRY (AND IT WOULD UNDOUBTEDLY COME AS A SHOT IN THE ARM FOR FAULKNER AT THIS STAGE) WOULD INEVITABLY LEAD TO DEMANDS FOR SIMILAR ACTION ELSEWHERE, PARTICULARLY, ALTHOUGH THE CASES ARE NOT EQUAL, IN BELFAST.",Negative,0,,24.37483024597168
"WHAT I RECOMMEND IS A MAJOR MINISTERIAL STATEMENT, SHOWING EQUAL DETERMINATION IN THE MILITARY AND THE POLITICAL FIELDS, AND ASSERTING THE AUTHORITY OF HMG IN THE UK IN BOTH. 
SMITH",Positive,1,"A REFERENCE TO INTERNMENT SHOULD INCLUDE THE POINTS IN PARAGRAPH 2 OF MY TELEGRAM NO 71 
. THERE SHOULD BE A PASSAGE ON REFORM, 
AND IN THAT CONNECTION I SHOULD LIKE TO REMIND YOU OF THE IDEA IN PARA 6 OF MY TELEGRAM NO 52 ABOUT A STANDING COMMISSION. WHAT I RECOMMEND IS A MAJOR MINISTERIAL STATEMENT, SHOWING EQUAL DETERMINATION IN THE MILITARY AND THE POLITICAL FIELDS, AND ASSERTING THE AUTHORITY OF HMG IN THE UK IN BOTH.",27.150104522705078
"IT SHOULD BE PART OF A GENERALLY STEPPED UP EFFORT, WITH THE OPERATIONS IN LONDONDERRY BEING THE MOST EMPHATIC PART OF THAT EFFORT.",Negative,0,,22.294857025146484
THERE SHOULD BE A RESTATEMENT OF THE FACT THAT NO THIRD FORCE WILL BE TOLERATED AND THAT THOSE WHO ADVOCATE IT WILL NOT BE ALLOWED TO PREVAIL.,Negative,0,,12.482028007507324
IT IS PROPOSED THAT THE FORCE LEVEL IN LONDONDERRY BE RAISED FROM THE PRESENT THREE BATTALIONS TO A TOTAL OF SIX BATTALIONS.,Negative,0,,14.996700286865234
I WOULD EXPECT THE IRA TO MAKE EVERY EFFORT TO INCREASE THEIR ACTIVITY IN BELFAST AND ELSEWHERE IN RESPONSE TO EVENTS IN LONDONDERRY.,Negative,0,,20.576608657836914
"IF IN ADDITION, THE RESTORATION OF ORDER AND THE REMOVAL OF IRA INTIMIDATION, SHOULD ENCOURAGE THE MODERATE ELEMENTS IN THE CATHOLIC COMMUNITY TO SPEAK UP, THIS WOULD PROVIDE USEFUL EVIDENCE OF WHAT MIGHT BE ACHIEVED ELSEWHERE.",Negative,0,,14.512300491333008
I A UNDERSTAND THAT THE DEFENCE SECRETARY IS ALSO BEING BRIEFED ON THIS.,Negative,0,,21.186864852905273
"A REFERENCE TO INTERNMENT SHOULD INCLUDE THE POINTS IN PARAGRAPH 2 OF MY TELEGRAM NO 71 
. THERE SHOULD BE A PASSAGE ON REFORM, 
AND IN THAT CONNECTION I SHOULD LIKE TO REMIND YOU OF THE IDEA IN PARA 6 OF MY TELEGRAM NO 52 ABOUT A STANDING COMMISSION.",Positive,1,"A REFERENCE TO INTERNMENT SHOULD INCLUDE THE POINTS IN PARAGRAPH 2 OF MY TELEGRAM NO 71 
. THERE SHOULD BE A PASSAGE ON REFORM, 
AND IN THAT CONNECTION I SHOULD LIKE TO REMIND YOU OF THE IDEA IN PARA 6 OF MY TELEGRAM NO 52 ABOUT A STANDING COMMISSION. WHAT I RECOMMEND IS A MAJOR MINISTERIAL STATEMENT, SHOWING EQUAL DETERMINATION IN THE MILITARY AND THE POLITICAL FIELDS, AND ASSERTING THE AUTHORITY OF HMG IN THE UK IN BOTH.",25.914630889892578
"James Callaghan, M.P.",Negative,0,,18.6552734375
From: The Rt.,Negative,0,,53.366455078125
Hon.,Negative,0,,121.79804992675781
"R. Maudling, M.P., Home Secretary, Home Office, S.W. 1.",Negative,0,,23.518342971801758
The Rt.,Negative,0,,65.92159271240234
Hon.,Negative,0,,121.79804992675781
"24th November, 1971. In preparation for the debate on 
Northern Ireland on Monday, 29th November, I shall be grateful if you can let me have the following information: 
1. 2. 3. 
the undertaking that certain detainees are asked to give as a condition of release: 
up to date figures of the numbers detained, released, interned, etc.",Negative,0,,33.4823112487793
"how many have been decided and with what results, etc.",Negative,0,,52.64825439453125
"the present position on the review of the cases of those who have been detained, i.e..",Negative,0,,37.178531646728516
There is Orne .,Negative,0,,1796.2618408203125
Ino r -aw euent aor f east perOSwa a-ttptic- to escape.,Negative,0,,3462.08642578125
This iiiwited to huted berr.,Negative,0,,2129.563720703125
Au external guard of trio companies -and ogs will be rfma. -or _,Negative,0,,1637.7742919921875
Custodian staff will initially h-ve to ’e found oy the f ry and oreoer two Comprnies ith dogs ille needed for the external gardir.,Negative,0,,1044.3092041015625
"of the camp 
1v.",Negative,0,,1548.848876953125
"h nlmia flarem in 
8. Remioml 1claigres £res.",Negative,0,,2598.19482421875
In Beilast the custodan staff 1ll be famd by the priison service bat an eternal uard for Cr.-,Negative,0,,3853.68603515625
"i each Brigade area, except in elfastwhere there are two.",Negative,0,,867.0884399414062
ck accO-wdatior and therefore 1msna dangerous detainees eill Lbe h’eed i. local police cells.,Negative,0,,5304.263671875
"Crn""UIn Prison _w1th a capacity or 60 inivdual ells andi room for a ither 
90in 
dcule cells, and tae jlice Office where there are 15 se’aeratie CeMrs.",Negative,0,,1557.1680908203125
r- L-v~port.,Negative,0,,996.1285400390625
"Custoan stz:ff will h ve to 1-e found by to :L ""and again dangerous detainees sill hnave to e ’lield 
in lac 
police stations.",Negative,0,,2035.46728515625
"j. What is Sam she as he sm atese C. 
’ma tOae atemeo le a erom h to aine zesayinl Stie aWftorre bane tamm 
-m 
e. aaties to to ts.",Negative,0,,911.1693115234375
zooaseed pmerm-na wi oemoved to a rWegL.=,Negative,0,,1320.1927490234375
ina of one company with d oc will have t befond.,Negative,0,,538.0748901367188
"by te Arm y. 
9. In the Lc-ndonderry Brigade area (8 ri4ade) Riigan 
training camp will e used.",Negative,0,,925.50048828125
"In tne Lurga lrigade area (19 3rigaie) Bllytiraer trainir 
camp ill ’-e used.",Negative,0,,3886.08935546875
"DIRECT RULE: REACTIONS IN THE IRISH REPUBLIC 
1. ON 24 MARCH THE FINE GAEL PARTY, THE MAIN OPPOSITION GROUP, ISSUED A STATEMENT SAYING THAT THE SUSPENSION OF STORMONT HAD BEEN NECESSARY, BUT ’ANY NECESSARY DIMINUTION OF SELF GOVERNMENT IN ANY PART OF IRELAND IS A STEP BACKWARDS AND IT MUST BE FOR THE SHORTEST POSSIBLE TIME’.",Negative,0,,23.68010902404785
DUBLIN TELEGRAM 219 OF 25 MARCH IMMEDIATE TO FCO RFI SAVING TO UKREP BELFAST.,Negative,0,,144.7337646484375
RECONCILIATION IN THE NORTH WAS IMPORTANT: FEARS OF BOTH COMMUNITIES SHOULD BE ALLAYED.,Negative,0,,27.455467224121094
HMG’S THINKING ON INTERNMENT SHOULD BE SPELT OUT IN GREATER DETAIL.,Negative,0,,114.69694519042969
THE ADVISORY COMMISSION MUST BE SEEN TO HAVE AN EFFECTIVE ROLE IN DECISION MAKING.,Negative,0,,12.899201393127441
VIOLENCE MUST STOP TO ALLOW THE BREATHING-SPACE TO BEUSED.,Negative,0,,62.29051971435547
"2. IN AN INTERVIEW, THE LABOURPARTY LEADER, MR CORISH, CALLED FOR 
A TRUCE IN THE NORTH AND URGED THE IRISH GOVERNMENT TO PRESS AHEAD WITH A NEW CONSTITUTION WHICH WOULD NOT OFFEND NORTHERN PROTESTANTS.",Negative,0,,22.621671676635742
NOTHING WAS TO BE GAINED BY ANY GROUP ACTING PROVOCATIVELY TOWARDS OTHER SECTIONS OF THE COMMUNITY AT THIS TIME.,Negative,0,,22.670621871948242
"’IN THE PRESENT GRAVE SITUATION THE UTMOST VIGILANCE IS REQUIRED TO DEFEND, PROTECT AND STRENGTHEN THE DEMOCRATIC INSTITUTIONS’ OF THE REPUBLIC.",Negative,0,,14.513957977294922
"’ON INTERNMENT, THE STATEMENT SAID, ’IN VIEW OF THE GUARDED AND IMPRECISE REFERENCES TO INTERNMENT IN MR HEATH’S SPEECH, IT WOULD BEPREMATURE FOR US TO COMMENT ON THIS ASPECT, BEYOND SAYING THAT THIS MATTER MUST BE SETTLED VERY RAPIDLY IN ORDER TO PERMIT DISCUSSIONS ON A PERMANENT AGREED SOLUTION TO GET UNDER WAY’.",Negative,0,,31.425935745239258
"3. KEVIN BOLAND (AONTACHT EIREANN) REJECTED ANY PLEBISCITE NOT HELD ON A EW-COUNTY BASIS. 
RM FCO PASS SAVING TO UKREP BELFAST",Negative,0,,156.02093505859375
"of’ ubliic enger within the Catholic community -d 
by tihe Oficial b3 u 
rcd.",Negative,0,,1364.513916015625
"Fi~v e j’~ L. {.;l 
1’:.""’ oil 3 att aiL 
: 
:l1ti* Cri;’tx i 
Cl.",Negative,0,,487.4359436035156
"t 
sectarian party some repre and others obtained a favourable jud 
T’hroe ance to the ’Ie givj~ing this nonM- 
senta ion in parliamentary affairs.",Negative,0,,1199.440673828125
the hca is h wreztled with a g unm.:,Negative,0,,3487.77294921875
nt ’1 w+htich’.,Negative,0,,830.8888549804688
"ra: .4 :’s ca was voted throudh the UKHoese o f Cormons wi th i n seven hours to 
:infa lic t casualti e s on Securi t3 
confined to Bcelfat and Londondeiry -ih Incidents o0, of Belfast a 
February.",Negative,0,,1792.406494140625
"oli c w’a~ Sa bducted y four I)rU 
recap ,ured by the p rison staf f f withoumilitary ass i stanice.",Negative,0,,1915.2763671875
"i: : .oll nn;: day a l 
4re .""",Negative,0,,5417.1044921875
"d¼ 14d’ 1t, n911 t .tt On3leAv c 
C 1 4.. Stei’ 2 
Ud.",Negative,0,,1158.4637451171875
"` t’ 
;’(` by F, "":1 
’Ip ’I 
6; !",Negative,0,,308.5323791503906
"r 
235. 6 
a membe of theDL Greyn sh:ute andla 
In Delfast, certai e --.Y 
th’le ,tzplic1.",Negative,0,,1527.447998046875
r a ll.,Negative,0,,739.7097778320312
"a n ilcidtts were orglys 
attaced becausc 
Londonderr.",Negative,0,,2357.576416015625
inai nd 1 due in all protabil..,Negative,0,,2332.755615234375
gem.,Negative,0,,13.463973999023438
"efus 
e4 `.4 
ar eain pa rt~j icular allymenr rec tt4 , Ay.",Negative,0,,1753.7681884765625
"There were twnty explosions anid One of the lutter was the r0 l b s C 
.The b st.",Negative,0,,1091.3956298828125
"~I~ 2. t t "" 
a ~ta ""l.",Negative,0,,586.278564453125
"1an st3t ez These: l t* 
ter tV I1A, 
ea .",Negative,0,,1103.4642333984375
I~ inI t?,Negative,0,,4893.09228515625
"l and mil itary points _ 
of view.",Negative,0,,1859.40234375
"a O oncerni r 
and its me thods.",Negative,0,,1389.41162109375
"bs were geli 7iI te 17 
+- ppeare St toe 
The recen; recction in explosions was ty to the arrival of a l.a.,",Negative,0,,1205.3466796875
egi s1.,Negative,0,,250.1277313232422
"country areas 
relatively quiet except for a f7 lurry of explosions on 1.3 Februarsy rw’hich was timed to coincide with ttacks in the two 
’i toting inlc r4ased in the Andersonston area 4 c V a II ’I o""t 
Alliance Party tereby for the fw t 
mot transferred hi.",Negative,0,,445.592041015625
"’4)0 
I- ~:c~ t1.",Negative,0,,574.67138671875
A f Positive measure.,Negative,0,,6091.48583984375
"The week 1 9-2 5 February was eventful both rom th 
Fe-uary.",Negative,0,,2268.9970703125
"w"" hich was removed f’ ’o: theiievshm/Bolfast i a. 
ferPy on ’hec’ arrest and intern mient of ntedmen continued 
consigwasnn of explosives.",Negative,0,,1216.7510986328125
"The effect of this judgement seriously ret stric ted the A wy’s powers of search and arres without warrant, and th’us an eCfnnb l ing 3ill 
ih 4J r 
t 
correc t the position.",Negative,0,,1011.2036743164062
"he bld ic < r 
severe tmiage to th ctoodleas Hote ;,al the a wedding reccption was in 
On 1 Febru.",Negative,0,,1852.214111328125
"2 36. 
politica.",Negative,0,,1860.5482177734375
a Thfe f l rorgress.,Negative,0,,5112.3349609375
"I 
thef Toti Tle ""’Factory’ amar S. .. +i .",Negative,0,,2282.029541015625
"ry a_,Ct:!",Negative,0,,3910.9697265625
Th bulk of terE’ori.,Negative,0,,11211.82421875
"omb G c’an iv 
.:",Negative,0,,16018.177734375
"n f w as shoEft1 largely 
in ’.4 river, who 
a. s:td men la on irra 
rnq. eS ""tan Internment Camp but deI",Negative,0,,1526.4447021484375
"lia n and an RCPadre were illed anud 
k 
universa l conCenation of theIRA Unioni st 4.s at ito r 
John Hu;u ic Northerii 
U. IT reland-. 
to use the Arny unde the terms of the Speci a l Powers Act.",Negative,0,,925.10205078125
"d r c wa a.’ 
not ma.",Negative,0,,2284.37353515625
"ali1 
scy al.",Negative,0,,6590.953125
"ant in t he\- 
the inability of it ,orm.",Negative,0,,2611.084228515625
"shootins continued on a reduced scale bu t; 
attempted to escpe fran the l.niia returning to nom i 
and sevcral important IA officers we r e captuared.",Negative,0,,1376.2674560546875
"s t ctivity was tA he 
ting inc .",Negative,0,,3631.416748046875
"Cn 131 Fe) r aarv b:g~e seve ely da%wa Duiven andClt~ 
by n xpl- osion and fire.",Negative,0,,1757.7340087890625
b3om.,Negative,0,,751.0426025390625
"3 were 
taken to arrest and questionIR, men in ch eLRep ublic, partly because of the obvious iri ff ect iVciness ofma gist rates cou r 4s and’ 
partly as a reult of the e:plosion at Alte’rhot :Jhen five1Z women, a male civi.",Negative,0,,741.586181640625
"There was n increase in shoo 
a 237. 
major atte-:ipt to Londonderry on 20 
cities.",Negative,0,,618.4736938476562
"iaen (t s as part of a y Forces inl a4 
.",Negative,0,,1123.3673095703125
"CASE OF W J MOORE 1. W J Moore was arrested in the early morning of 9 August 
1971 by Servicemen and removed to the Regional Holding Centre Ballykinler where he was placed in an empty hut with others who had been arrested.",Negative,0,,70.53545379638672
In fact military personnel had paid one visit only to Moore’s house in the company of the civil police.,Negative,0,,143.39688110351562
He was transferred to the Maidstone early on 11 August and released on 24 August.,Negative,0,,43.22005844116211
"At some unspecified time thereafter, he disappeared over the Border into the Republic whence he has not officially returned.",Negative,0,,68.92085266113281
He was guarded in the hut by soldiers.,Negative,0,,112.0357666015625
"3. On 22 November the main hearing began, and the Plaintiff 
failed to appear.",Negative,0,,183.87660217285156
The plaintiff waived the claim for disclosure and the Judge decided to hear the case.,Negative,0,,57.45502853393555
"An undertaking not to arrest Moore was demanded by Counsel as a precondition of appearance, but the Civil Police naturally refused.",Negative,0,,130.27076721191406
"On 13 September, a writ was issued on his behalf claiming damages for wrongful arrest and imprisonment and assault, trespass to the person and battery.",Negative,0,,25.71254539489746
"Although Moore was wanted by the Police for questioning, this was not revealed to the Judge nor were Moore’s false allegations refuted.",Negative,0,,101.63330078125
The case was reopened on 19 January when Counsel for the Crown gave notice of appeal against both the disclosure of RUC documents and the hearing of the case in the plaintiff’s absence.,Negative,0,,49.40259552001953
"His Counsel argued that the failure was due to fear of further arrest and that this fear was justified by the fact that ""military personnel had made a number of visits to his home.""",Negative,0,,26.337730407714844
"2. The preliminary hearing of the case took place on 2 and 17 
November when the question of the discovery of documents was dealt with.",Negative,0,,66.84754180908203
"4. At the end of the six-day hearing he reserved his judgment 
which was delivered on 18 February.",Negative,0,,54.4881477355957
The RUC attempted to withhold a number of documents mainly on the grounds of the need to protect the identity of individuals but the Judge refused to accept Mr Faulkner’s certificate and Counsel appealed against this ruling.,Negative,0,,49.69048309326172
"The case was adjourned until 22 December when, in the absence of an undertaking to Moore, the Judge ruled that his evidence could be taken in absentia by virtue of a sworn affidavit.",Negative,0,,22.49826431274414
"Only one Ministry of Defence document, a Brigade Order less some appendices, was withheld on grounds of security, and the Judge accepted the Secretary of State’s certificate without apparent demur on 17 November.",Negative,0,,112.3864517211914
"The judgment was that the plaintiff had been wrongfully arrested and detained (due to procedural irregularity) and that he had suffered sufficient in the way of assault, even if many of the allegations of serious ill-treatment had not been proved, to justify the award of the total sum of £300 claimed.",Negative,0,,22.025596618652344
"This can be construed to mean broadly that the Judge considered the treatment established 
by the Compton Report by itself to constitute assault as justifying the portion of the £300 damages which was not attributable to wrongful arrest and imprisonment.",Positive,1,"This can be construed to mean broadly that the Judge considered the treatment established 
by the Compton Report by itself to constitute assault as justifying the portion of the £300 damages which was not attributable to wrongful arrest and imprisonment.",118.90383911132812
"REFERENCE TO SUBSEQUENT AGGRAVATION OF SITUATION WAS A STATEMENT OF HISTORIC FACT, NOT OF CAUSE AND EFFECT.",Negative,0,,11.211603164672852
"4. HE CONFIRMED THAT REPLY TO PRIME MINISTER’S MESSAGE COULD 
BE EXPECTED VERY SHORTLY, PROBABLY ON MONDAY.",Negative,0,,34.0774040222168
I HAVE NOW SEEN CASAROLI WHO WAS AWAY WHEN YOUR TELNO.,Negative,0,,185.27220153808594
2. CASAROLI CONFIRMS ENTIRELY MY INTERPRETATION OF SIGNIFICANCE.,Negative,0,,55.30182647705078
TO IMMEDIATE F.C.,Negative,0,,34.144615173339844
HE HAD NOT HEARD OF ANY ATTEMPT BY IRISH TERRORISTS TO CLAIM POPE’S STATEMENT HAD CRITICISED US SEMICOLON HAD I ?,Negative,0,,52.93036651611328
THERE WAS NO INTENTION TO CONDEMN.,Negative,0,,33.82400894165039
"HE AGREED WITH MY SUGGESTION THAT IF WE WERE THINKING OF SENDING ANY FURTHER MESSAGE, WE SHOULD AWAIT THAT REPLY FIRST.",Negative,0,,11.466588020324707
TELNO.,Negative,0,,527.8510131835938
"3. HE REGRETTED MISUNDERSTANDING BY ’’ TELEGRAPH’’, BUT SAID 
THAT THE POPE’S STATEMENT WOULD HAVE BEEN READ IN IRELAND IN CONJUNCTION WITH THE WORDS OF CARDINAL CONWAY (WHICH HAVE NOT BEEN REPORTED TO ME) WHICH WOULD HAVE HELPED TO PUT EMPHASIS CORRECTLY ON POSITIVE PART OF MESSAGE.",Negative,0,,22.238250732421875
"HE CLAIMED THAT ORIGINAL ITALIAN TEXT WAS PERFECTLY CLEAR 
- A POINT I FOUND HARD TO ACCEPT SINCE EVEN ENGLISH EDITION OF SEMI - OFFICIAL ’’ L’OSSERVATORE ROMAN"" ""FAILS TO BRING IT OUT.",Negative,0,,68.09361267089844
MY TELNO.,Negative,0,,262.61279296875
"48 OF 3 SEPTEMBER 1971 INFO PRIORITY DUBLIN, UKREP BELFAST.",Negative,0,,157.61582946777344
"IF NOT, THIS WOULD CONFIRM THAT INTERPRETATION IN ’’ TELEGRAPH ’’ WAS UNJUSTIFIED.",Negative,0,,30.674644470214844
"HE CONFIRMED THAT IT WOULD PROBABLY BE INAPPROPRIATE FOR ME, AS CHARGE, TO SEEK TO DELIVER ANY FURTHER MESSAGE PERSONALLY TO HIS HOLINESS.",Negative,0,,15.409778594970703
OF REFERENCE TO ’’ EXCEPTIONAL MEASURES OF SECURITY’’.,Negative,0,,25.25448226928711
O.,Negative,0,,19.109128952026367
46. NORTHERN IRELAND.,Negative,0,,31.601011276245117
"17 
WAS RE EIVED YESTERDAY.",Negative,0,,355.2237548828125
"QUESTIONS FOR WRITTEN ANSWER ON TUESDAY 27 JUNE 1972 
Mr Stallard ( St.",Negative,0,,81.07682800292969
"The Civil Authorities (Special Powers) Act (Northern Ireland) 1933 provided that the 1922 Act should remain in force until Parliament otherwise determined, and it has remained in force ever since.",Negative,0,,17.410381317138672
"Pancras, North): To ask the Secretary of State for Northern Ireland, when the Special Powers Act was last renewed; what is the normal procedure for its renewal; and if he will make a statement on this matter.",Negative,0,,17.524982452392578
"Pancras, North) : To ask the Secretary of state for Northern Ireland, when he expects to be able to make a report on the progress of the review of the Northern Ireland Special Powers Act; and if be will make a statement.",Negative,0,,25.051307678222656
The review is under way and I will report to the House on its progress as such as I can.,Negative,0,,34.05537796020508
"DRAFT REPLY The Civil Authorities (Special Powers) Act 
(Northern Ireland) 1922 was renewed annually by the Northern Ireland Parliament until 1928 when it was renewed for a period of five years.",Negative,0,,53.1616325378418
Mr Stallard (St.,Negative,0,,166.76406860351562
I have announced that I an reviewing the Act and the Regulations made under it.,Negative,0,,58.02475357055664
"If it should become necessary for 
Army personnel to carry out interrogation in order to obtain intelligence in any future military operations, the methods used would be based on the practice of the civil police in the United Kingdom.",Negative,0,,28.624311447143555
"5. Role of the Army in respect of interrogation 
For the reasons that I have already explained to Peter Gregson this morning the references to detention and internment should be avoided since the Army are concerned with guarding internment centres and providing support to the Prison Staff in the event of disturbances in the camps, and at Long Kesh military police are controlling entry and exit.",Negative,0,,54.27073669433594
It is necessary only to deal with the point at issue and we suggest therefore that the answer in this case should be confined to the final paragraph of the instruction to the GOC which was discussed at the Prime Minister’s meeting this morning.,Negative,0,,45.440773010253906
As we are saying that interrogation in depth will continue where necessary the next question could be what techniques will be used.,Negative,0,,124.426025390625
Although this paragraph does refer to the use of techniques for the purposes of security and safety the recommendation to issue guidelines was largely in the context of using the techniques for interrogation and this is now overtaken by the Government’s decision.,Negative,0,,71.5882339477539
Also we would not want to imply that the Army are concerned with these processes in Northern Ireland.,Negative,0,,52.641639709472656
"So far as the Army is concerned the position is: 
""When the Army is operating in aid of the civil power, the conduct of interrogation remains a matter for the civil authorities.",Negative,0,,26.947010040283203
"No, doubt the Home Office will advise in this respect.",Negative,0,,112.28157043457031
"STATEMENT ON THE PARKER REPORT NOTES FOR SUPPLEMENTARIES 
1. Future of interrogation in depth 
The second sentence might better read ""It is only the specific techniques examined in the Parker Report and employed as an aid to interrogation which are to be discontinued.""",Negative,0,,62.6569938659668
"The methods to be used in training servicemen to resist interrogation by an enemy are under review.""",Negative,0,,61.10234451293945
"The point could be simply made by saying ""Appropriate instructions have been given to the Army as regards wall-standing: persons in Army custody will not be hooded These instructions of course only apply to the Army and leave open the question of the RUC.",Negative,0,,52.81449508666992
"2. Use of other techniques in other circumstances 
The reference to paragraph 36 of the Majority Report in the last sentence is unnecessary.",Negative,0,,97.65081787109375
"The total nuwbr of wanted p.oode arr 
(asoompared with 106 in there LIgh.",Negative,0,,2995.4833984375
"m enetellt 
of, 3, An up-rtowanted prson ’’C ’(-’ f r Frs iey 
the total breaks down irto c ories of Importsm, 4. 
;. r r,’r’f r,;; dove i ntetrrnet ace ""rto ’u ua oidct o that’ 
Depending on the size of the new figure, it may be necezzry to re-eni dation, to enzure that te 
trw> t,(Ac of people on the wanted 1izt wto can -a 
*xpected, according to the trens, to be detained and interned.",Negative,0,,351.6656799316406
0lble svm .,Negative,0,,4711.73876953125
"qA4 1.:. ,;,.In the 24 k?,;",Negative,0,,851.3191528320312
"into te rck*ng axro 
:,oof the factors which cm S. ao s’af it would to for the securty fores to eeui; 1 j 
b, wheter sand in Wat way the policy n nternAmnt would have to be rwierd (whi, stri stly speaking, is primarily mtter for te Northern Irelanrd GCwro et) 
a A /c. . 1 ii S y x",Negative,0,,873.5549926757812
"toars a truce’ 
5. There are straws in the wir to suggest t at som move may be made - by the 
IRA or by,a third party, such as th; Catholic hierarchy - to propose some sort -V rv w- se fire.",Negative,0,,447.4952087402344
N Podt iwjded.,Negative,0,,3601.813720703125
"nt (all JI 14’t w, ;t nd orfo to :""wavn Mite one sM ar s» kinh 
regular ooouranc, tb, 2. 41 ’sated 
t, tiner *0 Jngd)i4t J ar4 tw , 
Y tba roo #n~ J f Ln ere om p riod.",Negative,0,,923.2067260742188
~ibeb.~~ 1i) I ’A(~ J: I’ f.’4 1.J ~!,Negative,0,,446.6544189453125
Conside!,Negative,0,,1526.1063232421875
"ation is beig given, by te departments Crcer a, te4 r. ni%e ihicL the Go0v4nnt seould make if such a prcposal mazerialised.",Negative,0,,940.3569946289062
