text,strlabel,labels
"AT ALL TIMES IT HAS BEEN CUR AIM TC 
ET ALICE ANY CCNEICERASTICNS CF PCLITICS CR PCPULAkITY, AND IT VAE EY THAT SINGLE CFITERION THAT WE CECIDED IN 
. Het’ EyTfACRCI""AFY IT IS TAT, EVEN IN CERTAIN 
TC PUT FIFET THE SAFETY CF THIS CCUNTRY AND ALL VHO LIVE IN IT. 
AUGUET LAST THAT THE TERRCRST CCNSPIRACY MUST BE .ChECKED, A1D TAT 1C: UE FCR THAT PURPCEE THE ORDINARY MACHINERY OF IHE Lh- AVCULD PE TC EYPCE TCC MANY PECPLF. TO INTIMIDATlCN A`L CLAT",J_Emergency-Policy,1
"V/ THE SITLATIC ’EFCFE 
C"" THE CCN’TFAFY, IT VAS DETERICFATIING, DAY BY CAY AND WEEK PY VEEK. ""’CT C’LN ’EE 
’E L.CSIG LES AND PROPERTY EUT ’ACST CAAI""’G C f ALL - VE VERE SHCVING SIGNE CF w LCSS CF 
CCF IP’CE /""’ / LC¶S CF I CPE. WHAT GCVERNMENT WITH A SHRED Cr RE-=C""I rIL ITY ’C Iis PLCPLE CCULD HAVE ALLCWEC THAT SITU/1 !C’ T CV.T I""UIE",J_Utilitarian-Deterrence,4
"ANC ACCO:PANYING THAT HAS 
PEEN’ AN UT TERLY U’SCFUPULCUS PROPAGANCA CAMPAIGN
",J_Terrorism,5
"V/ THE SITLATIC ’EFCFE 
C"" THE CCN’TFAFY, IT VAS DETERICFATIING, DAY BY CAY AND WEEK PY VEEK. ""’CT C’LN ’EE 
’E L.CSIG LES AND PROPERTY EUT ’ACST CAAI""’G C f ALL - VE VERE SHCVING SIGNE CF w LCSS CF 
CCF IP’CE /""’ / LC¶S CF I CPE. WHAT GCVERNMENT WITH A SHRED Cr RE-=C""I rIL ITY ’C Iis PLCPLE CCULD HAVE ALLCWEC THAT SITU/1 !C’ T CV.T I""UIE",J_Law-and-order,7
"AT ALL TIMES IT HAS BEEN CUR AIM TC 
ET ALICE ANY CCNEICERASTICNS CF PCLITICS CR PCPULAkITY, AND IT VAE EY THAT SINGLE CFITERION THAT WE CECIDED IN 
. Het’ EyTfACRCI""AFY IT IS TAT, EVEN IN CERTAIN 
TC PUT FIFET THE SAFETY CF THIS CCUNTRY AND ALL VHO LIVE IN IT. 
AUGUET LAST THAT THE TERRCRST CCNSPIRACY MUST BE .ChECKED, A1D TAT 1C: UE FCR THAT PURPCEE THE ORDINARY MACHINERY OF IHE Lh- AVCULD PE TC EYPCE TCC MANY PECPLF. TO INTIMIDATlCN A`L CLAT
",J_Terrorism,5
"(This is in fact an option which should be open to the Government not only in the context of would-b traces but also in the event of any signs of a political thaw following fresh initiatives,)",J_Political-Strategic,0
oe relaxation would anyway be justified on security,J_Legal_Procedure,6
oe relaxation would anyway be justified on security,J_Emergency-Policy,1
"in particmiss, eins internment has so clearly become the 
central factor in the Catholic’cmmunity’s willingness or wnwillingnese to o-operate, it would be both feasible and essential 
- in a situation of much-reduced terrorism - for the 
Governmentf broad hints to include some indication of willingness to modify the internment policy,",J_Terrorism,5
"in particmiss, eins internment has so clearly become the 
central factor in the Catholic’cmmunity’s willingness or wnwillingnese to o-operate, it would be both feasible and essential 
- in a situation of much-reduced terrorism - for the 
Governmentf broad hints to include some indication of willingness to modify the internment policy,
",J_Political-Strategic,0
"THESE OPERATIONS ARE THUS A NECESSARY PRELUDE TO THE RESTORATION OF GREATER HARMONY BETWEEN THE COMMUNITIES IN NORTHERN IRELAND.
",J_Development-Unity,9
"WHILE I NATURALLY WELCOME CONTACTS WITH YOU AS THE HEAD OF A FRIENDLY GOVERNMENT, AND WHILE MR. FAULKNER AND I HAVE OFTEN MADE CLEAR OUR DESIRE TO SEE GREATER CO-OPERATION BETWEEN ALL GOVERNMENTS CONCERNED IN PROMOTING THE MUTUAL PROSPERITY AND WELL-BEING OF THE PEOPLES OF NORTHERN IRELAND AND THE REPUBLIC, I CANNOT ACCEPT THAT ANYONE OUTSIDE THE UNITED KINGDOM CAN PARTICIPATE IN MEETINGS DESIGNED TO PROMOTE THE POLITICAL DEVELOPMENT OF ANY PART OF THE UNITED KINGDOM.
",J_Development-Unity,9
"YOUR TELEGRAM TODAY IS UNJUSTIFIED IN ITS CONTENT, UNACCEPTABLE IN ITS ATTEMPT TO INTERFERE IN THE AFFAIRS OF THE UNITED KINGDOM, AND CAN IN NO WAY CONTRIBUTE TO THE SOLUTION TO THE PROBLEMS OF NORTHERN IRELAND.",J_Misc,3
YOU SHOULD KNOW THAT THE PRINCIPLE OF EQUALITY OF TREATMENT FOR EVERYONE IN NORTHERN IRELAND IRRESPECTIVE OF POLITICAL VIEWS OR RELIGION IS THE ACCEPTED POLICY OF THE GOVERNMENTS OF THE UNITED KINGDOM AND OF NORTHERN IRELAND AND IS BEING FULLY IMPLEMENTED.,J_Denial,2
"I FIND YOUR REFERENCE TO SUPPORTING THE POLICY OF PASSIVE RESISTANCE NOW BEING PURSUED BY CERTAIN ELEMENTS IN NORTHERN IRELAND CALCULATED TO DO MAXIMUM DAMAGE TO THE CO-OPERATION BETWEEN THE COMMUNITIES IN NORTHERN IRELAND WHICH IT IS OUR PURPOSE, AND I WOULD HOPE WOULD BE YOUR PURPOSE, TO ACHIEVE;",J_Development-Unity,9
"THE MILITARY OPERATIONS TO WHICH YOU REFER ARE DESIGNED SOLELY FOR THE DEFENCE OF THE PEOPLE AGAINST ARMED TERRORISTS WHOSE ACTIVITIES, MANY OF WHICH ORIGINATE IN OR ARE SUPPORTED FROM THE REPUBLIC, I HOPE YOU WOULD DEPLORE AND JOIN US IN SUPPRESSING.",J_Terrorism,5
"This means that he cannot be reinterned unless
",J_Emergency-Policy,1
"If that is agreed, it is important 
not to lose sight of the fact that neither releases from internment nor internment orders themselves are pure acts of policy. 
If an internment order depends on the 
individual concerned being a danger to public security, then his release must imply that that danger is no longer present. 
some new situation arises, ie that he himself re-engages in illegal activity or that the general situation has deteriorated.
",J_Emergency-Policy,1
"If in fact the 
category C. internees are all about equal from the point of view of danger to the public safety, then the moment some of them are released the continued detention of the others in category C. is called into question. 
This 
seems to mean that the matter will have to be dealt with on a strictly individual basis, and it also means that only general conditions can be applied to the continued rundown of internment.
",J_Misc,3
These dangers are somewhat mitigated,J_Misc,3
"If in fact the 
category C. internees are all about equal from the point of view of danger to the public safety, then the moment some of them are released the continued detention of the others in category C. is called into question. 
This 
seems to mean that the matter will have to be dealt with on a strictly individual basis, and it also means that only general conditions can be applied to the continued rundown of internment.",J_Emergency-Policy,1
"in view of the difficulties you described, the ministry of Defence have agreed to finance the construction of the accomodation for the time being.
",J_Misc,3
Perhaps you will find it useful if we could arrange another meeting to discuss the terms on which Northern Ireland would use Ministry of Defence property if it proves necessary to do so and the other consequential arrangements such as staffing.,J_Misc,3
a Ministry of Defence team is being despatched to examine the accommodation possibilities if a policy of internment is adopted.,J_Misc,3
"It might be best to confine discussion to the purely military aspects 
and to discuss such matters as legal problems (Items 3 and 4 of the Annex) under the Civil Contingency Planning item on the agenda.",J_Legal_Procedure,6
"It might be best to confine discussion to the purely military aspects 
and to discuss such matters as legal problems (Items 3 and 4 of the Annex) under the Civil Contingency Planning item on the agenda.",J_Emergency-Policy,1
"The internment operation has been a considerable success technically 
Those detained include a considerable number of both the Goulding and Brady wings of the IRA. The evidence is that both wings have been much more seriously disrupted than statements from IRA sources suggest, and while they will undoubtedly continue to give trouble, there is reasonable hope that, with increased vigilance at the border, terrorist activity wi11 now be at a lower level than in the weeks before internment.",J_Utilitarian-Deterrence,4
"The reaction on the part of the minority to the decision to ban the 
marches, starting with the Apprentice Boys, has been disappointing.",J_Political-Strategic,0
"The internment operation has been a considerable success technically 
Those detained include a considerable number of both the Goulding and Brady wings of the IRA. The evidence is that both wings have been much more seriously disrupted than statements from IRA sources suggest, and while they will undoubtedly continue to give trouble, there is reasonable hope that, with increased vigilance at the border, terrorist activity wi11 now be at a lower level than in the weeks before internment.",J_Terrorism,5
"But internment is only a means to an end: and the political and social consequences have been serious - more serious than many people Is 
Northern Ireland expected.",J_Misc,3
"Our approach 1. ""Terrorism"" no doubt connotes violence, and violence for political ends. This could arise under normal conditions, in which case those suspected of such conduct would be dealt with in the same way as any other persons suspected of crime. We do not, however, construe our terms of reference as including in our inquiry ordinary police interrogation. We have accordingly confined our inquiry to interrogation in circumstances where some public emergency has arisen as a result of which suspects can legally be detained without trial.",J_Emergency-Policy,1
"Our approach 1. ""Terrorism"" no doubt connotes violence, and violence for political ends. This could arise under normal conditions, in which case those suspected of such conduct would be dealt with in the same way as any other persons suspected of crime. We do not, however, construe our terms of reference as including in our inquiry ordinary police interrogation. We have accordingly confined our inquiry to interrogation in circumstances where some public emergency has arisen as a result of which suspects can legally be detained without trial.",J_Terrorism,5
"Our approach 1. ""Terrorism"" no doubt connotes violence, and violence for political ends. This could arise under normal conditions, in which case those suspected of such conduct would be dealt with in the same way as any other persons suspected of crime. We do not, however, construe our terms of reference as including in our inquiry ordinary police interrogation. We have accordingly confined our inquiry to interrogation in circumstances where some public emergency has arisen as a result of which suspects can legally be detained without trial.",J_Legal_Procedure,6
"8. Technically the complete ban on marches which was imposed concurrently with the introduction of internment was only for six months - and is therefore due to lapse at the end of January, if not renewed. For both political and military reasons it seems essential that the ban should in fact be continued and the GOC is accordingly pressing for it to be renewed.",J_Political-Strategic,0
"The least unprofitable outcome of this part of the discussion would be 
an undertaking by Mr. Faulkner - ? which might be publicly quoted that internment will he Definitely brought to an end as soon as political stability is restored (unless criminal charges can be preferred in the normal way).",J_Misc,3
"Begin by trying to get agreement that no democratic government can 
afford to give way to violence and that, if violence escalates to a certain pitch, there may be no alternative to some kind of internment policy.
",J_Emergency-Policy,1
"Then, try to get Mr. Faulkner to justify the way in which internment 
has been carried out and the treatment which has been given to the internees. (Some reference to the conditions at Long Kesh; the Red Cross inspection; the derogation under the European Convention on Human Rights, etc
",J_Misc,3
"This may be the most difficult part of the discussion, since it 
represente the issue where Mr. Faulkner can least afford to give ground but Mr. Lynch may be most concerned to extract some concession as his price for supporting the Horne Secretary’s discussions (if he is otherwise prepared to do so).",J_Political-Strategic,0
"Back this up with an undertaking that the appeals procedure (due to 
begin on Saturday) will be conducted as rapidly as possible and will embrace all internees, whether they appeal or not.",J_Legal_Procedure,6
"Begin by trying to get agreement that no democratic government can 
afford to give way to violence and that, if violence escalates to a certain pitch, there may be no alternative to some kind of internment policy.
",J_Misc,3
"Then, try to get Mr. Faulkner to justify the way in which internment 
has been carried out and the treatment which has been given to the internees. (Some reference to the conditions at Long Kesh; the Red Cross inspection; the derogation under the European Convention on Human Rights, etc
",J_Denial,2
"Back this up with an undertaking that the appeals procedure (due to 
begin on Saturday) will be conducted as rapidly as possible and will embrace all internees, whether they appeal or not.
",J_Denial,2
"The least unprofitable outcome of this part of the discussion would be 
an undertaking by Mr. Faulkner - ? which might be publicly quoted that internment will he Definitely brought to an end as soon as political stability is restored (unless criminal charges can be preferred in the normal way).",J_Emergency-Policy,1
"Play down the prospect of further internment. (In this connection I 
have told Sir Harold Black that, while we are not asking the Government of Northern Ireland to stop pulling people in, they should keep very quiet about the existence of a further list with as many as 200 names on it. 
Typically, 
he did not even know that the list existed!).",J_Denial,2
"Play down the prospect of further internment. (In this connection I 
have told Sir Harold Black that, while we are not asking the Government of Northern Ireland to stop pulling people in, they should keep very quiet about the existence of a further list with as many as 200 names on it. 
Typically, 
he did not even know that the list existed!).
",J_Misc,3
(These rules follow the broad principles for the treatment of persons under arrest or detention during civil disturbances as laid down in Article 3 of the Geneva Convention relative to the Treatment of Prisoners of War (1949)).,J_Denial,2
Intelligence is the. key to successful operations,J_Intelligence,10
Intelligence is the. key to successful operations,J_Terrorism,5
"The general rules governing the custody of detainees and the 
processes of interrogation have been reviewed from time to time by the Government Departments and agencies concerned in the light of experience gained in the various internal security operations in which HMG have been involved since the last war.",J_Intl-Domestic_Precedent,11
"Arrests 
- 342 men were arrested on August 9 in a highly successful 
operation in very difficult circumstances. No force but the minimum necessary was used to achieve arrest. The men concerned were likely to resist arrest and many of them were likely to be armed; in these circumstances the army’s performance was highly creditable.
",J_Misc,3
"The whole operation, arrests followed by the interrogation of a small number of suspects (14),yielded information of great value without which the security forces could not defend the ordinary civilian against the campaign of terror and murder.",J_Misc,3
"The whole operation, arrests followed by the interrogation of a small number of suspects (14),yielded information of great value without which the security forces could not defend the ordinary civilian against the campaign of terror and murder.
",J_Terrorism,5
"The whole operation, arrests followed by the interrogation of a small number of suspects (14),yielded information of great value without which the security forces could not defend the ordinary civilian against the campaign of terror and murder.",J_Law-and-order,7
"Arrests 
- 342 men were arrested on August 9 in a highly successful 
operation in very difficult circumstances. No force but the minimum necessary was used to achieve arrest. The men concerned were likely to resist arrest and many of them were likely to be armed; in these circumstances the army’s performance was highly creditable.",J_Denial,2
The operation should be seen against the background of the fight against a ruthless and murderous enemy; that is to say criminals who ish to impose their will by violence and terror. This year there have been over 800 bomb explosions in Northern Ireland; hospitals have treated nearly 600 victims of violence; of these more than 200 were British soldiers; almost two thirds of the civilian casualties were women including girls disfigured for life in explosions. These things have been done by the IRA.,J_Terrorism,5
"also had evidence that some of those previously in internMent had returned to terrorism, and he was criticised for the resultant deaths.",J_Utilitarian-Deterrence,4
"also had evidence that some of those previously in internMent had returned to terrorism, and he was criticised for the resultant deaths.",J_Terrorism,5
Some of those still in internment were dedicated to the most extreme forms of violence.,J_Emergency-Policy,1
"that your remarks have made much 
more difficult the task of all of us who want to see people of both communities in Northern Ireland sharing the benefits and undertaking some of the responsibilities of an ordered society, and can only strengthen the hand of the extremists.",J_Law-and-order,7
You have yourself recognised on occasion that it is a necessary means to an end in certain circumstances.,J_Intl-Domestic_Precedent,11
"We must bring violence to an end, and internment has been introduced only as a means of achieving this.",J_Emergency-Policy,1
"that your remarks have made much 
more difficult the task of all of us who want to see people of both communities in Northern Ireland sharing the benefits and undertaking some of the responsibilities of an ordered society, and can only strengthen the hand of the extremists.",J_Terrorism,5
"ONE OF THE THINGS I MUST HAVE FOR MY MEETING 
WITH MR LYNCH WILL BE FULL DETAILS OF WHAT HAS HAPPENED OVER THE INTERNMENT AND DETAILS OF INTERNEES IN ORDER TO COUNTER THE ARGUMENT THAT MANY OF THEM HAVE NOT BEEN CONCERNED WITH VIOLENCE BUT ARE JUST ACTIVE REPUBLICANS.",J_Terrorism,5
"20. As a direct result of these two operations the following new information was obtained: (1) Identification of a further 700 members of both I.R.A. factions, and their positions in the organisations. (2) Over 40 sheets giving details of the organisation and structure of I.R.A. units and sub-units. (3) Details of possible I.R.A. operations; arms caches; safe houses; communications and supply routes, including those across the border; and locations of wanted persons. (4) Details of morale, operational directives, propaganda techniques, relations with other organisations and future plans. (5) The discovery of individual responsibility for about 85 incidents recorded on police files which had preivously remaind unexplained. 21. It is also not without significance that the rate at which arms, ammunication nad explosives discovered in Northern Ireland by the Security Forces increased markedly after 9th August, and much the greater part of the haul has resulted either directly or indirectly from information obtained by interrogation in depth. Details of the total amount discovered in 1971 are as follows: 1 January to 8 August, 9 August to 31 December: Machine guns: 1, 25; Rifles: 66, 178; Pistols/Revolvers: 86, 158; Shotguns: 40, 52; Rockets: --, 55; Ammunition: 41000 rounds, 115000 rounds; Explosives: 1194 lbs., 2541 lbs.",J_Intelligence,10
"Coming to recent times, the position in Northern Ireland prior to August 1971 was that the Security Forces were in need of hard intelligence. Information obtained by the R.U.C. by ordinary police interrogation had failed to provide anything but a general picture of the I.R.A. organization.",J_Intelligence,10
"So far as the operations in Northern Ireland are concerned, however, the information given was quickly proved to be correct except in a few cases in which incorrect descriptions were given of persons who could not be identified by name. 23. A further advantage was the ""snowball"" effect generated by following up the information thus obtained. Moreover, the indirect effect of these two operations of interrogation was that further information could be, and was, more readily obtained by ordinary police interrogation.",J_Intelligence,10
"The fact that some of the prisoners involved in the Mountjoy Prison 
riot have been removed to the Curragh has led to charges that internment is being introduced by the back door, but this was denied by the Minister for Justice, Mr O’Malley.",J_Denial,2
"Where these procedures contain departures from the normal judicial process 
the commissioners’ inquiries are in private, 
for example, and the person who is the subject of the enquiry may be excluded from parts of it) these are necessary because, as the Commission reported, witnesses will not give evidence in the ordinary courts.
",J_Legal_Procedure,6
"Where these procedures contain departures from the normal judicial process 
the commissioners’ inquiries are in private, 
for example, and the person who is the subject of the enquiry may be excluded from parts of it) these are necessary because, as the Commission reported, witnesses will not give evidence in the ordinary courts.",J_Misc,3
"no-one may be detained for more than 28 days without his case being referred for adjudication to an independent, legally-qualified commissioner
",J_Legal_Procedure,6
"a person detained by order of a commissioner has a right of appeal to an independent tribunal
",J_Legal_Procedure,6
The procedures contain all possible safeguards against injustice.,J_Legal_Procedure,6
"the commissioner must enquire into any case referred to him to see whether the person has been concerned in terrorism, and, if so, whether his detention is necessary for the protection of the public",J_Law-and-order,7
"(d) a person appearing before a commissioner is given in advance a statement of the terrorist activities he is alleged to have engaged in; 
(e) such a person may give evidence and be legally represented.
",J_Denial,2
"the commissioner must enquire into any case referred to him to see whether the person has been concerned in terrorism, and, if so, whether his detention is necessary for the protection of the public",J_Terrorism,5
The procedures contain all possible safeguards against injustice.,J_Denial,2
"This is a far cry from internment.
",J_Denial,2
"(d) a person appearing before a commissioner is given in advance a statement of the terrorist activities he is alleged to have engaged in; 
(e) such a person may give evidence and be legally represented.
",J_Legal_Procedure,6
"a person detained by order of a commissioner has a right of appeal to an independent tribunal
",J_Denial,2
"Following the decision of the Northern Ireland Government, after",J_Legal_Procedure,6
"consultation with Her Majesty’s Government, to exercise powers of detention and internment where necessary, the formal authority for the removal of certain individuals from the place specified in their detention orders to the interrogation centre was given by the Northern Ireland Minister of Home Affairs.
",J_Misc,3
"In dealing with a terrorist campaign such as that in Northern 
Ireland intelligence is the key to successful operations; and the key to intelligence is information regarding the operations, dispositions and plans of the terrorists.",J_Intelligence,10
"consultation with Her Majesty’s Government, to exercise powers of detention and internment where necessary, the formal authority for the removal of certain individuals from the place specified in their detention orders to the interrogation centre was given by the Northern Ireland Minister of Home Affairs.
",J_Legal_Procedure,6
"In dealing with a terrorist campaign such as that in Northern 
Ireland intelligence is the key to successful operations; and the key to intelligence is information regarding the operations, dispositions and plans of the terrorists.",J_Terrorism,5
"Following the decision of the Northern Ireland Government, after",J_Misc,3
"would be for it.""
",J_Intl-Domestic_Precedent,11
"That was the main point, and indeed O’Sullivan came back several 
times to the possibility of internment in the South",J_Intl-Domestic_Precedent,11
"If this were acceptable in terms 
of security, it would represent a more definite move in the right direction and a more constructive earnest of the Government’s intentions than the essentially negative presentation adopted by the draft statement, particularly in the sentence at the end of the third paragraph.",J_Political-Strategic,0
"This leads one to speculate whether the almost inevitable Roman 
Catholic hostility to an announcement in the form of the draft annexed to the Secretary of State’s memorandum might be moderated (with possibly favourable consequences for the attitude of the SDLP) if the announcement was rather more positively worded, particularly by including an undertaking to introduce parallel legislation to dismantle the Special Powers Act, and if, at the same time as the announcement, all except the really hard core internees and detainees were released.
",J_Misc,3
"This leads one to speculate whether the almost inevitable Roman 
Catholic hostility to an announcement in the form of the draft annexed to the Secretary of State’s memorandum might be moderated (with possibly favourable consequences for the attitude of the SDLP) if the announcement was rather more positively worded, particularly by including an undertaking to introduce parallel legislation to dismantle the Special Powers Act, and if, at the same time as the announcement, all except the really hard core internees and detainees were released.
",J_Political-Strategic,0
"If this were acceptable in terms 
of security, it would represent a more definite move in the right direction and a more constructive earnest of the Government’s intentions than the essentially negative presentation adopted by the draft statement, particularly in the sentence at the end of the third paragraph.",J_Emergency-Policy,1
"And in any case could not that sentence be phrased the other way round 
as these difficulties are removed the Government will be able to begin 9. 
- i. e. ""As soon",J_Misc,3
"These operations are thus a necessary prelude to the restoration of greater harmony between the communities in Northern Ireland.
",J_Development-Unity,9
"The military operations to which you refer 
are designed solely for the defence of the people against armed terrorists whose activities, many of which originate in or are supported from the Republic, I hope you would deplore and join us in suppressing.",J_Terrorism,5
"I find your reference to supporting the 
policy of passive resistance now being pursued by certain elements in Northern Ireland calculated to do maximum damage to the cooperation between the communities in Northern",J_Development-Unity,9
"While I naturally welcome contacts with 
you as the head of a friendly Government, and while Mr. Faulkner and I have often made clear our desire to see greater co-operati on between all Governments concerned in promoting the 
mutual prosperity and well- being of the peoples and 
of Northern Ireland/the Republic, I cannot accept that anyone outside the United Kingdom can participate in meetings designed to promote the political development of any part of the United Kingdom.
",J_Development-Unity,9
"""In view of recent developments, Protestant terrorists may fall to be dealt with under the new order. It is not possible at the moment to define the categories which I will be prepared to consider for interim custody and for the time being I will consider applications in respect of them on their merits.""",J_Misc,3
"""In view of recent developments, Protestant terrorists may fall to be dealt with under the new order. It is not possible at the moment to define the categories which I will be prepared to consider for interim custody and for the time being I will consider applications in respect of them on their merits.""",J_Terrorism,5
"""Other terrorists who are known on the strength of reliable 
intelligence, to be an exceptionally serious threat to security, and for whom, in the absence of evidence which could form the basis of a criminal charge, a strong case could be made for an interim custody order. The persons and categories to whom this applies will be specified from time to time.""",J_Emergency-Policy,1
"""Other terrorists who are known on the strength of reliable 
intelligence, to be an exceptionally serious threat to security, and for whom, in the absence of evidence which could form the basis of a criminal charge, a strong case could be made for an interim custody order. The persons and categories to whom this applies will be specified from time to time.""
",J_Terrorism,5
"Because of this, and taking into account also the further damage which any serious public disorder however occasioned would do to commerce, industry and indeed the community as a whole.",J_Development-Unity,9
"Because of this, and taking into account also the further damage which any serious public disorder however occasioned would do to commerce, industry and indeed the community as a whole.",J_Law-and-order,7
"I have today made an order prohibiting all processions throughout Northern Ireland, with the exception of customary remembrance day parades organised by ex-servicemen’s organisations, for a period of six months.",J_Political-Strategic,0
"That is the aim we must now put before everything also,",J_Terrorism,5
"An experienced governor of this new compound could also help to decide 
whether the paper sift of the less dangerous was reasonably accurate and devise a regime to prepare the men for release.",J_Misc,3
"At the end of February, another compound at Long Kesh will be ready and it 
is proposed to transfer to it most of those in the less dangerous category. There are great difficulties in preventing control of internment camps from passing to the IRA leadership, but the opening of a new compound for the less intransigent provides an opportunity for establishing proper control.
",J_Misc,3
"In the first few months following the 
introduction of internment on 9 August the IRA terrorism was fairly effective. 
By November 
however the Army’s tactics began to have an impact. In January the Government were able to contemplate a situation arising in the spring or early summer when the IRA’s hold over the Catholic minority (except in London-derry) would have been loosened to the point where it might have become possible to hold talks of the kind envisaged by the Home Secretary in his statement of 7 September.",J_Terrorism,5
"In the first few months following the 
introduction of internment on 9 August the IRA terrorism was fairly effective. 
By November 
however the Army’s tactics began to have an impact. In January the Government were able to contemplate a situation arising in the spring or early summer when the IRA’s hold over the Catholic minority (except in London-derry) would have been loosened to the point where it might have become possible to hold talks of the kind envisaged by the Home Secretary in his statement of 7 September.",J_Misc,3
"""I am arresting you under the powers conferred by the Civil Authorities (Special Powers) Act (Northern Ireland) 1922""",J_Legal_Procedure,6
"We understand that the authorities accepted that in consequence of this security requirement, the operation would be carried out with a considerable element of local improvisation and might be attended by some administrative confusion, but that they considered this to be the lesser evil in relation to the paramount need to maintain security and achieve surprise.",J_Emergency-Policy,1
The Attorney General would support this proposal.,J_Legal_Procedure,6
"It is suggested therefore that you should 
agree that suspects arrested under Regulation 11 may now be held for questioning for up to 72 hours before being charged, released or made the subject of a detention order.
",J_Legal_Procedure,6
"The public emergencies in which alone we are concerned, though short of war in its ordinary sense, are in many ways worse than war. Guerilla warfare will be taking place within the country; friend and foe will not be identifiable; the rebels may be ruthless men determined to achieve their ends by indiscriminate attacks on innocent persons. If information is to be obtained, time must be of the essence of the operation.",J_Intelligence,10
"The public emergencies in which alone we are concerned, though short of war in its ordinary sense, are in many ways worse than war. Guerilla warfare will be taking place within the country; friend and foe will not be identifiable; the rebels may be ruthless men determined to achieve their ends by indiscriminate attacks on innocent persons. If information is to be obtained, time must be of the essence of the operation.",J_Emergency-Policy,1
It was also important that prompt action should be taken to set up the advisory committee for hearing representations against internment orders.,J_Denial,2
"s to the committee itself, he was in process of setting it up and had invited Judge Brown, a Northern Ireland county court judge, to preside. The apparatus of the committee would not be required until internment orders (as opposed to detention orders) had been made.",J_Legal_Procedure,6
THE PRIME MINISTER said that some action should be taken to refute suggestions that detention orders had been made out of mere political vindictiveness: for example by publishing a general description of those held in order to indicate their close involvement in terrorist activity.,J_Terrorism,5
"THE PRIME MINISTER said that, if support for the policies of the 2 Governments over internment was to be sustained in Great Britain, it was necessary to find a means to refute mischievous suggestions of deliberate brutality on the part of the security forces.
",J_Denial,2
"That is his judgment of the situation, and of 
course the decision is his, though he has reached it after consultation with us.",J_Misc,3
"their campaign have made it impossible for him to resist the pressures on him, not only from his political supporters but from the business community and others whos lives are being disrupted, for more drastic action.",J_Development-Unity,9
Clearly the effectiveness of internment in Northern Ireland could have been increased if you had felt able to take similar measures on your side of the border. But I judged from our Ambassador’s report of his recent talk with you that’ there was no prospect of that,J_Intl-Domestic_Precedent,11
"their campaign have made it impossible for him to resist the pressures on him, not only from his political supporters
",J_Political-Strategic,0
escalate their campaign have made it impossible for him to resist the pressures on him,J_Terrorism,5
"For our part, we made it clear that there could be no question of our accepting internment, an instructing our forces to help to implement it, if it was riot accompanied by a complete ban on marhes and parades of all kinds; and we have made clear our present view that that ban will need to remain in force as long as internment lasts,",J_Political-Strategic,0
Faulkner’s judgment was that the consequences of that for the community would be worse than the consequences of what is no proposed.,J_Utilitarian-Deterrence,4
"Following the decision of the Northern Ireland Government, after consultation with Her Majesty’s Government, to exercise powers of detention and internment where necessary, the formal authority for the removal of certain individuals from the place specified in their detention orders to the interrogation centre was given by the Northern Ireland Minister of Home Affairs.",J_Misc,3
"In dealing with a terrorist campaign such as that in Northern Ireland intelligence is the key to successful operations; and the key to intelligence is information regarding the operations, dispositions and plans of the terrorists.",J_Terrorism,5
"Following the decision of the Northern Ireland Government, after consultation with Her Majesty’s Government, to exercise powers of detention and internment where necessary, the formal authority for the removal of certain individuals from the place specified in their detention orders to the interrogation centre was given by the Northern Ireland Minister of Home Affairs.",J_Legal_Procedure,6
"In dealing with a terrorist campaign such as that in Northern Ireland intelligence is the key to successful operations; and the key to intelligence is information regarding the operations, dispositions and plans of the terrorists.",J_Intelligence,10
"If we want to keep the internees under restraint, and he thought we should, he could see no alternative to the present interment",J_Misc,3
"Wesshould put individuals in peril; and prejudice the sources of the information.
",J_Emergency-Policy,1
"First, the reason for interment is simply that while a good 
deal is known about active IRA members, the evidence, such as it is, 
would not inimost cases stand up in court. Examples are attached of the kind of information which is known about individuals. Much of it is simply not up to the standards of evidence required in the courts.
",J_Emergency-Policy,1
Wesshould put individuals in peril; and prejudice the sources of the information.,J_Utilitarian-Deterrence,4
"Secondly, even if the evidence did stand up, there are obvious and overriding objections to disclosing its nature to the defence or arranging for a confrontation between the security services and the person involved 
- which is the minimum of that is required for the hearing 
to be described as being in any way before a court.
",J_Emergency-Policy,1
The Attorney General cannot see how any moral accusatorial procedure could work.,J_Emergency-Policy,1
"This is also the view of Mr Dalton, He said that the evidence put before the Advisory Committee by Special Branch was adequate to enable the Committee to reach a judgment, but that it would not convince a court.",J_Legal_Procedure,6
"The House of Commons approved the Detention of Terrorists Order 1972 by 
179 votes to 32.",J_Terrorism,5
"In turn spoke certainly to perhaps also 
to Staff Sergeant Love and passed on the briefing in terms;""because the men were carrying out the task unarmed, and were so few in any one hut, that they should have firm but fair discipline in all huts and ensure hands were visible"".",J_Denial,2
"Meanwhile, however, arrests continues and as at 21 January, those in custody - whether under Regulation 10, under a detention order or 
in internment - numbered 758 (of whom 543 were interned).",J_Legal_Procedure,6
outrApee.,J_Terrorism,5
"Refernr:cr 1 i.w 1nl , orceplt tha olonnr1d orrect oprzations a.re to he 
conduted only an specific and local responses in tho event of terrorist
",J_Terrorism,5
"It is not the wish of the Secretary of State that the 
number of detention orders should be increased to any marked extent.",J_Misc,3
