,image_id,justification,level_2,text
2100,IMG_2175,J_Emergency-Policy,1,"acting or having acted, etc., in a manner prejudicial to the peace or where a document, etc., is found in hi possession."
2101,IMG_2175,J_Emergency-Policy,2,"The person arrested may not be guilty of a crime although he may be suspected or it. It must however be remembered in this context that under Section 2(4) of the Act a person is deemed to be guilty of an offence against the Regulations if he does an act ""of such a nature as to be calculated to be prejudicial to the preservation of the pace or maintenance of order""."
2107,IMG_2176,J_Emergency-Policy,1,"It could be argued In fact that this section applies to a person arrested without warrant under Regulation 11 of the Special Powers Act for the section says: ""Where a person arrested without warrant is not within 24 hours of his arrest released from custody the member of the R.U.C. in charge of the constabulary station where such person is in custody shall bring him or have him brought before a Magistrates’ Court as soon as practicable thereafter but, in any event, not later than 48 hours after his arrest""."
2114,IMG_2183,J_Emergency-Policy,1,"are suspected of having committed an offence against Regulation 24 A made under the Civil Authorities (Special Powers) Act (Northern Ireland) 1922. 
to this order and their detention Those named in the Annex referred to above Under Regulation 11 made under that Act any member of Her Majesty’s 
forces on duty when the occasion for the arrest arises may arrest without warrant any person who is suspected of having committed an offence against the Regulations."
2115,IMG_2183,J_Emergency-Policy,2,"Any member of Her Majesty’s Forces on duty may also, where it is 
necessary for the purpose of effecting an arrest in respect of any crime or any offence under the Regulations made under the Civil Authorities (Special Powers) Act Northern Ireland, 1922, exercise, by virtue of that Act, the like powers as may be exercised by a police constable in effecting arrest in a case where an arrestable offence has been committed. 
Under 
Section 2 (4) of the Act, a person shall be deemed to be guilty of an offence against the Regulations if he does any act of such nature as to be calculated to be prejudicial to the preservation of the peace or maintenance of order in Northern Ireland and not specifically provided for in the Regulations."
2121,IMG_2187,J_Emergency-Policy,1,"The security problem, both in GB and NI especially concerning the move of reinforcements and briefing of RUC"
2128,IMG_2190,J_Emergency-Policy,1,"Page 1 : (37,173) - (532,203)"
2135,IMG_2191,J_Emergency-Policy,1,"Page 1 : (44,88) - (541,137)"
2136,IMG_2191,J_Emergency-Policy,2,"Page 1 : (34,192) - (544,238)"
2142,IMG_2192,J_Emergency-Policy,1,"in the light of the latest assessment of the security situation in Northern Ireland and all. other relevant factors, and after consultation with the British Government, the Northern Ireland Govern ment has decided to activate its powers of internment so as to enable the security forces to arrest and detain people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland."
2149,IMG_2195,J_Emergency-Policy,1,"in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment so as to enable the security forces to arrest and detain peoplesuspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown, of law and order in Northern Ireland."
2156,IMG_2214,J_Emergency-Policy,1,should we decide that the security situation in Northern Ireland requires this step.
2163,IMG_2215,J_Emergency-Policy,1,"You will see that emphsis has been put on the 
security arguments for the introduction of internment."
2170,IMG_2235,J_Emergency-Policy,1,"Page 1 : (31,206) - (473,328)"
2177,IMG_2240,J_Emergency-Policy,1,", cutu e of te zicage’neQ 1n H Ireland -rmy troupe -T6 fecorasitd In u 1i ntlftvis er fiatoriae."
2184,IMG_2255,J_Emergency-Policy,1,r. Faulkner has stated that he would only contemplate internment if the Security Forces advised in favour of it.
2191,IMG_2256,J_Emergency-Policy,1,"in the light of the continuing high force levels in Northern Ireland in the foreseeable future, and of the indifferent living conditions which some units have to endure, the Ministry of Defence have a separate though related interest in the accommodation which an internment camp, while vacant, would provide"
2198,IMG_2263,J_Emergency-Policy,1,"It is rolovant that both Ur Chicheator-Clarke and Ur Faulknor Javo stated that.-they would. 
onl .contemplate internment .if the Security Foroos advised in favour of it."
2205,IMG_2281,J_Emergency-Policy,1,"You ITRELAND .A’- INT R1iE.NT uill know that considertion has been given to the need to 
tighten up security arrangements in Torthern Ireland and, in piticuilar, to the possibility of introducing internment under the Spcal.Powers Act."
2212,IMG_2294,J_Emergency-Policy,1,"Only in Belfast, where security problems are likely to be especially difficult, is this degree of support likely to be available;"
2219,IMG_2298,J_Emergency-Policy,1,in the course of the I.R.A. activities of 1956-62 a notice of derogation was in 1957 lodged in Strasbourg.
2220,IMG_2298,J_Emergency-Policy,2,"In response to recent demanded for internment the Prime Minister of Northern Ireland has said that if the security advisersthe G.O.C. and the Chief Constable of the R.U.C. 
should be used he would not hesitate to act."
2221,IMG_2298,J_Emergency-Policy,3,- recommend that these powers
2226,IMG_2299,J_Emergency-Policy,1,"the normal processes of investigation, detection and trial are obstructed by a wall of silence created either by intimidation or sympathy (but those Metropolitan Police C.I.D. may have more succes in getting evidence)."
2233,IMG_4742,J_Emergency-Policy,1,at official level our view is that it would be better to repeal the Acts altogether and start afresh with a new Act enabling Regulations to be made on a proclamation of emergency;
2240,IMG_4921,J_Emergency-Policy,1,"The reason for internment is that while a good deal is 
known about internees, the evidence, such as it is, would not in most cases stand up in court according to normal legal tests; further, even if the evidence were sufficient, there would be obvious objections to disclosing its nature to the defence or allowing a confrontation between the security forces and the accused. It is, therefore, sometimes suggested that special courts should be set up with their own procedure so that in appropriate cases persons at present interned could be brought before them."
2241,IMG_4921,J_Emergency-Policy,2,"If the problem were simply that juries perversely 
refused to convict, it would be possible by legislation to dispense with the jury system in such cases and to substitute appointed judges, magistrates or assessors. This is broadly the procedure which has been adopted in the past in the Republic of Ireland. But the special courts there are"
2247,IMG_4922,J_Emergency-Policy,1,required so far as possible to follow normal procedures as regards rules of evidence and standards of proof. This would not do for us.
2254,IMG_4943,J_Emergency-Policy,1,"""in the interest of security, warders should ensure that detained persons hands were visible and that a degree of discipline be maintained""."
2261,IMG_4972,J_Emergency-Policy,1,"Imprisonment without trial was described as being ""unjust"" and 
""immoral"". I am to observe that although article 5 of the Convention for the protection of Human Right and Fundamental Freedoms declares the principle that no one shall be deprived of his liberty unless convicted by a court of law, or for certain other limited reasons, article 15 recognises that this principle may have to be abrogated ""in time of war or other public emergency threatening the life of the nation""."
2268,IMG_4973,J_Emergency-Policy,1,"Security policies will inevitably be resented in those sections of the community in which are found those deemed to be working against the security of the whole community. There may well result a real belief on the part of some that the working of such policies is an attack on the rights of a minority. It is sadly true, however, that this belief, although mistaken, is actively fostered by others."
2275,IMG_4974,J_Emergency-Policy,1,Merely to advise the immediate ending of internment is to misunderstand the realities of the present situation and the need to protect the community generally; but any serious proposals for the ending of internment consonant with the general public interest will be most carefully considered by the Government.
2282,IMG_4988,J_Emergency-Policy,1,"there might well be situations when, in an emergency, the Government had to take action which was against the law and then pass an Act of Indemnity subsequently, but such occasions would necessarily be rare. 
This was the line which the Northern 
Ireland Government were proposing to take about what had happened."
2283,IMG_4988,J_Emergency-Policy,2,"The Prime Minister asked Lord Parker about the 
suggestion that was often made that special courts should be set up to try internees. Lord Parker said that he found it difficult to conceive of a criminal court in which the identity of a prosecution witness was kept secret from the accused and his legal representatives. There had been nothing like this in English legal history since we Seventeenth Century."
2289,IMG_5013,J_Emergency-Policy,1,"In Northern Ireland in normal times the powers of the police and prison officers in relation to those in custody are substantially the same except for an immaterial difference in their Judges’ Rules. 
Of 
the Regulations scheduled to the Civil Authorities (Special Powers) Act (Northern Ireland) 1922, Regulation 10 provides that ’Any officer of The Royal Ulster Constabulary, for the preservation of the peace and maintenance of order, may authorise the arrest without warrant and detention for a period of not more then 48 hours of any person for the purpose of interrogation’."
2296,IMG_5027,J_Emergency-Policy,1,"Under conditions of emergency, or near emergency, there is likely 
to be internal security legislation controlling the treatment of detainees and arrested persons. 
reflect prevailing conditions. 
Legislation will vary from country to country and Military personnel are to acquaint themselves 
with the laws of the country concerned, and will not act unlawfully under any circumstances whatever."
2303,IMG_5050,J_Emergency-Policy,1,"We feel sure that you do not intend us to cover police 
interrogation under ordinary conditions but only interrogation under emergency conditions short of war such as prevail in Northern Ireland, e.g. where persons can be lawfully detained without trial."
2310,IMG_4846,J_Emergency-Policy,1,"Major Chichester-Clark said that there were three 
possible sets of circumstances in which the Northern Ireland Government might be faced with the inevitability of a decision to introduce internment:(i) if the Government of the Republic started to intern; 
(ii) if the IRA proceeded to a campaign of political assassination;"
2317,IMG_4854,J_Emergency-Policy,1,"Page 1 : (138,164) - (582,229)"
2324,IMG_4855,J_Emergency-Policy,1,"All that said, it is possible to envisage a campaign of assassination and perhaps kidnapping in which the two governments would find a popular demand for internment too great to resist."
2331,IMG_5453,J_Emergency-Policy,1,"We have been told that Major Chichester-Clark is not pressing 
for these powers and would not do so unless the Security Forces advised him to do so."
2332,IMG_5453,J_Emergency-Policy,2,But what if political pressure causes him to change his mind?
2338,IMG_5460,J_Emergency-Policy,1,"It might be best to confine discussion to the purely military aspects 
and to discuss such matters as legal problems (Items 3 and 4 of the Annex) under the Civil Contingency Planning item on the agenda."
2345,IMG_5578,J_Emergency-Policy,1,"MR. FAULKNER said that he would not agree to any proposal for the use of the internment powers in the Civil Authorities (Special Powers) Acts, unless he was advised by the Army and the police that internment would bring IRA terrorism decisively to an end."
2352,IMG_0050,J_Emergency-Policy,1,"But the terrorist campaign continues at an unacceptable level, and I have had to conclude that the ordinary law cannot deal comprehensively or quickly enough with such ruthless viciousness."
2353,IMG_0050,J_Emergency-Policy,2,"I have therefore decided, after weighing all the relevant 
considerations, including the views of the security authorities and after consultation with HMG in the UK last Thursday, to exercise where necessary the powers of detention and internment vested in me as minister of Home Affairs."
2359,IMG_0051,J_Emergency-Policy,1,"I have taken this serious step solely for the protection 
of life and security of property in Northern Ireland."
2360,IMG_0051,J_Emergency-Policy,2,"It is with understandable reluctance that one uses these 
exceptional powers, but the organisations concerned are those which have murdered in cold blood, created situations which have led to death or injury to people quite uninvolved in disorder, maimed numerous people including young children and put at risk the jobs and the whole future of ntire communities."
2366,IMG_0053,J_Emergency-Policy,1,"I am sorry that this decision will inevitably interfere 
with rights and traditions cherished by many people, but I mut ask all concerned to accept it as truly necessary in the vital interests of th e country."
2367,IMG_0053,J_Emergency-Policy,2,"Over the last couple of years we have taken many steps to make it clear that we want (following word underlined) all the people of Northern Ireland to play a part in administerin and developing the country. 
in administrative structures can unit his community until we ut neither changes in law nor chang"
2373,IMG_0054,J_Emergency-Policy,1,"defeat - anduiiitc to defoa -those v io.ent non 1;ho scek 
to divide uo."
2374,IMG_0054,J_Emergency-Policy,2,"l’irm action on security io not a subutitutc for constructive change nor is it a sitch of policy: It is 3i..:hly\htjZ .:’2(cded toallo; the dera’IatCic kroccos to 
prevail over the rule of force. For force stands in the gray of all progress and thc men of force, whatever their 
protestations, are- the enemies of us all."
2380,IMG_0145,J_Emergency-Policy,1,"The Home Secretary replied that if it were not for the IRA 
campaign these people would still be in their own homes. It should be clearly 
understood that they were the victims of the IRA."
2387,IMG_0165,J_Emergency-Policy,1,"MR FAULKNER, THE PRIME MINISTER OF NORTHERN IRELAND, ANNOUNCED THIS MORNING, 9 AUGUST, THAT AFTER WEIGHING ALL THE RELEVANT CONSIDERATIONS, INCLUDING THE VIEWS OF THE SECURITY AUTHORITIES, AND AFTER CONSULTATION WITH THE BRITISH GOVERNMENT, THE NORTHERN IRELAND COVERNENT HAD DECIDED TO ACTIVATE ITS POWERS OF INTERNMENT."
2394,IMG_0167,J_Emergency-Policy,1,"IF ASKED WHY THE NORMAL PROCESSES OF LAW DO NOT SUFFICE, YOU SHOULD POINT TO THE EVIDENCE OF INTIMIDATION, BEATINGS, TARRING AND FEATHERINGS, AND UNEXPLAINED DEATHS WHICH HAVE OCCURRED IN AREAS WHERE THE IRA IS KNOWN TO BE STRONG."
2401,IMG_0175,J_Emergency-Policy,1,"I AM SENDING YOU THIS MESSAGE TO LET YOU KNOW THAT THE PRIME MINISTER OF NORTHERN IRELAND WILL VERY SHORTLY BE ANNOUNCING THAT, IN THE LIGHT OF THE LATEST ASSESSMENT OF THE SECURITY SITUATION IN NORTHERN IRELAND AND ALL OTHER RELEVANT FACTORS,, AND AFTER CONSULTATION WITH THE BRITISH GOVERNMENT, THE NORTHERN IRELAND GOVERNMENT HAS DECIDED TO ACTIVATE ITS POWERS OF INTERNMENT."
2408,IMG_0179,J_Emergency-Policy,1,"I AM SENDING YOU THIS MESSAGE TO LET YOU KNOW THAT THE PRIME MINISTER OF NORTHERN IRELAND WILL VERY SHORTLY BE ANNOUNCING THAT, IN THE LIGHT OF THE LATEST ASSESSMENT OF THE SECURITY SITUATION IN NORTHERN IRELAND AND ALL OTHER RELEVANT FACTORS, AND AFTER CONSULTATION WITH THE BRITISH GOVERNMENT, THE NORTHERN IRELAND GOVERNMENT HAS DECIDED TO ACTIVATE ITS POWERS OF INTERNMENT."
2415,IMG_0180,J_Emergency-Policy,1,"THERE IS ALSO THE FACT THAT THE INTIMIDATION OF THE POPULATION BY THE TERRORISTS HAS BEEN INCREASINGLY HAMPERING THE PROCESS OF GATHERING. INTELLIGENCE, AND HAS IMPEDED THE COURSE OF JUSTICE."
2422,IMG_0185,J_Emergency-Policy,1,"I am sending you this message to let you know 
that the Prime Minister of Northern Ireland will very shortly be announcing that, in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment."
2429,IMG_0189,J_Emergency-Policy,1,"I am sending you this message to let you know 
that the Prime Minister of Northern Ireland will very shortly be announcing that, in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment."
2436,IMG_0195,J_Emergency-Policy,1,"I AM SENDING YOU THIS MESSAGE TO LET YOU KNOW THAT THE PRIME 
MINISTER OF NORTHERN IRELAND WILL VERY SHORTLY BE ANNOUNCING THAT, IN THE LIGHT OF THE LATEST ASSESSMENT OF THE SECURITY SITUATION IN NORTHERN IRELAND AND ALL OTHER RELEVANT FACTORS AND AFTER CONSULTATION WITH THE BRITISH GOVERNMENT, THE NORTHERN IRELAND GOVERNMENT HAS DECIDED TO ACTIVATE ITS POWERS OF INTERNMENT."
2443,IMG_0198,J_Emergency-Policy,1,"I am sending you this message to let you know 
that the Prime Minister of Northern Ireland will very shortly be announcing that, in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment."
2450,IMG_0204,J_Emergency-Policy,1,"I am sending you this message to let you know 
that the Prime Minister of Northern Ireland will very shortly be announcing that, in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment."
2457,IMG_0213,J_Emergency-Policy,1,"The recent intensification of bomb outrages and the risk that these incidents would be multiplied still further on the eve of the 12th August march were perhaps sufficient grounds in themselves; but it would be preferable, from the point of view of the Government of Northern Ireland, to place the emphasis on the former consideration rather than the latter."
2464,IMG_0220,J_Emergency-Policy,1,"You had yourself often said, and I have supported this view, that you would be guided by the recommendations of the security authorities."
2465,IMG_0220,J_Emergency-Policy,2,I have stated in public that we would raise no objection to internment if we were satisfied on the advice of the security authorities and after consultation with you on the wider aspects that this would help in the campaign against the IRA.
2471,IMG_0231,J_Emergency-Policy,1,"WITH REGARD TO YOUR PARA. 4 (V) THERE IS NO OBJECTION TO YOUR REFERRING TO PRESSURES, BUT YOU SHOULD STRESS THAT DECISION WOULD BE BASED ON SECURITY ASSESSMENT."
2478,IMG_0255,J_Emergency-Policy,1,"It would be primarily a political decision whether to 
bring in internment, but it would depend very much on military advice."
2485,IMG_0256,J_Emergency-Policy,1,The GOCtherefore plans to make a start with the harassment tactics before the end of this month (which will of course be presented as a response to the recent outbreaks of violence)and he will shortly be reporting the details of these plans.
2492,IMG_5783,J_Emergency-Policy,1,"Political progress in Northern Ireland is bound to be impeded so long as 
violence and intimidation continue; and the purpose of internment, and of the Army’s measures which are directed impartially at violence from whatever quarter, is to restore to Northern Ireland the necessary degree of stability for further political advance."
2499,IMG_5828,J_Emergency-Policy,1,"The other/complication for us is that we do not allow political 
him in as an immigrant on the grounds that he is a danger to national security to which they will say if he is a danger to national security why on earth can’t you deal with him."
2506,IMG_5847,J_Emergency-Policy,1,"A LIST OF DETAINEES IS LIKELY TO BE PUBLISHED VERY SHORTLY, BUT SECURITY CONSIDERATIONS FORBID THE PUBLICATION OF MUCH SUPPORTING DETAIL, FOR SOURCE PROTECTION REASONS."
2513,IMG_5852,J_Emergency-Policy,1,"FU^THE"".ORE, THE PROLE VAS THEN O DE O:ISTRABLY ONE OF DOMESTIC AFFAIR, (ARTICLE 2(7) OF THE CHARTER) THAT MOST OF THE MORE LEGAL! IC .ElGERS WERE READY TO BE COiV I CED BY OUR ARGUMEIITS."
2520,IMG_5858,J_Emergency-Policy,1,"Political progress in Northern Ireland is bound to be impeded so long as violence and intimidation continue; and the purpose of internment, and of the Army’s measures which are directed impartially at violence from whatever quarter, is to restore to Northern Ireland the necessary degree of stability for further political advance."
2527,IMG_5893,J_Emergency-Policy,1,"Political Progress can only be impeded so long as violence and 
intimidation continue; and the purpose of internment, and of the Army’s measures which are directed impartially at violence from whatever quarter, is to restore to Northern Ireland the necessary degree of stability for further political advance."
2534,IMG_5894,J_Emergency-Policy,1,"Political progress can only be impeded so long as 
violence and intimidation continue: and the purpose of internment, and of the army’s measures which are directed impartially at violence from whatever quarter, is to restore to Northern Ireland the necessary degree of stability for further political advance."
2541,IMG_5902,J_Emergency-Policy,1,"We must bring violence to an end, and internment has been introduced only as a means of achieving this."
2548,IMG_5588,J_Emergency-Policy,1,"The leaders of this campaign are using every technique available to 
bypass the ordinary processes of democracy and to over-ride the wishes of the great majority of law-abiding citizens."
2555,IMG_5589,J_Emergency-Policy,1,"A government as the 
same duty to protect its citizens from an internal enemy as it has to protect them from an external enemy in time of war and those who oppose the rights of the individual should also consider the rights of society as a whole."
2562,IMG_5590,J_Emergency-Policy,1,"Internment is not appropriate in the case of those people who 
may have been guilty of indiscriminate or malicious violence, and I am satisfied that the ordinary processes of law are sufficient to deal with the great majority of them."
2563,IMG_5590,J_Emergency-Policy,2,"Why then should the same processes of law not have their way with 
members of the I.R.A.? In many cases, of course, the law has caught up 
with them and about 40 members of the organisation are at present serving prison sentences, but they represent only a small proportion of membership and further steps had to be taken."
2564,IMG_5590,J_Emergency-Policy,3,"When I.R.A. groups emerge 
from concealment for an attack the security forces are always in a position to engage or capture and if open confrontation occurs there is always, as we know, an appalling risk of innocent people being injured or killed."
2565,IMG_5590,J_Emergency-Policy,4,"It is directed against 
an unlawful and ruthless association, whose clear aim it is to overthrow by force of arms the constitution and laws of Northern Ireland."
2569,IMG_5591,J_Emergency-Policy,1,"There are criminals in both communities who may have 
committed serious offences during the disturbances of recent years. They are subject to the same rigours of the law as any other criminal and many so-called extreme Protestants are at present serving heavy sentences. Others who may have taken part in recent disturbances will be brought to justice when they have been identified and the facts investigated. 
I 
repeat that internment is being confined to members of unlawful associations committed to violence against whom the ordinary law has, in present circumstances, proved ineffective."
2576,IMG_5601,J_Emergency-Policy,1,"TM NORTHERN IRELAND LEADER Q19 THEY WERE ""ENGAGOD 
:N A DEADLY STRUGGLE AGAINST AN ARMED CONSPIRACY WHOSE ItriEDTE e-URPOSE kT TS TO DESTROY THE PEAJET STABILITY AND SECURI’1Y uF TH4-S PART OF THE UrKp ’ITS ULTMATE A:M VAS TO OERTHROW THE DEMOCRATIMALLY 
ACCFPT VWISHES OF THE AJ(RITY C? PFPLE IN ULSTE RI - ’:ITIER 
THE ;IReAr NOR INDEE MY OTHER OCRANUISATtIN 
WI:LL E. ALLOWED TO ACHIEVE ThS BY FORCE OF ARMSy’* }i DECIAREDQ"
2583,IMG_5604,J_Emergency-Policy,1,"The United Kingdom Government 
would prefer to use the normal processes of law for this purpose, but the situation in Northern Ireland made this impracticable."
2590,IMG_5631,J_Emergency-Policy,1,Newspapers reported that it was decided that no criminal charges could be brought against him and he was returned on the grounds that his presence was not in the interests of national security.
2597,IMG_5687,J_Emergency-Policy,1,"CHARGE OF MURDER. LIST OF THOSE WANTED FOR INTER KENT. 
A WARRANT HAS BEEN ’ISSUE FOR GALLAGHER’S ARREST ON A HE IS A NATIVE OF STRABANE AND WAS ON THE THIS IS A CASE IN WHICH 
THE EVIDENCE COULD CERTAINLY B EXPECTED TO STAND UP IN AN IMPARTIAL COURT OF LAW."
2604,IMG_5696,J_Emergency-Policy,1,"We are at one in condemning any form of violence as an instrument 
of political pressure; and it is our common purpose to seek to bring violence, and internment and all other emergency measures to an end without delay."
2611,IMG_5697,J_Emergency-Policy,1,"We are at one in condemning any form of 
violence as an instrument of political pressure; and it is our common purpose to seek to bring violence and internment and all other emergency measures to an end without delay."
2618,IMG_5705,J_Emergency-Policy,1,"The problem of security and public order. 
C. Internment. (This is put separately, and last, partly because it is in a sense the most difficult issue and partly because it bridges A and B, which are therefore beat discussed first)."
2625,IMG_5707,J_Emergency-Policy,1,"Begin by trying to get agreement that no democratic government can 
afford to give way to violence and that, if violence escalates to a certain pitch, there may be no alternative to some kind of internment policy."
2626,IMG_5707,J_Emergency-Policy,2,"The least unprofitable outcome of this part of the discussion would be 
an undertaking by Mr. Faulkner - ? which might be publicly quoted that internment will he Definitely brought to an end as soon as political stability is restored (unless criminal charges can be preferred in the normal way)."
2632,IMG_5729,J_Emergency-Policy,1,"The introduction of internment in the Six 
Counties has been necessary only because no Government can acquiesce in illegal attempts to overthrow lawfully constituted authority or allow itself to be coerced by intimidation and bloodshed."
2639,IMG_6133,J_Emergency-Policy,1,TO BEGIN WITH A TRIAL IN OPEN COURT AND A CROSS EXAMINATION OF WITNESSES BY LAWYERS WAS IN MY OPINION QUITE OUT OF THE QUESTION.
2646,IMG_6174,J_Emergency-Policy,1,"Lastly, while the processes in connection with internment should be seen to be working speedily and justly, an effort should be made to shorten the interval between the arrest and trial of persons charged with criminal offences in connection with public security. If the public could see that malefactors arrested by the security forces were brought swiftly to justice"
2653,IMG_6175,J_Emergency-Policy,1,"it would do much to increase public confidence, and the morale of the security forces themselves; their achievements in this regard had been considerable, but they were dimmed by the absence of a swift and manifest outcome of their efforts."
2654,IMG_6175,J_Emergency-Policy,2,"The test for an internee’s fitness for release was not so much his innocence of any association with terrorist organisations, but whether he could be set at large without danger to the community."
2660,IMG_6194,J_Emergency-Policy,1,"HQNI ARE SEEKING THIS APPROVAL FROM THE MINISTRY OF DEFENCE, AND IN VIEW OF THE OBVIOUS POLITICAL SIGNIFICANCE OF AN EXTENSION, I AM WITH THEIR KNOWLEDGE FOREWARNING YOU OF THIS."
2667,IMG_6195,J_Emergency-Policy,1,"HQNI ARE SEEKING THIS APPROVAL FROM THE MINISTRY OF DEFENCE AND IN VIEW OF THE O(VIBUS POLITICAL SIGNIFICANCE OF AN EXTENSON, I AM WITH THEIR KNOWLEDGE FREWARNNQ YOU OF 6HS."
2668,IMG_6195,J_Emergency-Policy,2,IT MAY BE THAT MINISTERS WILL WISH TO SEE SOME LIMIT PLACED ON THE NUMBER OF INTERNMENT ORDERS FOR POLITICALREASONS (INTELLIGENCE AND MILITARY REASONS ARGUE IN THE DIRECTION OF NO LIMIT) BUT UNLESS SUCH A LIMIT IS AS LOW AS 450 ON LY 150 MORE THAN ARE NOW HELD) THE PROBLEM OF EXTRA ACCO1400DAT ION REMAINS.
2674,IMG_6205,J_Emergency-Policy,1,"A REFERENCE TO INTERNMENT SHOULD INCLUDE THE POINTS IN PARAGRAPH 2 OF MY TELEGRAM NO 71 
. THERE SHOULD BE A PASSAGE ON REFORM, 
AND IN THAT CONNECTION I SHOULD LIKE TO REMIND YOU OF THE IDEA IN PARA 6 OF MY TELEGRAM NO 52 ABOUT A STANDING COMMISSION. WHAT I RECOMMEND IS A MAJOR MINISTERIAL STATEMENT, SHOWING EQUAL DETERMINATION IN THE MILITARY AND THE POLITICAL FIELDS, AND ASSERTING THE AUTHORITY OF HMG IN THE UK IN BOTH."
2681,IMG_5162,J_Emergency-Policy,1,"But the terrorist 
campaign continues at an unacceptable level, and I have had to conclude that the ordinary law cannot deal comprehensively or quickly enough with such ruthless viciousness."
2682,IMG_5162,J_Emergency-Policy,2,"I have therefore decided, after weighing all the relevant considerations, including the views of the security authorities and after consultation with Her Majesty’s Government in the United Kingdom last Thursday, to exercise where necessary the powers of detention and internment vested in me as Minister of Home Affairs"""
2688,IMG_5164,J_Emergency-Policy,1,"In the present circumstances of Northern Ireland, as described in 
paragraphs 3-5 of this note, it is imperative to obtain all available intelligence in order to save the lives of civilians and members of the security forces; and it is therefore essential to interrogate suspects who are believed to have essential information."
2695,IMG_5169,J_Emergency-Policy,1,"In the present circumstances of Northern 
Treland, as described in paragraphs 3-5 of this note, it is imperative to obtain all available intelligence in order to save the lives of civilians and members of the security forces; and it is therefore essential to interrogate suspects who are believed to have essential information."
2702,IMG_5176,J_Emergency-Policy,1,"Persons arrested or detained during Internal Security 
operations or in near emergency situations are likely to be valuable sources of intelligence."
2709,IMG_5185,J_Emergency-Policy,1,"We understand that the authorities accepted that in consequence of this security requirement, the operation would be carried out with a considerable element of local improvisation and might be attended by some administrative confusion, but that they considered this to be the lesser evil in relation to the paramount need to maintain security and achieve surprise."
2716,IMG_5191,J_Emergency-Policy,1,"Intelligence is the key to successful operations against terrorists; and the key to intelligence is information regarding their operations, their dispositions, and their plans. When combating 
a terrorist campaign time is of the essence; information must be sought while it is still fresh so that it may be used as quickly as possible to effect the capture of persons, arms and explosives and thereby save the lives of members of the security forces and of the civil population."
2723,IMG_5231,J_Emergency-Policy,1,But it is necessary to bear constantly in mind the overriding need
2730,IMG_5232,J_Emergency-Policy,1,to sustain law and order in Northern Ireland and to protect both British troops and innocent civilians against ruthless and unscrupulous terrorism.
2737,IMG_5239,J_Emergency-Policy,1,"I will never be swayed in an way by political pressure 
whether from my own Party or elsewhere on security matters, I’ve made this clear all alone, whether it relates to internment or to arming of the police or whatever, but I will be guided absolutely by the Chief Constable of the Loyal Ulster Constabulary on this matter, I will always seek his advice, and there certainly will be no qualms on my part about agreement from the Northern Ireland Government that the RUC should carry arms as and when it’s regarded that they should do se by the Chief Constable and I don’t think I’m stretching it at all to say that the United Kingdom Government would hold similar views to mine on that."
2744,IMG_6385,J_Emergency-Policy,1,THIS WOULD IN ANY CASE BE POLITICALLY UNACCEPTABLE BUT EVEN IF IT WERE NOT IT WOULD BE OPEN TO ALL THE DIFFICULTIES ABOUT THE INTIMIDATION OF WITNESSES AND REPRISALS ETC. WHICH OBLIGED STORMONT TO RESORT TO INTERNMENT RATHER THAN TRIALS.
2751,IMG_6389,J_Emergency-Policy,1,This would in any case be politically unacceptable but even if it were not it would be open to all the difficulties about the intimidation of witnesses and reprisals etc. which obliged Stormont to resort to internment rather than trials.
2758,IMG_2424,J_Intelligence,1,This Operation could be regarded as being completed by the end of November but there would be no let up in the Army’s arrest policy and intelligence effort.
2765,IMG_1476,J_Intelligence,1,searches on goad intelligence.
2766,IMG_1476,J_Intelligence,2,Continue the policy of selective arrests and
2772,IMG_1506,J_Intelligence,1,"It is considered, therefore that $ pp1 Ws stmwU ##s 4"
2773,IMG_1506,J_Intelligence,2,"Carrying out selective arrests d intelligence,"
2774,IMG_1506,J_Intelligence,3,archeongoo
2779,IMG_2305,J_Intelligence,1,Intelligence is the key to successful operations against terrorists; and the key to intelligence is information regarding
2786,IMG_2327,J_Intelligence,1,Intelligence is the. key to successful operations
2793,IMG_2394,J_Intelligence,1,"Interrogation of Detainees We are told that 
the RUC team who have been doing the interrogation have already obtained so much material that they want to break off the questioning while they analyse the information already gleaned."
2800,IMG_1942,J_Intelligence,1,"Page 1 : (100,58) - (473,108)"
2801,IMG_1942,J_Intelligence,2,"Page 1 : (77,164) - (493,544)"
2802,IMG_1942,J_Intelligence,3,"Page 1 : (56,575) - (505,705)"
2807,IMG_1943,J_Intelligence,1,"There is no doubt that the informatio obtained by ches two ~ 
tions directly and indirectly was responsible for the saving of lives of inn cnt citizens."
