,Unnamed: 0,image_id,file_id,img_file_orig,file_start_year,file_start_month,file_end_year,file_end_month,date_coded,occurances,text,clean_text,justification_J_Denial,justification_J_Development-Unity,justification_J_Emergency-Policy,justification_J_Intelligence,justification_J_Intl-Domestic_Precedent,justification_J_Last-resort,justification_J_Law-and-order,justification_J_Legal_Procedure,justification_J_Misc,justification_J_Political-Strategic,justification_J_Terrorism,justification_J_Utilitarian-Deterrence,justification_cat
722,722,IMG_1878,CJ_4_458,IMG_1878_CJ_4_458,1972,5,1973,1,1972-06,1,"Page 1 : (0,354) - (110,590)",,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
723,723,IMG_1914,CJ_4_458,IMG_1914_CJ_4_458,1972,5,1973,1,1972-06,1,"It is very much a second best to have to arrest people under 
Regulations 10 or 11, and the only other way is to arrest them for suspected criminal offences, even if only under such provisions as conspiracy, breach of the peace, incitement etc.",it is very much a second best to have to arrest people under regulations 10 or 11 and the only other way is to arrest them for suspected criminal offences even if only under such provisions as conspiracy breach of the peace incitement etc,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
724,724,IMG_1973,DEFE_13_919,IMG_1973_DEFE_13_919,1972,,1972,,No_date,1,"But an arrest under e) by a member of HM Forces acting without the express authority of an RUC officer should only be made if he suspects the person concerned of having committed acts, or being about to commit acts, prejudicial to the preservation of the peace or the maintenance of order.",but an arrest under e by a member of hm forces acting without the express authority of an ruc officer should only be made if he suspects the person concerned of having committed acts or being about to commit acts prejudicial to the preservation of the peace or the maintenance of order,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
725,725,IMG_2152,DEFE_24_1214,IMG_2152_DEFE_24_1214,1971,1,1971,12,No_date,1,"Page 1 : (77,232) - (625,563)
",,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
726,726,IMG_2152,DEFE_24_1214,IMG_2152_DEFE_24_1214,1971,1,1971,12,No_date,2,"Page 1 : (72,672) - (609,786)",,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
727,727,IMG_2153,DEFE_24_1214,IMG_2153_DEFE_24_1214,1971,1,1971,12,,1,"Page 1 : (56,45) - (618,128)",,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
728,728,IMG_2156,DEFE_24_1214,IMG_2156_DEFE_24_1214,1971,1,1971,12,,1,"Page 1 : (83,601) - (640,701)",,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
729,729,IMG_2162,DEFE_24_1214,IMG_2162_DEFE_24_1214,1971,1,1971,12,No_date,1,"I will be making internment orders in respect of such of these men as constitute a serious and continuing threat to public order and safety.
",i will be making internment orders in respect of such of these men as constitute a serious and continuing threat to public order and safety,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
730,730,IMG_2162,DEFE_24_1214,IMG_2162_DEFE_24_1214,1971,1,1971,12,No_date,2,"This will be done only after a careful scrutiny of information furnished to me by the police in respect of each ouch person, sufficient to convince me that the individual in question is a threat to present peace and maintenance of order.",this will be done only after a careful scrutiny of information furnished to me by the police in respect of each ouch person sufficient to convince me that the individual in question is a threat to present peace and maintenance of order,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
731,731,IMG_2163,DEFE_24_1214,IMG_2163_DEFE_24_1214,1971,1,1971,12,,1,"I have taken this serious step solely for the protection 
of life and security of property in Northern Ireland.
",i have taken this serious step solely for the protection of life and security of property in northern ireland,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
732,732,IMG_2163,DEFE_24_1214,IMG_2163_DEFE_24_1214,1971,1,1971,12,,2,"Its benefits should be felt not least in those areas where violent men have exercised a certain away by. threat and intimidation over decent and responsible men and women.
",its benefits should be felt not least in those areas where violent men have exercised a certain away by threat and intimidation over decent and responsible men and women,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
733,733,IMG_2163,DEFE_24_1214,IMG_2163_DEFE_24_1214,1971,1,1971,12,,3,"created situations which have led to death or injury to people quite uninvolved in disorder, maimed numerous people including young children",created situations which have led to death or injury to people quite uninvolved in disorder maimed numerous people including young children,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
734,734,IMG_2164,DEFE_24_1214,IMG_2164_DEFE_24_1214,1971,1,1971,12,,1,"Because of this, and taking into account also the further damage which any serious public disorder however occasioned would do to commerce, industry and indeed the community as a whole.",because of this and taking into account also the further damage which any serious public disorder however occasioned would do to commerce industry and indeed the community as a whole,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
735,735,IMG_2168,DEFE_24_1214,IMG_2168_DEFE_24_1214,1971,1,1971,12,1971-08,1,"THE DECLARAT ON FOLLOWED A WEEKEhOCF REEWED RIOTIZC 
ti ROUVOUT THE PROVINCE WHICH LED TO THE DEATHS OF ,A SOLDIER AND A S CURITY QUARD.
",the declarat on followed a weekehocf reewed riotizc ti rouvout the province which led to the deaths of a soldier and a s curity quard,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
736,736,IMG_2168,DEFE_24_1214,IMG_2168_DEFE_24_1214,1971,1,1971,12,1971-08,2,"HE SAID HE HAD TAI:N THIS SERIOUS STEP SOLELY FOR 
PROT CI10N OF LIFE AND SECURfTY OF PROPERTY.",he said he had tain this serious step solely for prot ci10n of life and securfty of property,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
737,737,IMG_2175,DEFE_24_1214,IMG_2175_DEFE_24_1214,1971,1,1971,12,,1,"acting or having acted, etc., in a manner prejudicial to the peace or where a document, etc., is found in hi possession.
",acting or having acted etc in a manner prejudicial to the peace or where a document etc is found in hi possession,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
738,738,IMG_2175,DEFE_24_1214,IMG_2175_DEFE_24_1214,1971,1,1971,12,,2,"The person arrested may not be guilty of a crime although he may be suspected or it. It must however be remembered in this context that under Section 2(4) of the Act a person is deemed to be guilty of an offence against the Regulations if he does an act ""of such a nature as to be calculated to be prejudicial to the preservation of the pace or maintenance of order"".",the person arrested may not be guilty of a crime although he may be suspected or it it must however be remembered in this context that under section 24 of the act a person is deemed to be guilty of an offence against the regulations if he does an act of such a nature as to be calculated to be prejudicial to the preservation of the pace or maintenance of order,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
739,739,IMG_2180,DEFE_24_1214,IMG_2180_DEFE_24_1214,1971,1,1971,12,,1,common law a person may use such force as is reasonable in the circumstances in effecting or assisting in the lawful arrest of offenders or suspected offenders or persons unlawfully at large.,common law a person may use such force as is reasonable in the circumstances in effecting or assisting in the lawful arrest of offenders or suspected offenders or persons unlawfully at large,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
740,740,IMG_2182,DEFE_24_1214,IMG_2182_DEFE_24_1214,1971,1,1971,12,,1,"I (Name) (Appointment), an officer of the Royal Ulster Costabulary, hereby authorize you, for the preservation of peace and the maintenance of order, to arrest without warrant those named (below)(in the attached schedule) and to detain them for a period of not more than 48 hours for the purpose of interrogation at a suitable Police Office.",i name appointment an officer of the royal ulster costabulary hereby authorize you for the preservation of peace and the maintenance of order to arrest without warrant those named belowin the attached schedule and to detain them for a period of not more than 48 hours for the purpose of interrogation at a suitable police office,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
741,741,IMG_2192,DEFE_24_1214,IMG_2192_DEFE_24_1214,1971,1,1971,12,No_date,1,"in the light of the latest assessment of the security situation in Northern Ireland and all. other relevant factors, and after consultation with the British Government, the Northern Ireland Govern ment has decided to activate its powers of internment so as to enable the security forces to arrest and detain people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.",in the light of the latest assessment of the security situation in northern ireland and all other relevant factors and after consultation with the british government the northern ireland govern ment has decided to activate its powers of internment so as to enable the security forces to arrest and detain people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in northern ireland,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
742,742,IMG_2195,DEFE_24_1214,IMG_2195_DEFE_24_1214,1971,1,1971,12,No_date,1,"in the light of the latest assessment of the security situation in Northern Ireland and all other relevant factors, and after consultation with the British Government, the Northern Ireland Government has decided to activate its powers of internment so as to enable the security forces to arrest and detain peoplesuspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown, of law and order in Northern Ireland.",in the light of the latest assessment of the security situation in northern ireland and all other relevant factors and after consultation with the british government the northern ireland government has decided to activate its powers of internment so as to enable the security forces to arrest and detain peoplesuspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in northern ireland,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
743,743,IMG_4624,PREM_15_101,IMG_4624_PREM_15_101,1970,7,1970,8,,1,"In the meantime Ministers will be looking for ways 
in which to demonstrate to the community and particularly to their supporters their determination to take adequate measures in the law and order field s as to enhance their credibility as a Government.",in the meantime ministers will be looking for ways in which to demonstrate to the community and particularly to their supporters their determination to take adequate measures in the law and order field s as to enhance their credibility as a government,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
744,744,IMG_4627,PREM_15_101,IMG_4627_PREM_15_101,1970,7,1970,8,,1,"the Prime Minister and his colleagues are likely to remain under 
pressure from hardline Unionists to enforce ""law and order"" by which they really mean punitive action against Catholics.",the prime minister and his colleagues are likely to remain under pressure from hardline unionists to enforce law and order by which they really mean punitive action against catholics,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
745,745,IMG_4973,PREM_15_475,IMG_4973_PREM_15_475,1971,2,1971,3,,1,"His Excellency is advised that it has been increasingly effective in its original purpose of removing subversive organisations from areas in which they previously held sway, so that there now are areas in Belfast and elsewhere in which it is more tolerable to live because there are no longer organisations there to terrorise the people of those areas.",his excellency is advised that it has been increasingly effective in its original purpose of removing subversive organisations from areas in which they previously held sway so that there now are areas in belfast and elsewhere in which it is more tolerable to live because there are no longer organisations there to terrorise the people of those areas,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
746,746,IMG_5003,PREM_15_475,IMG_5003_PREM_15_475,1971,2,1971,3,,1,There is no doubt that the information obtained by these two operations directly and indirectly was responsible for the saving of lives of innocent citizens.,there is no doubt that the information obtained by these two operations directly and indirectly was responsible for the saving of lives of innocent citizens,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
747,747,IMG_5083,PREM_15_475,IMG_5083_PREM_15_475,1971,2,1971,3,1971-11,1,"The whole operation, arrests followed by the interrogation of a small number of suspects (14),yielded information of great value without which the security forces could not defend the ordinary civilian against the campaign of terror and murder.",the whole operation arrests followed by the interrogation of a small number of suspects 14yielded information of great value without which the security forces could not defend the ordinary civilian against the campaign of terror and murder,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
748,748,IMG_5256,PREM_15_474,IMG_5256_PREM_15_474,1970,8,1971,1,,1,"While this undoubtedly represents a parliamentary victory for Major Chichester-Clark albeit a not unexpected one, it is clear that at least some of the signatories to the motion saw it as an opportunity to put pressure on the Government to take yet tougher action against rioters.
",while this undoubtedly represents a parliamentary victory for major chichesterclark albeit a not unexpected one it is clear that at least some of the signatories to the motion saw it as an opportunity to put pressure on the government to take yet tougher action against rioters,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
749,749,IMG_5256,PREM_15_474,IMG_5256_PREM_15_474,1970,8,1971,1,,2,In his speech introducing the motion Mr. Burns had called for internment and the use of firearms in controlling disturbances.,in his speech introducing the motion mr burns had called for internment and the use of firearms in controlling disturbances,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
750,750,IMG_4798,PREM_15_475,IMG_4798_PREM_15_475,1971,2,1971,3,,1,FITT ADVOCATES THE IMMEDIATE INTERNMENT OF ALL PROVISIONAL IRA MEN KNOWN TO THE POLICE IN ORDER TO RID BELFAST OF INTIMIDATION PD HE ASSURES ME THAT THE CATHOLIC POPULATION OF THE CITY WOULD ON THE WHOLE BE VASTLY RELIEVED BY THE REMOVAL OF THE IRA YOKE ON THEIR NECKS,fitt advocates the immediate internment of all provisional ira men known to the police in order to rid belfast of intimidation pd he assures me that the catholic population of the city would on the whole be vastly relieved by the removal of the ira yoke on their necks,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
751,751,IMG_4848,PREM_15_475,IMG_4848_PREM_15_475,1971,2,1971,3,,1,"His 
krment would like to take these people into custody, tUman their activities were a flagrant breach of law 
and order.",his krment would like to take these people into custody tuman their activities were a flagrant breach of law and order,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
752,752,IMG_5463,PREM_15_476,IMG_5463_PREM_15_476,1971,3,1971,4,,1,THE HEAD OF SPECIAL BRANCH HAS NOW ADVISED THE PRIME MINISTER THAT HE CONSIDERS INTERNMENT TO BE ESSENTIAL PD NOT BECAUSE HE BELIEVES IT WILL BE EFECTIVE (DIRECTOR OF INTELLIGENCE BELIEVES WE MIGHT PICK UP ABOUT 20 PERCENT AND THEN MOSTLY SMALL FRY) BUT BECAUSE HE FEARS THAT THE PROTESTANTS WILL TAKE THE LAW INTO THEIR OWN HANDS IF INTERMENT IS NOT INTRODUCED BEFORE EASTER,the head of special branch has now advised the prime minister that he considers internment to be essential pd not because he believes it will be efective director of intelligence believes we might pick up about 20 percent and then mostly small fry but because he fears that the protestants will take the law into their own hands if interment is not introduced before easter,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
753,753,IMG_5578,PREM_15_477,IMG_5578_PREM_15_477,1971,4,1971,7,,1,"MR. FAULKNER said that he would not agree to any proposal for the use of the internment powers in the Civil Authorities (Special Powers) Acts, unless he was advised by the Army and the police that internment would bring IRA terrorism decisively to an end.",mr faulkner said that he would not agree to any proposal for the use of the internment powers in the civil authorities special powers acts unless he was advised by the army and the police that internment would bring ira terrorism decisively to an end,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
754,754,IMG_0050,PREM_15_478,PREM_15_478_050,1971,7,1971,8,,1,"I will be making internment orders in respect of such of these men as constitute a serious and continuing that to public order and safety.
",i will be making internment orders in respect of such of these men as constitute a serious and continuing that to public order and safety,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
755,755,IMG_0050,PREM_15_478,PREM_15_478_050,1971,7,1971,8,,2,"This will be done only after a careful scrutiny of information furnished to me by the polic in respect of each such person, sufficient to convince me that the individual in question is a threat to present peace and maintenance of order.",this will be done only after a careful scrutiny of information furnished to me by the polic in respect of each such person sufficient to convince me that the individual in question is a threat to present peace and maintenance of order,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
756,756,IMG_0051,PREM_15_478,PREM_15_478_051,1971,7,1971,8,,1,"This is not action taken against any responsible and las- 
abiding section of the community.
",this is not action taken against any responsible and las abiding section of the community,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
757,757,IMG_0051,PREM_15_478,PREM_15_478_051,1971,7,1971,8,,2,"Its benefits should be felt not least in those areas where violent men have exercised a certain sway by threat and intimidation over decent and responsible men and women.
",its benefits should be felt not least in those areas where violent men have exercised a certain sway by threat and intimidation over decent and responsible men and women,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
758,758,IMG_0051,PREM_15_478,PREM_15_478_051,1971,7,1971,8,,3,"It is with understandable reluctance that one uses these 
exceptional powers, but the organisations concerned are those which have murdered in cold blood, created situations which have led to death or injury to people quite uninvolved in disorder, maimed numerous people including young children and put at risk the jobs and the whole future of ntire communities.",it is with understandable reluctance that one uses these exceptional powers but the organisations concerned are those which have murdered in cold blood created situations which have led to death or injury to people quite uninvolved in disorder maimed numerous people including young children and put at risk the jobs and the whole future of ntire communities,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
759,759,IMG_0136,PREM_15_478,PREM_15_478_136,1971,7,1971,8,,1,Until he is able to deal ith the bomb explosions and the destruction of property and the general terrorism it is impossible for him to go further than he has gone already.,until he is able to deal ith the bomb explosions and the destruction of property and the general terrorism it is impossible for him to go further than he has gone already,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
760,760,IMG_0175,PREM_15_478,PREM_15_478_175,1971,7,1971,8,,1,THE SECURITY FORCES ARE ACCORDINGLY ARRESTING AND DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR COMMITTING OR ABETTING ACTS OF TERRORISM AND OTHER BREACHES OF THE PEACE DESIGNED TO LEAD TO A BREAKDOWN OF LAW AND ORDER iN NORTHERN IRELAND.,the security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in northern ireland,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
761,761,IMG_0176,PREM_15_478,PREM_15_478_176,1971,7,1971,8,,1,"A REMINDER FROM YOU THAT VIOLENCE SERVES NO PURPOSE, AND THAT INTERNMENT IS AIMED AGAINST PARTICULAR INDIVIDUALS WHO ARE AVOWEDLY WORKING FOR A BREAKDOWN OF LAW AND /ORDER,",a reminder from you that violence serves no purpose and that internment is aimed against particular individuals who are avowedly working for a breakdown of law and order,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
762,762,IMG_0177,PREM_15_478,PREM_15_478_177,1971,7,1971,8,,1,"ORDER, WOULD BE INVALUABLE.",order would be invaluable,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
763,763,IMG_0179,PREM_15_478,PREM_15_478_179,1971,7,1971,8,,1,THE SECURITY FORCES ARE ACCORDINGLY ARRESTING AND DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR COMMITTING OR ABETTING ACTS OF TERRORISM AND OTHER BREACHES OF THE PEACE DESIGNED TO LEAD TO A BREAKDOWN OF LAW AND ORDER IN NORTHERN IRELAND.,the security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in northern ireland,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
764,764,IMG_0185,PREM_15_478,PREM_15_478_185,1971,7,1971,8,,1,"The 
security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.",the security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in northern ireland,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
765,765,IMG_0187,PREM_15_478,PREM_15_478_187,1971,7,1971,8,,1,"There will be many 
who will call for violent action in response to these measures; a reminder from you that violence serves no purpose, and that internment is aimed against particular individuals who are avowedly working for a breakdown of law and order, would be invaluable.",there will be many who will call for violent action in response to these measures a reminder from you that violence serves no purpose and that internment is aimed against particular individuals who are avowedly working for a breakdown of law and order would be invaluable,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
766,766,IMG_0189,PREM_15_478,PREM_15_478_189,1971,7,1971,8,,1,"Page 1 : (99,246) - (449,350)",,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
767,767,IMG_0195,PREM_15_478,PREM_15_478_195,1971,7,1971,8,,1,"Page 1 : (66,695) - (416,732)
",,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
768,768,IMG_0195,PREM_15_478,PREM_15_478_195,1971,7,1971,8,,2,THE SECURITY FORCES ARE ACCORDINGLY ARRESTING AND DETAINING PEOPLE SUSPECTED OF RESPONSIBILITY FOR COMMITTING OR ABETTING ACTSOF TERRORISM AND OTHER BREACHES OF THE PEACE DESIGNED TO LEAD TO A BREAKDOWN OF LAW ANDORDER IN NORTHERN IRELAND.,the security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting actsof terrorism and other breaches of the peace designed to lead to a breakdown of law andorder in northern ireland,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
769,769,IMG_0198,PREM_15_478,PREM_15_478_198,1971,7,1971,8,,1,"The security forces 
and 
people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.",the security forces and people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in northern ireland,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
770,770,IMG_0202,PREM_15_478,PREM_15_478_202,1971,7,1971,8,,1,"Page 1 : (83,407) - (443,592)",,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
771,771,IMG_0204,PREM_15_478,PREM_15_478_204,1971,7,1971,8,,1,The security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in Northern Ireland.,the security forces are accordingly arresting and detaining people suspected of responsibility for committing or abetting acts of terrorism and other breaches of the peace designed to lead to a breakdown of law and order in northern ireland,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
772,772,IMG_0205,PREM_15_478,PREM_15_478_205,1971,7,1971,8,,1,"Page 1 : (58,311) - (414,380)",,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
773,773,IMG_5902,PREM_15_479,IMG_5902_PREM_15_479,1971,8,1971,9,,1,"that your remarks have made much 
more difficult the task of all of us who want to see people of both communities in Northern Ireland sharing the benefits and undertaking some of the responsibilities of an ordered society, and can only strengthen the hand of the extremists.",that your remarks have made much more difficult the task of all of us who want to see people of both communities in northern ireland sharing the benefits and undertaking some of the responsibilities of an ordered society and can only strengthen the hand of the extremists,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
774,774,IMG_5589,PREM_15_480,IMG_5589_PREM_15_480,1971,9,1971,9,,1,"Let us by clear that the I.R.A. have already deprived the community 
in Northern Ireland of certain elementary rights. People in areas where the I.R.A. is most active have been ruthlessly intimidated. those areas fear daily the risk of bring struck down. People outside",let us by clear that the ira have already deprived the community in northern ireland of certain elementary rights people in areas where the ira is most active have been ruthlessly intimidated those areas fear daily the risk of bring struck down people outside,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
775,775,IMG_5590,PREM_15_480,IMG_5590_PREM_15_480,1971,9,1971,9,,1,"Furthermore, intimidation had made 
it more and more difficult to get witnesses to give evidence against members of the I.R.A. 
It was clearly intolerable that they should be able any 
longer by this means to place themselves effectively beyond the law.",furthermore intimidation had made it more and more difficult to get witnesses to give evidence against members of the ira it was clearly intolerable that they should be able any longer by this means to place themselves effectively beyond the law,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
776,776,IMG_5592,PREM_15_480,IMG_5592_PREM_15_480,1971,9,1971,9,,1,"How long anyone will be interned 
will depend on two factors; namely, the credibility of any undertaking an individual may give as to his future behaviour if he were to be released in advance of any general release, and in the other cases, the restoration of normal law and order in the community.
",how long anyone will be interned will depend on two factors namely the credibility of any undertaking an individual may give as to his future behaviour if he were to be released in advance of any general release and in the other cases the restoration of normal law and order in the community,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
777,777,IMG_5592,PREM_15_480,IMG_5592_PREM_15_480,1971,9,1971,9,,2,"The return to normal conditions 
will mean not only the release of internees but also the restoration to the community at large of the right to a quiet and peaceful life which the campaign of the terrorists is denying them.",the return to normal conditions will mean not only the release of internees but also the restoration to the community at large of the right to a quiet and peaceful life which the campaign of the terrorists is denying them,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
778,778,IMG_5696,PREM_15_481,IMG_5696_PREM_15_481,1971,9,1971,10,1971-09,1,"We have done so fully recog- 
nising that each of us remains committed to his publicly stated position on the constitutional status of Northern Ireland; and we have been concerned to see whether, without prejudice to those positions, we can find some agreed means of enabling all the people of Northern Ireland to live in the conditions of peace and stability which any democracy should ensure to its citizens without regard to their religious or political conviction.",we have done so fully recog nising that each of us remains committed to his publicly stated position on the constitutional status of northern ireland and we have been concerned to see whether without prejudice to those positions we can find some agreed means of enabling all the people of northern ireland to live in the conditions of peace and stability which any democracy should ensure to its citizens without regard to their religious or political conviction,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
779,779,IMG_5697,PREM_15_481,IMG_5697_PREM_15_481,1971,9,1971,10,1971-09,1,"During the last two days we have discussed the 
situation in Northern Ireland in all its aspects. We have done so fully recognising that each of us remains committed to his publicly stated position on the constitutional status of Northern Ireland; and we have been concerned to see whether, without prejudice to those positions, we can find some agreed means of enabling all the people of Northern Ireland to live in the conditions of peace and stability which any democracy should ensure to its citizens without regard to their religious or political conviction.",during the last two days we have discussed the situation in northern ireland in all its aspects we have done so fully recognising that each of us remains committed to his publicly stated position on the constitutional status of northern ireland and we have been concerned to see whether without prejudice to those positions we can find some agreed means of enabling all the people of northern ireland to live in the conditions of peace and stability which any democracy should ensure to its citizens without regard to their religious or political conviction,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
780,780,IMG_5705,PREM_15_481,IMG_5705_PREM_15_481,1971,9,1971,10,,1,"The problem of security and public order. 
C. Internment. (This is put separately, and last, partly because it is in a sense the most difficult issue and partly because it bridges A and B, which are therefore beat discussed first).",the problem of security and public order c internment this is put separately and last partly because it is in a sense the most difficult issue and partly because it bridges a and b which are therefore beat discussed first,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
781,781,IMG_5729,PREM_15_481,IMG_5729_PREM_15_481,1971,9,1971,10,,1,"We therefore call upon all the parties involved to abstain from provocation, whether by word or deed, while the Home Secretary‰Ûªs discussions are in progress; and we have undertaken, each for his own Government, that in implementing our respective policies in relation to Northern Ireland we will intensify our efforts to restrain illegal violence, to uphold law and order and to protect human life and dignity",we therefore call upon all the parties involved to abstain from provocation whether by word or deed while the home secretarys discussions are in progress and we have undertaken each for his own government that in implementing our respective policies in relation to northern ireland we will intensify our efforts to restrain illegal violence to uphold law and order and to protect human life and dignity,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
782,782,IMG_5160,PREM_15_485,IMG_5160_PREM_15_485,1971,8,1971,11,No_date,1,"In considering the Committees report it is important to 
have in mind the circumstances in Northern Ireland in which the Northern Ireland Government decided to exercise their powers under the Civil Authorities (Special Powers) Act (Northern Ireland) 1922 to arrest, detain or intern persons suspected of having acted or being about to act in a manner prejudicial to the preservation of the peace or the maintenance of order.",in considering the committees report it is important to have in mind the circumstances in northern ireland in which the northern ireland government decided to exercise their powers under the civil authorities special powers act northern ireland 1922 to arrest detain or intern persons suspected of having acted or being about to act in a manner prejudicial to the preservation of the peace or the maintenance of order,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
783,783,IMG_5161,PREM_15_485,IMG_5161_PREM_15_485,1971,8,1971,11,,1,"Introduction of Internment 6. 
The preservation of law and order in Northern Ireland is primarily 
the responsibility of the Northern Ireland Government.",introduction of internment 6 the preservation of law and order in northern ireland is primarily the responsibility of the northern ireland government,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
784,784,IMG_5231,PREM_15_485,IMG_5231_PREM_15_485,1971,8,1971,11,1971-10,1,But it is necessary to bear constantly in mind the overriding need,but it is necessary to bear constantly in mind the overriding need,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
785,785,IMG_5232,PREM_15_485,IMG_5232_PREM_15_485,1971,8,1971,11,,1,to sustain law and order in Northern Ireland and to protect both British troops and innocent civilians against ruthless and unscrupulous terrorism.,to sustain law and order in northern ireland and to protect both british troops and innocent civilians against ruthless and unscrupulous terrorism,0,0,0,0,0,0,1,0,0,0,0,0,J_Law-and-order
