,justification,raw_text,image_id,file_id_orig,image_id_issue,file_id,just_plain_text_all_ref,just_text_all_ref,ref_count,coded_refs,page_captures
363,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 479\\IMG_5902_PREM_15_479 - § 1 reference coded [ 4.19% Coverage]
Reference 1 - 4.19% Coverage
We must bring violence to an end, and internment has been introduced only as a means of achieving this.
",IMG_5902,PREM_15_479,,PREM_15_479, We must bring violence to an end and internment has been introduced only as a means of achieving this ,"Reference 1 - 4.19% Coverage
We must bring violence to an end, and internment has been introduced only as a means of achieving this.",1,"['', 'Reference 1 - 4.19% Coverage\nWe must bring violence to an end, and internment has been introduced only as a means of achieving this.']",
364,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 480\\IMG_5588_PREM_15_480 - § 1 reference coded [ 5.45% Coverage]
Reference 1 - 5.45% Coverage
The leaders of this campaign are using every technique available to 
bypass the ordinary processes of democracy and to over-ride the wishes of the great majority of law-abiding citizens.
",IMG_5588,PREM_15_480,,PREM_15_480, The leaders of this campaign are using every technique available to bypass the ordinary processes of democracy and to over ride the wishes of the great majority of law abiding citizens ,"Reference 1 - 5.45% Coverage
The leaders of this campaign are using every technique available to 
bypass the ordinary processes of democracy and to over-ride the wishes of the great majority of law-abiding citizens.",1,"['', 'Reference 1 - 5.45% Coverage\nThe leaders of this campaign are using every technique available to \nbypass the ordinary processes of democracy and to over-ride the wishes of the great majority of law-abiding citizens.']",
365,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 480\\IMG_5589_PREM_15_480 - § 1 reference coded [ 6.28% Coverage]
Reference 1 - 6.28% Coverage
A government as the 
same duty to protect its citizens from an internal enemy as it has to protect them from an external enemy in time of war and those who oppose the rights of the individual should also consider the rights of society as a whole.
",IMG_5589,PREM_15_480,,PREM_15_480, A government as the same duty to protect its citizens from an internal enemy as it has to protect them from an external enemy in time of war and those who oppose the rights of the individual should also consider the rights of society as a whole ,"Reference 1 - 6.28% Coverage
A government as the 
same duty to protect its citizens from an internal enemy as it has to protect them from an external enemy in time of war and those who oppose the rights of the individual should also consider the rights of society as a whole.",1,"['', 'Reference 1 - 6.28% Coverage\nA government as the \nsame duty to protect its citizens from an internal enemy as it has to protect them from an external enemy in time of war and those who oppose the rights of the individual should also consider the rights of society as a whole.']",
366,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 480\\IMG_5590_PREM_15_480 - § 4 references coded [ 27.32% Coverage]
Reference 1 - 6.67% Coverage
Internment is not appropriate in the case of those people who 
may have been guilty of indiscriminate or malicious violence, and I am satisfied that the ordinary processes of law are sufficient to deal with the great majority of them.
Reference 2 - 9.04% Coverage
Why then should the same processes of law not have their way with 
members of the I.R.A.? In many cases, of course, the law has caught up 
with them and about 40 members of the organisation are at present serving prison sentences, but they represent only a small proportion of membership and further steps had to be taken.
Reference 3 - 7.04% Coverage
When I.R.A. groups emerge 
from concealment for an attack the security forces are always in a position to engage or capture and if open confrontation occurs there is always, as we know, an appalling risk of innocent people being injured or killed.
Reference 4 - 4.57% Coverage
It is directed against 
an unlawful and ruthless association, whose clear aim it is to overthrow by force of arms the constitution and laws of Northern Ireland.
",IMG_5590,PREM_15_480,,PREM_15_480, Internment is not appropriate in the case of those people who may have been guilty of indiscriminate or malicious violence and I am satisfied that the ordinary processes of law are sufficient to deal with the great majority of them Why then should the same processes of law not have their way with members of the I R A In many cases of course the law has caught up with them and about 40 members of the organisation are at present serving prison sentences but they represent only a small proportion of membership and further steps had to be taken When I R A groups emerge from concealment for an attack the security forces are always in a position to engage or capture and if open confrontation occurs there is always as we know an appalling risk of innocent people being injured or killed It is directed against an unlawful and ruthless association whose clear aim it is to overthrow by force of arms the constitution and laws of Northern Ireland ,"Reference 1 - 6.67% Coverage
Internment is not appropriate in the case of those people who 
may have been guilty of indiscriminate or malicious violence, and I am satisfied that the ordinary processes of law are sufficient to deal with the great majority of them.
Reference 2 - 9.04% Coverage
Why then should the same processes of law not have their way with 
members of the I.R.A.? In many cases, of course, the law has caught up 
with them and about 40 members of the organisation are at present serving prison sentences, but they represent only a small proportion of membership and further steps had to be taken.
Reference 3 - 7.04% Coverage
When I.R.A. groups emerge 
from concealment for an attack the security forces are always in a position to engage or capture and if open confrontation occurs there is always, as we know, an appalling risk of innocent people being injured or killed.
Reference 4 - 4.57% Coverage
It is directed against 
an unlawful and ruthless association, whose clear aim it is to overthrow by force of arms the constitution and laws of Northern Ireland.",4,"['', 'Reference 1 - 6.67% Coverage\nInternment is not appropriate in the case of those people who \nmay have been guilty of indiscriminate or malicious violence, and I am satisfied that the ordinary processes of law are sufficient to deal with the great majority of them.\n', 'Reference 2 - 9.04% Coverage\nWhy then should the same processes of law not have their way with \nmembers of the I.R.A.? In many cases, of course, the law has caught up \nwith them and about 40 members of the organisation are at present serving prison sentences, but they represent only a small proportion of membership and further steps had to be taken.\n', 'Reference 3 - 7.04% Coverage\nWhen I.R.A. groups emerge \nfrom concealment for an attack the security forces are always in a position to engage or capture and if open confrontation occurs there is always, as we know, an appalling risk of innocent people being injured or killed.\n', 'Reference 4 - 4.57% Coverage\nIt is directed against \nan unlawful and ruthless association, whose clear aim it is to overthrow by force of arms the constitution and laws of Northern Ireland.']",
367,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 480\\IMG_5591_PREM_15_480 - § 1 reference coded [ 18.42% Coverage]
Reference 1 - 18.42% Coverage
There are criminals in both communities who may have 
committed serious offences during the disturbances of recent years. They are subject to the same rigours of the law as any other criminal and many so-called extreme Protestants are at present serving heavy sentences. Others who may have taken part in recent disturbances will be brought to justice when they have been identified and the facts investigated. 
I 
repeat that internment is being confined to members of unlawful associations committed to violence against whom the ordinary law has, in present circumstances, proved ineffective.
",IMG_5591,PREM_15_480,,PREM_15_480, There are criminals in both communities who may have committed serious offences during the disturbances of recent years They are subject to the same rigours of the law as any other criminal and many so called extreme Protestants are at present serving heavy sentences Others who may have taken part in recent disturbances will be brought to justice when they have been identified and the facts investigated I repeat that internment is being confined to members of unlawful associations committed to violence against whom the ordinary law has in present circumstances proved ineffective ,"Reference 1 - 18.42% Coverage
There are criminals in both communities who may have 
committed serious offences during the disturbances of recent years. They are subject to the same rigours of the law as any other criminal and many so-called extreme Protestants are at present serving heavy sentences. Others who may have taken part in recent disturbances will be brought to justice when they have been identified and the facts investigated. 
I 
repeat that internment is being confined to members of unlawful associations committed to violence against whom the ordinary law has, in present circumstances, proved ineffective.",1,"['', 'Reference 1 - 18.42% Coverage\nThere are criminals in both communities who may have \ncommitted serious offences during the disturbances of recent years. They are subject to the same rigours of the law as any other criminal and many so-called extreme Protestants are at present serving heavy sentences. Others who may have taken part in recent disturbances will be brought to justice when they have been identified and the facts investigated. \nI \nrepeat that internment is being confined to members of unlawful associations committed to violence against whom the ordinary law has, in present circumstances, proved ineffective.']",
368,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 480\\IMG_5601_PREM_15_480 - § 1 reference coded [ 10.07% Coverage]
Reference 1 - 10.07% Coverage
TM NORTHERN IRELAND LEADER Q19 THEY WERE ""ENGAGOD 
:N A DEADLY STRUGGLE AGAINST AN ARMED CONSPIRACY WHOSE ItriEDTE e-URPOSE kT TS TO DESTROY THE PEAJET STABILITY AND SECURI’1Y uF TH4-S PART OF THE UrKp ’ITS ULTMATE A:M VAS TO OERTHROW THE DEMOCRATIMALLY 
ACCFPT VWISHES OF THE AJ(RITY C? PFPLE IN ULSTE RI - ’:ITIER 
THE ;IReAr NOR INDEE MY OTHER OCRANUISATtIN 
WI:LL E. ALLOWED TO ACHIEVE ThS BY FORCE OF ARMSy’* }i DECIAREDQ
",IMG_5601,PREM_15_480,,PREM_15_480, TM NORTHERN IRELAND LEADER Q19 THEY WERE ENGAGOD N A DEADLY STRUGGLE AGAINST AN ARMED CONSPIRACY WHOSE ItriEDTE e URPOSE kT TS TO DESTROY THE PEAJET STABILITY AND SECURI 1Y uF TH4 S PART OF THE UrKp ITS ULTMATE A M VAS TO OERTHROW THE DEMOCRATIMALLY ACCFPT VWISHES OF THE AJ RITY C PFPLE IN ULSTE RI ITIER THE IReAr NOR INDEE MY OTHER OCRANUISATtIN WI LL E ALLOWED TO ACHIEVE ThS BY FORCE OF ARMSy i DECIAREDQ,"Reference 1 - 10.07% Coverage
TM NORTHERN IRELAND LEADER Q19 THEY WERE ""ENGAGOD 
:N A DEADLY STRUGGLE AGAINST AN ARMED CONSPIRACY WHOSE ItriEDTE e-URPOSE kT TS TO DESTROY THE PEAJET STABILITY AND SECURI’1Y uF TH4-S PART OF THE UrKp ’ITS ULTMATE A:M VAS TO OERTHROW THE DEMOCRATIMALLY 
ACCFPT VWISHES OF THE AJ(RITY C? PFPLE IN ULSTE RI - ’:ITIER 
THE ;IReAr NOR INDEE MY OTHER OCRANUISATtIN 
WI:LL E. ALLOWED TO ACHIEVE ThS BY FORCE OF ARMSy’* }i DECIAREDQ",1,"['', 'Reference 1 - 10.07% Coverage\nTM NORTHERN IRELAND LEADER Q19 THEY WERE ""ENGAGOD \n:N A DEADLY STRUGGLE AGAINST AN ARMED CONSPIRACY WHOSE ItriEDTE e-URPOSE kT TS TO DESTROY THE PEAJET STABILITY AND SECURI’1Y uF TH4-S PART OF THE UrKp ’ITS ULTMATE A:M VAS TO OERTHROW THE DEMOCRATIMALLY \nACCFPT VWISHES OF THE AJ(RITY C? PFPLE IN ULSTE RI - ’:ITIER \nTHE ;IReAr NOR INDEE MY OTHER OCRANUISATtIN \nWI:LL E. ALLOWED TO ACHIEVE ThS BY FORCE OF ARMSy’* }i DECIAREDQ']",
369,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 480\\IMG_5604_PREM_15_480 - § 1 reference coded [ 4.00% Coverage]
Reference 1 - 4.00% Coverage
The United Kingdom Government 
would prefer to use the normal processes of law for this purpose, but the situation in Northern Ireland made this impracticable.
",IMG_5604,PREM_15_480,,PREM_15_480, The United Kingdom Government would prefer to use the normal processes of law for this purpose but the situation in Northern Ireland made this impracticable ,"Reference 1 - 4.00% Coverage
The United Kingdom Government 
would prefer to use the normal processes of law for this purpose, but the situation in Northern Ireland made this impracticable.",1,"['', 'Reference 1 - 4.00% Coverage\nThe United Kingdom Government \nwould prefer to use the normal processes of law for this purpose, but the situation in Northern Ireland made this impracticable.']",
370,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 480\\IMG_5631_PREM_15_480 - § 1 reference coded [ 4.93% Coverage]
Reference 1 - 4.93% Coverage
Newspapers reported that it was decided that no criminal charges could be brought against him and he was returned on the grounds that his presence was not in the interests of national security.
",IMG_5631,PREM_15_480,,PREM_15_480, Newspapers reported that it was decided that no criminal charges could be brought against him and he was returned on the grounds that his presence was not in the interests of national security ,"Reference 1 - 4.93% Coverage
Newspapers reported that it was decided that no criminal charges could be brought against him and he was returned on the grounds that his presence was not in the interests of national security.",1,"['', 'Reference 1 - 4.93% Coverage\nNewspapers reported that it was decided that no criminal charges could be brought against him and he was returned on the grounds that his presence was not in the interests of national security.']",
371,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 481\\IMG_5687_PREM_15_481 - § 1 reference coded [ 10.85% Coverage]
Reference 1 - 10.85% Coverage
CHARGE OF MURDER. LIST OF THOSE WANTED FOR INTER KENT. 
A WARRANT HAS BEEN ’ISSUE FOR GALLAGHER’S ARREST ON A HE IS A NATIVE OF STRABANE AND WAS ON THE THIS IS A CASE IN WHICH 
THE EVIDENCE COULD CERTAINLY B EXPECTED TO STAND UP IN AN IMPARTIAL COURT OF LAW.
",IMG_5687,PREM_15_481,,PREM_15_481, CHARGE OF MURDER LIST OF THOSE WANTED FOR INTER KENT A WARRANT HAS BEEN ISSUE FOR GALLAGHER S ARREST ON A HE IS A NATIVE OF STRABANE AND WAS ON THE THIS IS A CASE IN WHICH THE EVIDENCE COULD CERTAINLY B EXPECTED TO STAND UP IN AN IMPARTIAL COURT OF LAW ,"Reference 1 - 10.85% Coverage
CHARGE OF MURDER. LIST OF THOSE WANTED FOR INTER KENT. 
A WARRANT HAS BEEN ’ISSUE FOR GALLAGHER’S ARREST ON A HE IS A NATIVE OF STRABANE AND WAS ON THE THIS IS A CASE IN WHICH 
THE EVIDENCE COULD CERTAINLY B EXPECTED TO STAND UP IN AN IMPARTIAL COURT OF LAW.",1,"['', 'Reference 1 - 10.85% Coverage\nCHARGE OF MURDER. LIST OF THOSE WANTED FOR INTER KENT. \nA WARRANT HAS BEEN ’ISSUE FOR GALLAGHER’S ARREST ON A HE IS A NATIVE OF STRABANE AND WAS ON THE THIS IS A CASE IN WHICH \nTHE EVIDENCE COULD CERTAINLY B EXPECTED TO STAND UP IN AN IMPARTIAL COURT OF LAW.']",
372,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 481\\IMG_5696_PREM_15_481 - § 1 reference coded [ 5.22% Coverage]
Reference 1 - 5.22% Coverage
We are at one in condemning any form of violence as an instrument 
of political pressure; and it is our common purpose to seek to bring violence, and internment and all other emergency measures to an end without delay.
",IMG_5696,PREM_15_481,,PREM_15_481, We are at one in condemning any form of violence as an instrument of political pressure and it is our common purpose to seek to bring violence and internment and all other emergency measures to an end without delay ,"Reference 1 - 5.22% Coverage
We are at one in condemning any form of violence as an instrument 
of political pressure; and it is our common purpose to seek to bring violence, and internment and all other emergency measures to an end without delay.",1,"['', 'Reference 1 - 5.22% Coverage\nWe are at one in condemning any form of violence as an instrument \nof political pressure; and it is our common purpose to seek to bring violence, and internment and all other emergency measures to an end without delay.']",
373,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 481\\IMG_5697_PREM_15_481 - § 1 reference coded [ 13.73% Coverage]
Reference 1 - 13.73% Coverage
We are at one in condemning any form of 
violence as an instrument of political pressure; and it is our common purpose to seek to bring violence and internment and all other emergency measures to an end without delay.
",IMG_5697,PREM_15_481,,PREM_15_481, We are at one in condemning any form of violence as an instrument of political pressure and it is our common purpose to seek to bring violence and internment and all other emergency measures to an end without delay ,"Reference 1 - 13.73% Coverage
We are at one in condemning any form of 
violence as an instrument of political pressure; and it is our common purpose to seek to bring violence and internment and all other emergency measures to an end without delay.",1,"['', 'Reference 1 - 13.73% Coverage\nWe are at one in condemning any form of \nviolence as an instrument of political pressure; and it is our common purpose to seek to bring violence and internment and all other emergency measures to an end without delay.']",
374,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 481\\IMG_5705_PREM_15_481 - § 1 reference coded [ 5.22% Coverage]
Reference 1 - 5.22% Coverage
The problem of security and public order. 
C. Internment. (This is put separately, and last, partly because it is in a sense the most difficult issue and partly because it bridges A and B, which are therefore beat discussed first).
",IMG_5705,PREM_15_481,,PREM_15_481, The problem of security and public order C Internment This is put separately and last partly because it is in a sense the most difficult issue and partly because it bridges A and B which are therefore beat discussed first ,"Reference 1 - 5.22% Coverage
The problem of security and public order. 
C. Internment. (This is put separately, and last, partly because it is in a sense the most difficult issue and partly because it bridges A and B, which are therefore beat discussed first).",1,"['', 'Reference 1 - 5.22% Coverage\nThe problem of security and public order. \nC. Internment. (This is put separately, and last, partly because it is in a sense the most difficult issue and partly because it bridges A and B, which are therefore beat discussed first).']",
375,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 481\\IMG_5707_PREM_15_481 - § 2 references coded [ 10.93% Coverage]
Reference 1 - 4.57% Coverage
Begin by trying to get agreement that no democratic government can 
afford to give way to violence and that, if violence escalates to a certain pitch, there may be no alternative to some kind of internment policy.
Reference 2 - 6.36% Coverage
The least unprofitable outcome of this part of the discussion would be 
an undertaking by Mr. Faulkner - ? which might be publicly quoted that internment will he Definitely brought to an end as soon as political stability is restored (unless criminal charges can be preferred in the normal way).
",IMG_5707,PREM_15_481,,PREM_15_481, Begin by trying to get agreement that no democratic government can afford to give way to violence and that if violence escalates to a certain pitch there may be no alternative to some kind of internment policy The least unprofitable outcome of this part of the discussion would be an undertaking by Mr Faulkner which might be publicly quoted that internment will he Definitely brought to an end as soon as political stability is restored unless criminal charges can be preferred in the normal way ,"Reference 1 - 4.57% Coverage
Begin by trying to get agreement that no democratic government can 
afford to give way to violence and that, if violence escalates to a certain pitch, there may be no alternative to some kind of internment policy.
Reference 2 - 6.36% Coverage
The least unprofitable outcome of this part of the discussion would be 
an undertaking by Mr. Faulkner - ? which might be publicly quoted that internment will he Definitely brought to an end as soon as political stability is restored (unless criminal charges can be preferred in the normal way).",2,"['', 'Reference 1 - 4.57% Coverage\nBegin by trying to get agreement that no democratic government can \nafford to give way to violence and that, if violence escalates to a certain pitch, there may be no alternative to some kind of internment policy.\n', 'Reference 2 - 6.36% Coverage\nThe least unprofitable outcome of this part of the discussion would be \nan undertaking by Mr. Faulkner - ? which might be publicly quoted that internment will he Definitely brought to an end as soon as political stability is restored (unless criminal charges can be preferred in the normal way).']",
376,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 481\\IMG_5729_PREM_15_481 - § 1 reference coded [ 7.23% Coverage]
Reference 1 - 7.23% Coverage
The introduction of internment in the Six 
Counties has been necessary only because no Government can acquiesce in illegal attempts to overthrow lawfully constituted authority or allow itself to be coerced by intimidation and bloodshed.
",IMG_5729,PREM_15_481,,PREM_15_481, The introduction of internment in the Six Counties has been necessary only because no Government can acquiesce in illegal attempts to overthrow lawfully constituted authority or allow itself to be coerced by intimidation and bloodshed ,"Reference 1 - 7.23% Coverage
The introduction of internment in the Six 
Counties has been necessary only because no Government can acquiesce in illegal attempts to overthrow lawfully constituted authority or allow itself to be coerced by intimidation and bloodshed.",1,"['', 'Reference 1 - 7.23% Coverage\nThe introduction of internment in the Six \nCounties has been necessary only because no Government can acquiesce in illegal attempts to overthrow lawfully constituted authority or allow itself to be coerced by intimidation and bloodshed.']",
377,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 482\\IMG_6133_PREM_15_482 - § 1 reference coded [ 2.02% Coverage]
Reference 1 - 2.02% Coverage
TO BEGIN WITH A TRIAL IN OPEN COURT AND A CROSS EXAMINATION OF WITNESSES BY LAWYERS WAS IN MY OPINION QUITE OUT OF THE QUESTION.
",IMG_6133,PREM_15_482,,PREM_15_482, TO BEGIN WITH A TRIAL IN OPEN COURT AND A CROSS EXAMINATION OF WITNESSES BY LAWYERS WAS IN MY OPINION QUITE OUT OF THE QUESTION ,"Reference 1 - 2.02% Coverage
TO BEGIN WITH A TRIAL IN OPEN COURT AND A CROSS EXAMINATION OF WITNESSES BY LAWYERS WAS IN MY OPINION QUITE OUT OF THE QUESTION.",1,"['', 'Reference 1 - 2.02% Coverage\nTO BEGIN WITH A TRIAL IN OPEN COURT AND A CROSS EXAMINATION OF WITNESSES BY LAWYERS WAS IN MY OPINION QUITE OUT OF THE QUESTION.']",
378,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 482\\IMG_6174_PREM_15_482 - § 1 reference coded [ 8.20% Coverage]
Reference 1 - 8.20% Coverage
Lastly, while the processes in connection with internment should be seen to be working speedily and justly, an effort should be made to shorten the interval between the arrest and trial of persons charged with criminal offences in connection with public security. If the public could see that malefactors arrested by the security forces were brought swiftly to justice
",IMG_6174,PREM_15_482,,PREM_15_482, Lastly while the processes in connection with internment should be seen to be working speedily and justly an effort should be made to shorten the interval between the arrest and trial of persons charged with criminal offences in connection with public security If the public could see that malefactors arrested by the security forces were brought swiftly to justice,"Reference 1 - 8.20% Coverage
Lastly, while the processes in connection with internment should be seen to be working speedily and justly, an effort should be made to shorten the interval between the arrest and trial of persons charged with criminal offences in connection with public security. If the public could see that malefactors arrested by the security forces were brought swiftly to justice",1,"['', 'Reference 1 - 8.20% Coverage\nLastly, while the processes in connection with internment should be seen to be working speedily and justly, an effort should be made to shorten the interval between the arrest and trial of persons charged with criminal offences in connection with public security. If the public could see that malefactors arrested by the security forces were brought swiftly to justice']",
379,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 482\\IMG_6175_PREM_15_482 - § 2 references coded [ 8.75% Coverage]
Reference 1 - 4.83% Coverage
it would do much to increase public confidence, and the morale of the security forces themselves; their achievements in this regard had been considerable, but they were dimmed by the absence of a swift and manifest outcome of their efforts.
Reference 2 - 3.92% Coverage
The test for an internee’s fitness for release was not so much his innocence of any association with terrorist organisations, but whether he could be set at large without danger to the community.
",IMG_6175,PREM_15_482,,PREM_15_482, it would do much to increase public confidence and the morale of the security forces themselves their achievements in this regard had been considerable but they were dimmed by the absence of a swift and manifest outcome of their efforts The test for an internee s fitness for release was not so much his innocence of any association with terrorist organisations but whether he could be set at large without danger to the community ,"Reference 1 - 4.83% Coverage
it would do much to increase public confidence, and the morale of the security forces themselves; their achievements in this regard had been considerable, but they were dimmed by the absence of a swift and manifest outcome of their efforts.
Reference 2 - 3.92% Coverage
The test for an internee’s fitness for release was not so much his innocence of any association with terrorist organisations, but whether he could be set at large without danger to the community.",2,"['', 'Reference 1 - 4.83% Coverage\nit would do much to increase public confidence, and the morale of the security forces themselves; their achievements in this regard had been considerable, but they were dimmed by the absence of a swift and manifest outcome of their efforts.\n', 'Reference 2 - 3.92% Coverage\nThe test for an internee’s fitness for release was not so much his innocence of any association with terrorist organisations, but whether he could be set at large without danger to the community.']",
380,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 482\\IMG_6194_PREM_15_482 - § 1 reference coded [ 4.46% Coverage]
Reference 1 - 4.46% Coverage
HQNI ARE SEEKING THIS APPROVAL FROM THE MINISTRY OF DEFENCE, AND IN VIEW OF THE OBVIOUS POLITICAL SIGNIFICANCE OF AN EXTENSION, I AM WITH THEIR KNOWLEDGE FOREWARNING YOU OF THIS.
",IMG_6194,PREM_15_482,,PREM_15_482, HQNI ARE SEEKING THIS APPROVAL FROM THE MINISTRY OF DEFENCE AND IN VIEW OF THE OBVIOUS POLITICAL SIGNIFICANCE OF AN EXTENSION I AM WITH THEIR KNOWLEDGE FOREWARNING YOU OF THIS ,"Reference 1 - 4.46% Coverage
HQNI ARE SEEKING THIS APPROVAL FROM THE MINISTRY OF DEFENCE, AND IN VIEW OF THE OBVIOUS POLITICAL SIGNIFICANCE OF AN EXTENSION, I AM WITH THEIR KNOWLEDGE FOREWARNING YOU OF THIS.",1,"['', 'Reference 1 - 4.46% Coverage\nHQNI ARE SEEKING THIS APPROVAL FROM THE MINISTRY OF DEFENCE, AND IN VIEW OF THE OBVIOUS POLITICAL SIGNIFICANCE OF AN EXTENSION, I AM WITH THEIR KNOWLEDGE FOREWARNING YOU OF THIS.']",
381,J_Emergency-Policy,"Files\\SKD_round1\\PREM 15 482\\IMG_6195_PREM_15_482 - § 2 references coded [ 10.39% Coverage]
Reference 1 - 3.78% Coverage
HQNI ARE SEEKING THIS APPROVAL FROM THE MINISTRY OF DEFENCE AND IN VIEW OF THE O(VIBUS POLITICAL SIGNIFICANCE OF AN EXTENSON, I AM WITH THEIR KNOWLEDGE FREWARNNQ YOU OF 6HS.
Reference 2 - 6.61% Coverage
IT MAY BE THAT MINISTERS WILL WISH TO SEE SOME LIMIT PLACED ON THE NUMBER OF INTERNMENT ORDERS FOR POLITICALREASONS (INTELLIGENCE AND MILITARY REASONS ARGUE IN THE DIRECTION OF NO LIMIT) BUT UNLESS SUCH A LIMIT IS AS LOW AS 450 ON LY 150 MORE THAN ARE NOW HELD) THE PROBLEM OF EXTRA ACCO1400DAT ION REMAINS.
",IMG_6195,PREM_15_482,,PREM_15_482, HQNI ARE SEEKING THIS APPROVAL FROM THE MINISTRY OF DEFENCE AND IN VIEW OF THE O VIBUS POLITICAL SIGNIFICANCE OF AN EXTENSON I AM WITH THEIR KNOWLEDGE FREWARNNQ YOU OF 6HS IT MAY BE THAT MINISTERS WILL WISH TO SEE SOME LIMIT PLACED ON THE NUMBER OF INTERNMENT ORDERS FOR POLITICALREASONS INTELLIGENCE AND MILITARY REASONS ARGUE IN THE DIRECTION OF NO LIMIT BUT UNLESS SUCH A LIMIT IS AS LOW AS 450 ON LY 150 MORE THAN ARE NOW HELD THE PROBLEM OF EXTRA ACCO1400DAT ION REMAINS ,"Reference 1 - 3.78% Coverage
HQNI ARE SEEKING THIS APPROVAL FROM THE MINISTRY OF DEFENCE AND IN VIEW OF THE O(VIBUS POLITICAL SIGNIFICANCE OF AN EXTENSON, I AM WITH THEIR KNOWLEDGE FREWARNNQ YOU OF 6HS.
Reference 2 - 6.61% Coverage
IT MAY BE THAT MINISTERS WILL WISH TO SEE SOME LIMIT PLACED ON THE NUMBER OF INTERNMENT ORDERS FOR POLITICALREASONS (INTELLIGENCE AND MILITARY REASONS ARGUE IN THE DIRECTION OF NO LIMIT) BUT UNLESS SUCH A LIMIT IS AS LOW AS 450 ON LY 150 MORE THAN ARE NOW HELD) THE PROBLEM OF EXTRA ACCO1400DAT ION REMAINS.",2,"['', 'Reference 1 - 3.78% Coverage\nHQNI ARE SEEKING THIS APPROVAL FROM THE MINISTRY OF DEFENCE AND IN VIEW OF THE O(VIBUS POLITICAL SIGNIFICANCE OF AN EXTENSON, I AM WITH THEIR KNOWLEDGE FREWARNNQ YOU OF 6HS.\n', 'Reference 2 - 6.61% Coverage\nIT MAY BE THAT MINISTERS WILL WISH TO SEE SOME LIMIT PLACED ON THE NUMBER OF INTERNMENT ORDERS FOR POLITICALREASONS (INTELLIGENCE AND MILITARY REASONS ARGUE IN THE DIRECTION OF NO LIMIT) BUT UNLESS SUCH A LIMIT IS AS LOW AS 450 ON LY 150 MORE THAN ARE NOW HELD) THE PROBLEM OF EXTRA ACCO1400DAT ION REMAINS.']",
