,raw_text,image_id,file_id,just_text_lump,just_text_lump2,just_text
23,"Files\\SKD_round1\\DEFE 13 919\\IMG_2141_DEFE_13_919 - § 1 reference coded [ 4.66% Coverage]
Reference 1 - 4.66% Coverage
Military personnel are to acquaint themselves 
with the laws of the country concerned, and will not act unlawfully under any circumstances whatever.
",IMG_2141,DEFE_13_919,"]

Military personnel are to acquaint themselves 
with the laws of the country concerned, and will not act unlawfully under any circumstances whatever.", Military personnel are to acquaint themselves with the laws of the country concerned and will not act unlawfully under any circumstances whatever ,"Reference 1 - 4.66% Coverage
Military personnel are to acquaint themselves 
with the laws of the country concerned, and will not act unlawfully under any circumstances whatever."
24,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2151_DEFE_24_1214 - § 1 reference coded [ 1.44% Coverage]
Reference 1 - 1.44% Coverage
ntenos are to be treated fairly but frmly. No monber of the Staif 
ecr.-Powers of Cnimanda .: 
will be ptrmitted to adopt an aggressivo or buying manuiortownl them.-
",IMG_2151,DEFE_24_1214,"]

ntenos are to be treated fairly but frmly. No monber of the Staif 
ecr.-Powers of Cnimanda .: 
will be ptrmitted to adopt an aggressivo or buying manuiortownl them.-", ntenos are to be treated fairly but frmly No monber of the Staif ecr Powers of Cnimanda will be ptrmitted to adopt an aggressivo or buying manuiortownl them ,"Reference 1 - 1.44% Coverage
ntenos are to be treated fairly but frmly. No monber of the Staif 
ecr.-Powers of Cnimanda .: 
will be ptrmitted to adopt an aggressivo or buying manuiortownl them.-"
25,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2162_DEFE_24_1214 - § 1 reference coded [ 6.80% Coverage]
Reference 1 - 6.80% Coverage
This will be done only after a careful scrutiny of information furnished to me by the police in respect of each ouch person, sufficient to convince me that the individual in question is a threat to present peace and maintenance of order. Any such person will then have the right
",IMG_2162,DEFE_24_1214,"]

This will be done only after a careful scrutiny of information furnished to me by the police in respect of each ouch person, sufficient to convince me that the individual in question is a threat to present peace and maintenance of order. Any such person will then have the right", This will be done only after a careful scrutiny of information furnished to me by the police in respect of each ouch person sufficient to convince me that the individual in question is a threat to present peace and maintenance of order Any such person will then have the right,"Reference 1 - 6.80% Coverage
This will be done only after a careful scrutiny of information furnished to me by the police in respect of each ouch person, sufficient to convince me that the individual in question is a threat to present peace and maintenance of order. Any such person will then have the right"
26,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2163_DEFE_24_1214 - § 3 references coded [ 8.91% Coverage]
Reference 1 - 2.95% Coverage
of access to an advisory committee. which will hear representations for release and make recommendations to me.
Reference 2 - 3.63% Coverage
This is not action taken against any responsible and law- 
abiding section of the community. Nor is it in any way punitive or indiscriminate.
Reference 3 - 2.33% Coverage
Is it more of an evil than to allow the perpetrators of these outrages to remain at liberty?
",IMG_2163,DEFE_24_1214,"]

of access to an advisory committee. which will hear representations for release and make recommendations to me.

This is not action taken against any responsible and law- 
abiding section of the community. Nor is it in any way punitive or indiscriminate.

Is it more of an evil than to allow the perpetrators of these outrages to remain at liberty?", of access to an advisory committee which will hear representations for release and make recommendations to me This is not action taken against any responsible and law abiding section of the community Nor is it in any way punitive or indiscriminate Is it more of an evil than to allow the perpetrators of these outrages to remain at liberty ,"Reference 1 - 2.95% Coverage
of access to an advisory committee. which will hear representations for release and make recommendations to me.
Reference 2 - 3.63% Coverage
This is not action taken against any responsible and law- 
abiding section of the community. Nor is it in any way punitive or indiscriminate.
Reference 3 - 2.33% Coverage
Is it more of an evil than to allow the perpetrators of these outrages to remain at liberty?"
27,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2165_DEFE_24_1214 - § 1 reference coded [ 4.17% Coverage]
Reference 1 - 4.17% Coverage
The action we have now taken does not indicate any policy of repression. We are acting not to suppress freedom, but to allow the overwhelming mass of our people to enjoy freedom
",IMG_2165,DEFE_24_1214,"]

The action we have now taken does not indicate any policy of repression. We are acting not to suppress freedom, but to allow the overwhelming mass of our people to enjoy freedom", The action we have now taken does not indicate any policy of repression We are acting not to suppress freedom but to allow the overwhelming mass of our people to enjoy freedom,"Reference 1 - 4.17% Coverage
The action we have now taken does not indicate any policy of repression. We are acting not to suppress freedom, but to allow the overwhelming mass of our people to enjoy freedom"
28,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2172_DEFE_24_1214 - § 2 references coded [ 4.58% Coverage]
Reference 1 - 1.06% Coverage
During thin period in he protoctod by the Judges Rules?
Reference 2 - 3.52% Coverage
Under Regulation 11(2) a person ay be detained by ardor until (a) he bas been dischared by direction of the Attorney-Geneml or (b) he is brought before a Court of uraarys 
Jurisdiotion.
",IMG_2172,DEFE_24_1214,"]

During thin period in he protoctod by the Judges Rules?

Under Regulation 11(2) a person ay be detained by ardor until (a) he bas been dischared by direction of the Attorney-Geneml or (b) he is brought before a Court of uraarys 
Jurisdiotion.", During thin period in he protoctod by the Judges Rules Under Regulation 11 2 a person ay be detained by ardor until a he bas been dischared by direction of the Attorney Geneml or b he is brought before a Court of uraarys Jurisdiotion ,"Reference 1 - 1.06% Coverage
During thin period in he protoctod by the Judges Rules?
Reference 2 - 3.52% Coverage
Under Regulation 11(2) a person ay be detained by ardor until (a) he bas been dischared by direction of the Attorney-Geneml or (b) he is brought before a Court of uraarys 
Jurisdiotion."
29,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2179_DEFE_24_1214 - § 2 references coded [ 5.93% Coverage]
Reference 1 - 1.58% Coverage
: 
at the centre. b. 
All legal formalities relating to the custody of arrested persons
Reference 2 - 4.35% Coverage
Adminstrative arrangements for running the centre including 
the accommodation, medical care and messing of all persons in the centre. There must be a full medical check by a doctor of every arrested person when he enters the centre.
",IMG_2179,DEFE_24_1214,"]

: 
at the centre. b. 
All legal formalities relating to the custody of arrested persons

Adminstrative arrangements for running the centre including 
the accommodation, medical care and messing of all persons in the centre. There must be a full medical check by a doctor of every arrested person when he enters the centre.", at the centre b All legal formalities relating to the custody of arrested persons Adminstrative arrangements for running the centre including the accommodation medical care and messing of all persons in the centre There must be a full medical check by a doctor of every arrested person when he enters the centre ,"Reference 1 - 1.58% Coverage
: 
at the centre. b. 
All legal formalities relating to the custody of arrested persons
Reference 2 - 4.35% Coverage
Adminstrative arrangements for running the centre including 
the accommodation, medical care and messing of all persons in the centre. There must be a full medical check by a doctor of every arrested person when he enters the centre."
30,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2180_DEFE_24_1214 - § 1 reference coded [ 2.37% Coverage]
Reference 1 - 2.37% Coverage
on the general principle that personnel must never use more force then the minimum necessary to enable them to carry out their duties.
",IMG_2180,DEFE_24_1214,"]

on the general principle that personnel must never use more force then the minimum necessary to enable them to carry out their duties.", on the general principle that personnel must never use more force then the minimum necessary to enable them to carry out their duties ,"Reference 1 - 2.37% Coverage
on the general principle that personnel must never use more force then the minimum necessary to enable them to carry out their duties."
31,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2187_DEFE_24_1214 - § 1 reference coded [ 1.69% Coverage]
Reference 1 - 1.69% Coverage
Page 1 : (129,291) - (470,338)
",IMG_2187,DEFE_24_1214,"]

Page 1 : (129,291) - (470,338)", Page 1 129 291 470 338 ,"Reference 1 - 1.69% Coverage
Page 1 : (129,291) - (470,338)"
32,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2191_DEFE_24_1214 - § 1 reference coded [ 2.00% Coverage]
Reference 1 - 2.00% Coverage
Page 1 : (19,273) - (582,306)
",IMG_2191,DEFE_24_1214,"]

Page 1 : (19,273) - (582,306)", Page 1 19 273 582 306 ,"Reference 1 - 2.00% Coverage
Page 1 : (19,273) - (582,306)"
33,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2194_DEFE_24_1214 - § 1 reference coded [ 10.05% Coverage]
Reference 1 - 10.05% Coverage
We have however sought to ensure that the measures 
taken do not discriminate as between the different sections of the community, except as the facts of the situation make inevitable. 
Protestant as well as Catholic 
and I.R.A. extremists will be liable to internment
",IMG_2194,DEFE_24_1214,"]

We have however sought to ensure that the measures 
taken do not discriminate as between the different sections of the community, except as the facts of the situation make inevitable. 
Protestant as well as Catholic 
and I.R.A. extremists will be liable to internment", We have however sought to ensure that the measures taken do not discriminate as between the different sections of the community except as the facts of the situation make inevitable Protestant as well as Catholic and I R A extremists will be liable to internment,"Reference 1 - 10.05% Coverage
We have however sought to ensure that the measures 
taken do not discriminate as between the different sections of the community, except as the facts of the situation make inevitable. 
Protestant as well as Catholic 
and I.R.A. extremists will be liable to internment"
34,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2197_DEFE_24_1214 - § 2 references coded [ 12.44% Coverage]
Reference 1 - 10.31% Coverage
We have sought to ensure that the measures taken do not discriminate as between the different sections of the community, except as the facts of the situation make inevitable. 
Protestants as well as Catholic and I.R.A., 
extremists will be liable to internment;
Reference 2 - 2.13% Coverage
we hope that these measures can be strictly temporary
",IMG_2197,DEFE_24_1214,"]

We have sought to ensure that the measures taken do not discriminate as between the different sections of the community, except as the facts of the situation make inevitable. 
Protestants as well as Catholic and I.R.A., 
extremists will be liable to internment;

we hope that these measures can be strictly temporary", We have sought to ensure that the measures taken do not discriminate as between the different sections of the community except as the facts of the situation make inevitable Protestants as well as Catholic and I R A extremists will be liable to internment we hope that these measures can be strictly temporary,"Reference 1 - 10.31% Coverage
We have sought to ensure that the measures taken do not discriminate as between the different sections of the community, except as the facts of the situation make inevitable. 
Protestants as well as Catholic and I.R.A., 
extremists will be liable to internment;
Reference 2 - 2.13% Coverage
we hope that these measures can be strictly temporary"
35,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2207_DEFE_24_1214 - § 1 reference coded [ 2.55% Coverage]
Reference 1 - 2.55% Coverage
I SHOULD ALSO SEER HIS AGREEMENT THAT OUR DISCUSSION ON INTERNMENT IS TOTALLY DENIABLE AND HAS NOT TAKEN PLACE.
",IMG_2207,DEFE_24_1214,"]

I SHOULD ALSO SEER HIS AGREEMENT THAT OUR DISCUSSION ON INTERNMENT IS TOTALLY DENIABLE AND HAS NOT TAKEN PLACE.", I SHOULD ALSO SEER HIS AGREEMENT THAT OUR DISCUSSION ON INTERNMENT IS TOTALLY DENIABLE AND HAS NOT TAKEN PLACE ,"Reference 1 - 2.55% Coverage
I SHOULD ALSO SEER HIS AGREEMENT THAT OUR DISCUSSION ON INTERNMENT IS TOTALLY DENIABLE AND HAS NOT TAKEN PLACE."
36,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2210_DEFE_24_1214 - § 1 reference coded [ 1.14% Coverage]
Reference 1 - 1.14% Coverage
Membership of a review tribunal was raised.
",IMG_2210,DEFE_24_1214,"]

Membership of a review tribunal was raised.", Membership of a review tribunal was raised ,"Reference 1 - 1.14% Coverage
Membership of a review tribunal was raised."
37,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2245_DEFE_24_1214 - § 1 reference coded [ 4.27% Coverage]
Reference 1 - 4.27% Coverage
Should at any stage there be overcrowding in the camp, as Chambers has pointed out, there is space for an extra hut in the camp layout.
",IMG_2245,DEFE_24_1214,"]

Should at any stage there be overcrowding in the camp, as Chambers has pointed out, there is space for an extra hut in the camp layout.", Should at any stage there be overcrowding in the camp as Chambers has pointed out there is space for an extra hut in the camp layout ,"Reference 1 - 4.27% Coverage
Should at any stage there be overcrowding in the camp, as Chambers has pointed out, there is space for an extra hut in the camp layout."
38,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2255_DEFE_24_1214 - § 2 references coded [ 3.71% Coverage]
Reference 1 - 1.24% Coverage
and the alternative use of the buildings as accommod tion for British troops.
Reference 2 - 2.46% Coverage
The second ground - troop accommodation - needs to be examined 
against the background of current and projected force levels and the means of housing them.
",IMG_2255,DEFE_24_1214,"]

and the alternative use of the buildings as accommod tion for British troops.

The second ground - troop accommodation - needs to be examined 
against the background of current and projected force levels and the means of housing them.", and the alternative use of the buildings as accommod tion for British troops The second ground troop accommodation needs to be examined against the background of current and projected force levels and the means of housing them ,"Reference 1 - 1.24% Coverage
and the alternative use of the buildings as accommod tion for British troops.
Reference 2 - 2.46% Coverage
The second ground - troop accommodation - needs to be examined 
against the background of current and projected force levels and the means of housing them."
39,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2256_DEFE_24_1214 - § 2 references coded [ 7.00% Coverage]
Reference 1 - 3.88% Coverage
(a) to authenticate the cover story, it is essential that the camp should be seen to be performing its secondary role; it will therefore need to be occupied, as much as possible, by British troops;
Reference 2 - 3.12% Coverage
There is no doubt that, if not required for 
internment purposes, the camp could be immediately occupied by troops and thereafter constantly and fully used.
",IMG_2256,DEFE_24_1214,"]

(a) to authenticate the cover story, it is essential that the camp should be seen to be performing its secondary role; it will therefore need to be occupied, as much as possible, by British troops;

There is no doubt that, if not required for 
internment purposes, the camp could be immediately occupied by troops and thereafter constantly and fully used.", a to authenticate the cover story it is essential that the camp should be seen to be performing its secondary role it will therefore need to be occupied as much as possible by British troops There is no doubt that if not required for internment purposes the camp could be immediately occupied by troops and thereafter constantly and fully used ,"Reference 1 - 3.88% Coverage
(a) to authenticate the cover story, it is essential that the camp should be seen to be performing its secondary role; it will therefore need to be occupied, as much as possible, by British troops;
Reference 2 - 3.12% Coverage
There is no doubt that, if not required for 
internment purposes, the camp could be immediately occupied by troops and thereafter constantly and fully used."
40,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2262_DEFE_24_1214 - § 2 references coded [ 7.65% Coverage]
Reference 1 - 2.32% Coverage
and that it w-as docirable for an alternative uco -or Ohe accommodation to to, found.
Reference 2 - 5.33% Coverage
Givon that. the reyal purpoco of tho accommodation munt not be divulgod in public,’ the Northorn Ireland Govornment have confirmod that they can see no viay in overcoming two major difficultico
",IMG_2262,DEFE_24_1214,"]

and that it w-as docirable for an alternative uco -or Ohe accommodation to to, found.

Givon that. the reyal purpoco of tho accommodation munt not be divulgod in public,’ the Northorn Ireland Govornment have confirmod that they can see no viay in overcoming two major difficultico", and that it w as docirable for an alternative uco or Ohe accommodation to to found Givon that the reyal purpoco of tho accommodation munt not be divulgod in public the Northorn Ireland Govornment have confirmod that they can see no viay in overcoming two major difficultico,"Reference 1 - 2.32% Coverage
and that it w-as docirable for an alternative uco -or Ohe accommodation to to, found.
Reference 2 - 5.33% Coverage
Givon that. the reyal purpoco of tho accommodation munt not be divulgod in public,’ the Northorn Ireland Govornment have confirmod that they can see no viay in overcoming two major difficultico"
41,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2263_DEFE_24_1214 - § 1 reference coded [ 2.04% Coverage]
Reference 1 - 2.04% Coverage
and the alternative 
i use of. the buildings as accommodation for ritiah troops.
",IMG_2263,DEFE_24_1214,"]

and the alternative 
i use of. the buildings as accommodation for ritiah troops.", and the alternative i use of the buildings as accommodation for ritiah troops ,"Reference 1 - 2.04% Coverage
and the alternative 
i use of. the buildings as accommodation for ritiah troops."
42,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2265_DEFE_24_1214 - § 4 references coded [ 26.12% Coverage]
Reference 1 - 5.32% Coverage
As an indication of Long Koh’so valuo, thore is no doubt that co long as it vaa not required for internoos, it would be used to houco’ troops inodiatoly on ito completion.
Reference 2 - 8.02% Coverage
the Ministry of Defence have a separate though related 
interest in the accommodation which an intrnent camp vould provide, as a means of oupplomonting, and to the extent of ono major unite worth, replacing, temporary and sub-standard accommodation.
Reference 3 - 6.05% Coverage
to authenticate the cover story, it i essential that 
the camp should be soen to be performing its secondary role; it will, thereforoQ need to be ocupid, as much as possible, by British troops=
Reference 4 - 6.73% Coverage
because it is temporary accommodation, and not deigned to troop requirements’or standard, and because’there is no security of ’tenure (le troops would have to vaoato it if i -ere required for its primary role),
",IMG_2265,DEFE_24_1214,"]

As an indication of Long Koh’so valuo, thore is no doubt that co long as it vaa not required for internoos, it would be used to houco’ troops inodiatoly on ito completion.

the Ministry of Defence have a separate though related 
interest in the accommodation which an intrnent camp vould provide, as a means of oupplomonting, and to the extent of ono major unite worth, replacing, temporary and sub-standard accommodation.

to authenticate the cover story, it i essential that 
the camp should be soen to be performing its secondary role; it will, thereforoQ need to be ocupid, as much as possible, by British troops=

because it is temporary accommodation, and not deigned to troop requirements’or standard, and because’there is no security of ’tenure (le troops would have to vaoato it if i -ere required for its primary role),", As an indication of Long Koh so valuo thore is no doubt that co long as it vaa not required for internoos it would be used to houco troops inodiatoly on ito completion the Ministry of Defence have a separate though related interest in the accommodation which an intrnent camp vould provide as a means of oupplomonting and to the extent of ono major unite worth replacing temporary and sub standard accommodation to authenticate the cover story it i essential that the camp should be soen to be performing its secondary role it will thereforoQ need to be ocupid as much as possible by British troops because it is temporary accommodation and not deigned to troop requirements or standard and because there is no security of tenure le troops would have to vaoato it if i ere required for its primary role ,"Reference 1 - 5.32% Coverage
As an indication of Long Koh’so valuo, thore is no doubt that co long as it vaa not required for internoos, it would be used to houco’ troops inodiatoly on ito completion.
Reference 2 - 8.02% Coverage
the Ministry of Defence have a separate though related 
interest in the accommodation which an intrnent camp vould provide, as a means of oupplomonting, and to the extent of ono major unite worth, replacing, temporary and sub-standard accommodation.
Reference 3 - 6.05% Coverage
to authenticate the cover story, it i essential that 
the camp should be soen to be performing its secondary role; it will, thereforoQ need to be ocupid, as much as possible, by British troops=
Reference 4 - 6.73% Coverage
because it is temporary accommodation, and not deigned to troop requirements’or standard, and because’there is no security of ’tenure (le troops would have to vaoato it if i -ere required for its primary role),"
43,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2272_DEFE_24_1214 - § 2 references coded [ 14.32% Coverage]
Reference 1 - 4.15% Coverage
If in the event it were not needed for this primary purpose it would provide emergency accommodation of a reasonable standard for use by a battalion.
Reference 2 - 10.17% Coverage
It could be built in such a way that the external signs of its use as an internment camp 
- for example, guard towers and corrugated iron fencing - could be left for erection only when this 
use was intended; and that the internal facilities required in this event 
an alternative legitimate designation. 4. 
- e.g. reception centre, refractory cell block - could be given
",IMG_2272,DEFE_24_1214,"]

If in the event it were not needed for this primary purpose it would provide emergency accommodation of a reasonable standard for use by a battalion.

It could be built in such a way that the external signs of its use as an internment camp 
- for example, guard towers and corrugated iron fencing - could be left for erection only when this 
use was intended; and that the internal facilities required in this event 
an alternative legitimate designation. 4. 
- e.g. reception centre, refractory cell block - could be given", If in the event it were not needed for this primary purpose it would provide emergency accommodation of a reasonable standard for use by a battalion It could be built in such a way that the external signs of its use as an internment camp for example guard towers and corrugated iron fencing could be left for erection only when this use was intended and that the internal facilities required in this event an alternative legitimate designation 4 e g reception centre refractory cell block could be given,"Reference 1 - 4.15% Coverage
If in the event it were not needed for this primary purpose it would provide emergency accommodation of a reasonable standard for use by a battalion.
Reference 2 - 10.17% Coverage
It could be built in such a way that the external signs of its use as an internment camp 
- for example, guard towers and corrugated iron fencing - could be left for erection only when this 
use was intended; and that the internal facilities required in this event 
an alternative legitimate designation. 4. 
- e.g. reception centre, refractory cell block - could be given"
44,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2273_DEFE_24_1214 - § 1 reference coded [ 7.91% Coverage]
Reference 1 - 7.91% Coverage
The Home Office (Prison Department’s) advice is that the accommoda- 
tion would be defensible on humanitarian grounds. The proposed arrangements will however be examined in greater detail and any necessary changes reflected in the design. (The examination will also cover the associated problem of privileges).
",IMG_2273,DEFE_24_1214,"]

The Home Office (Prison Department’s) advice is that the accommoda- 
tion would be defensible on humanitarian grounds. The proposed arrangements will however be examined in greater detail and any necessary changes reflected in the design. (The examination will also cover the associated problem of privileges).", The Home Office Prison Department s advice is that the accommoda tion would be defensible on humanitarian grounds The proposed arrangements will however be examined in greater detail and any necessary changes reflected in the design The examination will also cover the associated problem of privileges ,"Reference 1 - 7.91% Coverage
The Home Office (Prison Department’s) advice is that the accommoda- 
tion would be defensible on humanitarian grounds. The proposed arrangements will however be examined in greater detail and any necessary changes reflected in the design. (The examination will also cover the associated problem of privileges)."
45,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2274_DEFE_24_1214 - § 1 reference coded [ 7.17% Coverage]
Reference 1 - 7.17% Coverage
It is therefore considered that it would be a prudent precaution to start work on a new camp as soon as possible: a. 
to ensure that a properly secure camp, with living 
conditions about which there would be no legitimate grounds for complaint, is available,
",IMG_2274,DEFE_24_1214,"]

It is therefore considered that it would be a prudent precaution to start work on a new camp as soon as possible: a. 
to ensure that a properly secure camp, with living 
conditions about which there would be no legitimate grounds for complaint, is available,", It is therefore considered that it would be a prudent precaution to start work on a new camp as soon as possible a to ensure that a properly secure camp with living conditions about which there would be no legitimate grounds for complaint is available ,"Reference 1 - 7.17% Coverage
It is therefore considered that it would be a prudent precaution to start work on a new camp as soon as possible: a. 
to ensure that a properly secure camp, with living 
conditions about which there would be no legitimate grounds for complaint, is available,"
46,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2276_DEFE_24_1214 - § 1 reference coded [ 4.58% Coverage]
Reference 1 - 4.58% Coverage
All the facilities for the internees and their custodians can be 
designed to double for Service accommodation so that the camp can be used for that purpose.
",IMG_2276,DEFE_24_1214,"]

All the facilities for the internees and their custodians can be 
designed to double for Service accommodation so that the camp can be used for that purpose.", All the facilities for the internees and their custodians can be designed to double for Service accommodation so that the camp can be used for that purpose ,"Reference 1 - 4.58% Coverage
All the facilities for the internees and their custodians can be 
designed to double for Service accommodation so that the camp can be used for that purpose."
47,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2278_DEFE_24_1214 - § 1 reference coded [ 5.47% Coverage]
Reference 1 - 5.47% Coverage
The standards of living and recreation space and other amenities are considered to be adequate and defensible but will need to be confirmed.
",IMG_2278,DEFE_24_1214,"]

The standards of living and recreation space and other amenities are considered to be adequate and defensible but will need to be confirmed.", The standards of living and recreation space and other amenities are considered to be adequate and defensible but will need to be confirmed ,"Reference 1 - 5.47% Coverage
The standards of living and recreation space and other amenities are considered to be adequate and defensible but will need to be confirmed."
48,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2279_DEFE_24_1214 - § 1 reference coded [ 6.95% Coverage]
Reference 1 - 6.95% Coverage
the disadvantages of MAIDSTONE are: a. 
it can only take 150 internees immediately. b. it would be unsatisfactory for internees for more than 
about one month. c. 
it would provide internees accommodation at the expense of Army requirements.
",IMG_2279,DEFE_24_1214,"]

the disadvantages of MAIDSTONE are: a. 
it can only take 150 internees immediately. b. it would be unsatisfactory for internees for more than 
about one month. c. 
it would provide internees accommodation at the expense of Army requirements.", the disadvantages of MAIDSTONE are a it can only take 150 internees immediately b it would be unsatisfactory for internees for more than about one month c it would provide internees accommodation at the expense of Army requirements ,"Reference 1 - 6.95% Coverage
the disadvantages of MAIDSTONE are: a. 
it can only take 150 internees immediately. b. it would be unsatisfactory for internees for more than 
about one month. c. 
it would provide internees accommodation at the expense of Army requirements."
49,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2285_DEFE_24_1214 - § 1 reference coded [ 6.69% Coverage]
Reference 1 - 6.69% Coverage
The Army authorities in Northern Ireland who were associated with the examination are satisfied that they could arrange for exercises, visiting, interrogation and medical services on an ad hoc basis for the comparatively short period while the MAIDSTONE would be used for this purpose.
",IMG_2285,DEFE_24_1214,"]

The Army authorities in Northern Ireland who were associated with the examination are satisfied that they could arrange for exercises, visiting, interrogation and medical services on an ad hoc basis for the comparatively short period while the MAIDSTONE would be used for this purpose.", The Army authorities in Northern Ireland who were associated with the examination are satisfied that they could arrange for exercises visiting interrogation and medical services on an ad hoc basis for the comparatively short period while the MAIDSTONE would be used for this purpose ,"Reference 1 - 6.69% Coverage
The Army authorities in Northern Ireland who were associated with the examination are satisfied that they could arrange for exercises, visiting, interrogation and medical services on an ad hoc basis for the comparatively short period while the MAIDSTONE would be used for this purpose."
50,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2287_DEFE_24_1214 - § 1 reference coded [ 5.14% Coverage]
Reference 1 - 5.14% Coverage
Further facilities for visitors, interviewing, separation 
prior to interview, exercise (jetty or quarter deck), medical services, would be dealt with on ad hoc basis
",IMG_2287,DEFE_24_1214,"]

Further facilities for visitors, interviewing, separation 
prior to interview, exercise (jetty or quarter deck), medical services, would be dealt with on ad hoc basis", Further facilities for visitors interviewing separation prior to interview exercise jetty or quarter deck medical services would be dealt with on ad hoc basis,"Reference 1 - 5.14% Coverage
Further facilities for visitors, interviewing, separation 
prior to interview, exercise (jetty or quarter deck), medical services, would be dealt with on ad hoc basis"
51,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2289_DEFE_24_1214 - § 1 reference coded [ 1.63% Coverage]
Reference 1 - 1.63% Coverage
modifications would be needed before ehe c 
safelyy be-used for that purpose.
",IMG_2289,DEFE_24_1214,"]

modifications would be needed before ehe c 
safelyy be-used for that purpose.", modifications would be needed before ehe c safelyy be used for that purpose ,"Reference 1 - 1.63% Coverage
modifications would be needed before ehe c 
safelyy be-used for that purpose."
52,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2290_DEFE_24_1214 - § 1 reference coded [ 2.87% Coverage]
Reference 1 - 2.87% Coverage
The Home Office official was most unhappy with this definition and believed that there would be humanitarian pressures to provide for creature comforts.
",IMG_2290,DEFE_24_1214,"]

The Home Office official was most unhappy with this definition and believed that there would be humanitarian pressures to provide for creature comforts.", The Home Office official was most unhappy with this definition and believed that there would be humanitarian pressures to provide for creature comforts ,"Reference 1 - 2.87% Coverage
The Home Office official was most unhappy with this definition and believed that there would be humanitarian pressures to provide for creature comforts."
53,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2293_DEFE_24_1214 - § 1 reference coded [ 6.07% Coverage]
Reference 1 - 6.07% Coverage
Cover Story. If preparations reach the actual construe 
tion stage and secrecy remains paramount it is clear that some cover story would need to be devised. Some sites will lend themselves better to this than others (but see para 4 below).
",IMG_2293,DEFE_24_1214,"]

Cover Story. If preparations reach the actual construe 
tion stage and secrecy remains paramount it is clear that some cover story would need to be devised. Some sites will lend themselves better to this than others (but see para 4 below).", Cover Story If preparations reach the actual construe tion stage and secrecy remains paramount it is clear that some cover story would need to be devised Some sites will lend themselves better to this than others but see para 4 below ,"Reference 1 - 6.07% Coverage
Cover Story. If preparations reach the actual construe 
tion stage and secrecy remains paramount it is clear that some cover story would need to be devised. Some sites will lend themselves better to this than others (but see para 4 below)."
54,"Files\\SKD_round1\\DEFE 24 1214\\IMG_2294_DEFE_24_1214 - § 1 reference coded [ 7.14% Coverage]
Reference 1 - 7.14% Coverage
g. Political Involvement. 
wish to consider how far they are prepared to associate themselves with controversial measures taken by the Northern Ireland Government. In itably the security forces would be involved to some degree; but there is a difference between assisting in rounding up and guarding internees and providing a Service facility for an internment site.
",IMG_2294,DEFE_24_1214,"]

g. Political Involvement. 
wish to consider how far they are prepared to associate themselves with controversial measures taken by the Northern Ireland Government. In itably the security forces would be involved to some degree; but there is a difference between assisting in rounding up and guarding internees and providing a Service facility for an internment site.", g Political Involvement wish to consider how far they are prepared to associate themselves with controversial measures taken by the Northern Ireland Government In itably the security forces would be involved to some degree but there is a difference between assisting in rounding up and guarding internees and providing a Service facility for an internment site ,"Reference 1 - 7.14% Coverage
g. Political Involvement. 
wish to consider how far they are prepared to associate themselves with controversial measures taken by the Northern Ireland Government. In itably the security forces would be involved to some degree; but there is a difference between assisting in rounding up and guarding internees and providing a Service facility for an internment site."
